180 180.0 0.0521
175 175.9 0.0520
170 171.7 0.0519
165 167.6 0.0517
160 163.4 0.0514
155 159.3 0.0510
150 155.1 0.0505
145 150.8 0.0500
140 146.6 0.0494
135 142.3 0.0488
130 137.9 0.0481
125 133.5 0.0474
120 129.1 0.0466
115 124.5 0.0459
110 120.0 0.0452
105 115.3 0.0445
100 110.6 0.0439
 95 105.8 0.0433
 90 100.9 0.0429
 85  96.0 0.0425
 80  91.0 0.0424
 75  85.8 0.0424
 70  80.6 0.0425
 65  75.3 0.0430
 60  70.0 0.0436
 55  64.5 0.0445
 50  58.9 0.0455
 45  53.3 0.0468
 40  47.6 0.0483
 35  41.8 0.0498
 30  36.0 0.0514
 25  30.1 0.0529
 20  24.1 0.0543
 15  18.1 0.0555
 10  12.1 0.0564
  5   6.1 0.0570
  0   0.0 0.0571
