180 180.0 0.0686
175 175.9 0.0685
170 171.9 0.0684
165 167.8 0.0682
160 163.7 0.0679
155 159.6 0.0675
150 155.4 0.0671
145 151.2 0.0665
140 147.0 0.0660
135 142.8 0.0653
130 138.5 0.0647
125 134.1 0.0640
120 129.7 0.0633
115 125.2 0.0627
110 120.7 0.0621
105 116.1 0.0616
100 111.4 0.0612
 95 106.6 0.0609
 90 101.8 0.0609
 85  96.8 0.0611
 80  91.8 0.0616
 75  86.7 0.0625
 70  81.4 0.0638
 65  76.1 0.0656
 60  70.7 0.0678
 55  65.2 0.0706
 50  59.7 0.0739
 45  54.0 0.0776
 40  48.2 0.0816
 35  42.4 0.0859
 30  36.5 0.0903
 25  30.5 0.0945
 20  24.5 0.0984
 15  18.4 0.1017
 10  12.3 0.1042
  5   6.1 0.1057
  0   0.0 0.1063
