180 -1.74159e-16
170 0.00325334
160 0.013105
150 0.0298165
140 0.0534834
130 0.0833819
120 0.117057
110 0.149783
100 0.174805
90 0.18541
80 0.178185
70 0.155077
60 0.122357
50 0.0873862
40 0.0558628
30 0.0308836
20 0.013429
10 0.00330015
0 0
