180 -4.95274e-17
170 -0.00149602
160 -0.00576534
150 -0.0120694
140 -0.0193114
130 -0.026156
120 -0.0313107
110 -0.0338794
100 -0.0335967
90 -0.0309191
80 -0.0267979
70 -0.0222399
60 -0.0178568
50 -0.0137754
40 -0.00989536
30 -0.00622079
20 -0.0030303
10 -0.000804676
0 -0
