200 0.408788 29.0061 -17.8545 10.5726
210 0.485123 34.1509 -18.1289 13.3619
220 0.581402 40.5902 -18.1063 17.029
230 0.703287 48.7349 -17.5623 21.6928
240 0.85856 59.0749 -16.2779 27.7414
250 1.05578 72.157 -13.9438 35.5785
260 1.30062 88.3285 -10.1696 45.5153
270 1.59358 107.605 -4.63654 57.6235
280 1.92839 129.544 2.71814 71.7375
290 2.28631 152.874 11.7653 87.196
300 2.61171 173.867 21.4707 101.9
