180 180.0 0.1401
175 176.1 0.1401
170 172.1 0.1401
165 168.2 0.1400
160 164.2 0.1399
155 160.2 0.1398
150 156.2 0.1397
145 152.2 0.1395
140 148.1 0.1394
135 143.9 0.1393
130 139.7 0.1392
125 135.5 0.1392
120 131.2 0.1394
115 126.8 0.1397
110 122.3 0.1403
105 117.8 0.1412
100 113.2 0.1426
 95 108.5 0.1447
 90 103.7 0.1477
 85  98.7 0.1518
 80  93.7 0.1571
 75  88.6 0.1641
 70  83.4 0.1729
 65  78.0 0.1838
 60  72.6 0.1971
 55  67.0 0.2128
 50  61.4 0.2309
 45  55.6 0.2513
 40  49.7 0.2737
 35  43.7 0.2973
 30  37.6 0.3215
 25  31.5 0.3451
 20  25.3 0.3669
 15  19.0 0.3856
 10  12.7 0.3999
  5   6.4 0.4089
  0   0.0 0.4120
