180 180.0 0.0796
175 176.0 0.0796
170 171.9 0.0795
165 167.9 0.0792
160 163.8 0.0790
155 159.7 0.0786
150 155.6 0.0782
145 151.4 0.0777
140 147.2 0.0771
135 143.0 0.0765
130 138.7 0.0759
125 134.4 0.0753
120 130.0 0.0747
115 125.5 0.0741
110 121.0 0.0737
105 116.4 0.0733
100 111.7 0.0731
 95 107.0 0.0731
 90 102.1 0.0734
 85  97.2 0.0741
 80  92.2 0.0752
 75  87.1 0.0768
 70  81.8 0.0790
 65  76.5 0.0818
 60  71.1 0.0854
 55  65.6 0.0896
 50  60.0 0.0946
 45  54.3 0.1003
 40  48.5 0.1065
 35  42.6 0.1130
 30  36.7 0.1196
 25  30.7 0.1260
 20  24.6 0.1319
 15  18.5 0.1369
 10  12.4 0.1407
  5   6.2 0.1431
  0   0.0 0.1439
