180 180.0 0.0595
175 175.9 0.0595
170 171.8 0.0593
165 167.7 0.0591
160 163.6 0.0588
155 159.4 0.0584
150 155.2 0.0580
145 151.0 0.0574
140 146.8 0.0568
135 142.5 0.0562
130 138.2 0.0555
125 133.8 0.0548
120 129.4 0.0541
115 124.9 0.0534
110 120.3 0.0527
105 115.7 0.0521
100 111.0 0.0516
 95 106.2 0.0512
 90 101.4 0.0509
 85  96.4 0.0508
 80  91.4 0.0509
 75  86.3 0.0513
 70  81.0 0.0519
 65  75.7 0.0529
 60  70.4 0.0542
 55  64.9 0.0558
 50  59.3 0.0578
 45  53.6 0.0601
 40  47.9 0.0627
 35  42.1 0.0654
 30  36.2 0.0681
 25  30.3 0.0708
 20  24.3 0.0732
 15  18.3 0.0753
 10  12.2 0.0768
  5   6.1 0.0778
  0   0.0 0.0781
