180 180.0 0.1536
175 176.1 0.1536
170 172.2 0.1536
165 168.3 0.1536
160 164.3 0.1536
155 160.4 0.1537
150 156.4 0.1537
145 152.3 0.1538
140 148.3 0.1538
135 144.1 0.1540
130 140.0 0.1541
125 135.8 0.1544
120 131.5 0.1548
115 127.1 0.1554
110 122.7 0.1564
105 118.1 0.1578
100 113.5 0.1598
 95 108.8 0.1625
 90 104.0 0.1663
 85  99.1 0.1714
 80  94.1 0.1780
 75  89.0 0.1866
 70  83.8 0.1974
 65  78.4 0.2108
 60  72.9 0.2270
 55  67.4 0.2462
 50  61.7 0.2685
 45  55.9 0.2937
 40  50.0 0.3212
 35  44.0 0.3506
 30  37.9 0.3806
 25  31.7 0.4099
 20  25.4 0.4371
 15  19.1 0.4604
 10  12.8 0.4784
  5   6.4 0.4897
  0   0.0 0.4936
