180 180.0 0.1238
175 176.0 0.1238
170 172.1 0.1237
165 168.1 0.1236
160 164.1 0.1234
155 160.1 0.1232
150 156.1 0.1229
145 152.0 0.1227
140 147.9 0.1224
135 143.7 0.1221
130 139.5 0.1218
125 135.2 0.1216
120 130.9 0.1215
115 126.5 0.1215
110 122.0 0.1217
105 117.5 0.1222
100 112.8 0.1231
 95 108.1 0.1245
 90 103.3 0.1267
 85  98.4 0.1296
 80  93.4 0.1337
 75  88.2 0.1390
 70  83.0 0.1457
 65  77.7 0.1541
 60  72.2 0.1643
 55  66.7 0.1764
 50  61.0 0.1904
 45  55.3 0.2061
 40  49.4 0.2232
 35  43.4 0.2414
 30  37.4 0.2599
 25  31.3 0.2779
 20  25.1 0.2945
 15  18.9 0.3087
 10  12.6 0.3195
  5   6.3 0.3263
  0   0.0 0.3287
