180 180.0 0.0927
175 176.0 0.0927
170 172.0 0.0926
165 167.9 0.0924
160 163.9 0.0921
155 159.8 0.0918
150 155.7 0.0914
145 151.6 0.0909
140 147.4 0.0904
135 143.2 0.0899
130 139.0 0.0894
125 134.7 0.0888
120 130.3 0.0883
115 125.9 0.0879
110 121.4 0.0876
105 116.8 0.0874
100 112.1 0.0875
 95 107.4 0.0879
 90 102.5 0.0887
 85  97.6 0.0899
 80  92.6 0.0918
 75  87.5 0.0944
 70  82.2 0.0977
 65  76.9 0.1020
 60  71.5 0.1073
 55  66.0 0.1136
 50  60.3 0.1210
 45  54.6 0.1292
 40  48.8 0.1382
 35  42.9 0.1477
 30  36.9 0.1574
 25  30.9 0.1668
 20  24.8 0.1754
 15  18.6 0.1827
 10  12.4 0.1883
  5   6.2 0.1918
  0   0.0 0.1930
