180 180.0 0.0459
175 175.8 0.0459
170 171.7 0.0458
165 167.5 0.0455
160 163.3 0.0452
155 159.1 0.0449
150 154.9 0.0444
145 150.6 0.0439
140 146.3 0.0433
135 142.0 0.0426
130 137.6 0.0420
125 133.2 0.0412
120 128.7 0.0405
115 124.2 0.0398
110 119.6 0.0390
105 114.9 0.0383
100 110.2 0.0376
 95 105.4 0.0370
 90 100.5 0.0364
 85  95.6 0.0359
 80  90.5 0.0356
 75  85.4 0.0353
 70  80.2 0.0352
 65  74.9 0.0352
 60  69.6 0.0353
 55  64.1 0.0356
 50  58.6 0.0361
 45  53.0 0.0366
 40  47.3 0.0373
 35  41.5 0.0380
 30  35.7 0.0388
 25  29.9 0.0395
 20  24.0 0.0402
 15  18.0 0.0408
 10  12.0 0.0412
  5   6.0 0.0414
  0   0.0 0.0415
