180 180.0 0.0408
175 175.8 0.0408
170 171.6 0.0407
165 167.4 0.0405
160 163.2 0.0402
155 159.0 0.0398
150 154.7 0.0393
145 150.4 0.0388
140 146.1 0.0382
135 141.7 0.0376
130 137.3 0.0369
125 132.9 0.0362
120 128.4 0.0355
115 123.8 0.0347
110 119.2 0.0340
105 114.6 0.0333
100 109.8 0.0325
 95 105.0 0.0319
 90 100.1 0.0312
 85  95.2 0.0306
 80  90.1 0.0301
 75  85.0 0.0297
 70  79.8 0.0293
 65  74.5 0.0290
 60  69.2 0.0289
 55  63.7 0.0288
 50  58.2 0.0287
 45  52.6 0.0288
 40  47.0 0.0289
 35  41.3 0.0291
 30  35.5 0.0292
 25  29.7 0.0294
 20  23.8 0.0296
 15  17.9 0.0297
 10  11.9 0.0298
  5   6.0 0.0299
  0   0.0 0.0299
