376	17
377	16
378	16
379	15
380	14
381	16
382	15
383	15
384	-7
385	-6
386	-6
387	-5
388	-4
389	-5
390	-4
391	-3
392	-6
393	-4
394	-4
395	-3
396	-1
397	-2
398	-1
399	1
400	-2
401	1
402	4
403	2
404	4
405	6
406	5
407	7
408	9
409	10
410	12
411	9
412	9
413	12
414	10
415	10
416	13
417	12
418	13
419	11
420	11
421	13
422	12
423	11
424	13
425	13
426	14
427	12
428	12
429	13
430	12
431	12
432	-11
433	-10
434	-10
435	-10
436	-9
437	-9
438	-9
439	-8
440	-9
441	-8
442	-8
443	-7
444	-7
445	-7
446	-6
447	-5
448	-6
449	-5
450	-5
451	-5
452	-4
453	-4
454	-3
455	-2
456	-3
457	-2
458	-2
459	-2
460	-1
461	-1
462	-1
463	1
464	-1
465	1
466	1
467	1
468	3
469	3
470	3
471	5
472	4
473	5
474	6
475	5
476	7
477	8
478	8
479	9
480	-9
481	-8
482	-7
483	-8
484	-7
485	-7
486	-6
487	-5
488	-6
489	-5
490	-5
491	-5
492	-4
493	-4
494	-3
495	-2
496	-3
497	-2
498	-2
499	-2
500	-1
501	-1
502	-0
503	0
504	-0
505	1
506	1
507	1
508	2
509	2
510	3
511	3
512	3
513	4
514	5
515	4
516	5
517	6
518	6
519	7
520	7
521	8
522	9
523	8
524	9
525	10
526	10
527	10
528	-6
529	-5
530	-5
531	-5
532	-4
533	-4
534	-3
535	-2
536	-3
537	-2
538	-2
539	-2
540	-1
541	-1
542	-0
543	0
544	-0
545	0
546	1
547	1
548	2
549	2
550	2
551	3
552	2
553	3
554	4
555	3
556	4
557	5
558	5
559	6
560	5
561	6
562	7
563	6
564	7
565	8
566	8
567	9
568	9
569	9
570	10
571	9
572	10
573	11
574	11
575	11
576	-12
577	-12
578	-11
579	-12
580	-12
581	-10
582	-11
583	-11
584	-9
585	-9
586	-8
587	-10
588	-9
589	-8
590	-8
591	-7
592	-7
593	-6
594	-5
595	-6
596	-5
597	-4
598	-4
599	-3
600	-3
601	-2
602	-2
603	-2
604	-1
605	-1
606	-1
607	1
608	-0
609	1
610	1
611	1
612	2
613	2
614	3
615	3
616	2
617	3
618	3
619	4
620	5
621	4
622	5
623	6
624	-13
625	-12
626	-11
627	-13
628	-13
629	-11
630	-12
631	-11
632	-10
633	-9
634	-8
635	-10
636	-9
637	-7
638	-8
639	-6
640	-6
641	-4
642	-3
643	-4
644	-2
645	-1
646	-1
647	1
648	-1
649	1
650	1
651	1
652	3
653	3
654	3
655	5
656	3
657	4
658	4
659	5
660	6
661	5
662	6
663	7
664	5
665	6
666	6
667	7
668	8
669	7
670	8
671	9
672	-14
673	-14
674	-12
675	-15
676	-15
677	-12
678	-14
679	-15
680	-10
681	-10
682	-7
683	-12
684	-12
685	-4
686	-4
687	4
688	-2
689	1
690	2
691	4
692	6
693	4
694	5
695	7
696	4
697	5
698	5
699	6
700	8
701	7
702	8
703	9
704	7
705	8
706	8
707	9
708	10
709	9
710	10
711	10
712	9
713	9
714	9
715	10
716	11
717	10
718	11
719	11
