0	-13
1	-13
2	-13
3	-14
4	-15
5	-14
6	-15
7	-15
8	-14
9	-14
10	-14
11	-15
12	-16
13	-15
14	-16
15	-17
16	-15
17	-16
18	-16
19	-17
20	-19
21	-18
22	-19
23	-20
24	-17
25	-19
26	-18
27	-20
28	-22
29	-20
30	-23
31	22
32	-20
33	20
34	12
35	20
36	17
37	12
38	14
39	14
40	9
41	10
42	9
43	12
44	12
45	9
46	10
47	10
48	-15
49	-16
50	-16
51	-17
52	-18
53	-17
54	-18
55	-19
56	-17
57	-18
58	-18
59	-19
60	-20
61	-19
62	-20
63	-21
64	-19
65	-21
66	-21
67	-21
68	-23
69	-23
70	-23
71	23
72	-23
73	23
74	22
75	23
76	21
77	20
78	20
79	18
80	18
81	16
82	15
83	17
84	16
85	14
86	15
87	14
88	13
89	12
90	11
91	13
92	13
93	11
94	12
95	11
96	-18
97	-19
98	-19
99	-20
100	-21
101	-20
102	-21
103	-22
104	-21
105	-21
106	-22
107	-22
108	-23
109	-23
110	-23
111	24
112	-23
113	23
114	23
115	23
116	22
117	22
118	22
119	21
120	21
121	20
122	19
123	20
124	19
125	18
126	18
127	17
128	17
129	16
130	15
131	16
132	16
133	14
134	15
135	15
136	13
137	13
138	12
139	14
140	13
141	12
142	12
143	12
144	-13
145	-13
146	-14
147	-13
148	-14
149	-15
150	-15
151	-15
152	-15
153	-16
154	-17
155	-16
156	-17
157	-18
158	-18
159	-19
160	-18
161	-19
162	-20
163	-19
164	-20
165	-21
166	-21
167	-22
168	-21
169	-22
170	-22
171	-22
172	-23
173	-23
174	-24
175	24
176	-24
177	24
178	23
179	23
180	22
181	22
182	22
183	21
184	22
185	21
186	20
187	20
188	19
189	19
190	19
191	18
192	-14
193	-14
194	-15
195	-14
196	-15
197	-16
198	-16
199	-17
200	-17
201	-18
202	-19
203	-18
204	-19
205	-20
206	-20
207	-21
208	-21
209	-21
210	-22
211	-22
212	-23
213	-23
214	-23
215	24
216	-24
217	24
218	23
219	23
220	22
221	22
222	22
223	21
224	22
225	21
226	20
227	20
228	19
229	19
230	19
231	18
232	19
233	18
234	17
235	17
236	17
237	16
238	16
239	15
240	-15
241	-16
242	-17
243	-16
244	-18
245	-19
246	-19
247	-20
248	-19
249	-21
250	-21
251	-21
252	-23
253	-23
254	-23
255	23
256	-23
257	23
258	23
259	23
260	22
261	22
262	22
263	21
264	22
265	21
266	20
267	20
268	19
269	19
270	19
271	18
272	19
273	18
274	17
275	17
276	16
277	17
278	16
279	15
280	16
281	15
282	15
283	15
284	14
285	14
286	14
287	13
288	-12
289	-12
290	-12
291	-11
292	-10
293	-12
294	-11
295	-11
296	-13
297	-12
298	-13
299	-11
300	-11
301	-13
302	-12
303	-11
304	-14
305	-14
306	-15
307	-12
308	-12
309	-15
310	-14
311	-15
312	-17
313	-19
314	-20
315	-18
316	-20
317	-22
318	-23
319	22
320	-23
321	23
322	23
323	22
324	20
325	21
326	20
327	18
328	21
329	20
330	20
331	19
332	18
333	19
334	18
335	17
336	-9
337	-9
338	-10
339	-8
340	-8
341	-9
342	-8
343	-7
344	-10
345	-9
346	-10
347	-8
348	-7
349	-9
350	-8
351	-6
352	-10
353	-10
354	-12
355	-7
356	-4
357	-12
358	-4
359	4
360	-20
361	20
362	20
363	12
364	12
365	17
366	14
367	14
368	18
369	16
370	17
371	15
372	14
373	16
374	15
375	14
