 Tagging efficiency calculation
 J.R.M.Annand 2008.10.02
Clock = 3.2374e+08   Inhib.Clock = 1.44075e+08   Live = 0.445035
Backgr.clock = 1.06413e+09    Backgr.Inhib.clock = 3.31927e+08  Live = 0.311922
Background scale factor = 0.434058

  Chan  Hits  Scaler Background     TaggEff        TaggEff(back-sub)
  37    69      427       20    0.1616 +- 0.0210   0.1649 +- 0.0215
  38    80      462       34    0.1732 +- 0.0210   0.1789 +- 0.0218
  39    13       76       12    0.1711 +- 0.0513   0.1836 +- 0.0559
  40    10       65       17    0.1538 +- 0.0523   0.1735 +- 0.0603
  41    80      475       30    0.1684 +- 0.0204   0.1732 +- 0.0210
  42    77      479       22    0.1608 +- 0.0197   0.1640 +- 0.0202
  43    78      449       29    0.1737 +- 0.0213   0.1787 +- 0.0220
  44    73      478       14    0.1527 +- 0.0192   0.1547 +- 0.0195
  45    70      450       24    0.1556 +- 0.0200   0.1592 +- 0.0205
  46    78      471       32    0.1656 +- 0.0202   0.1706 +- 0.0210
  47    86      531       34    0.1620 +- 0.0188   0.1666 +- 0.0195
  48    79      490       24    0.1612 +- 0.0195   0.1647 +- 0.0200
  49    88      550       20    0.1600 +- 0.0184   0.1626 +- 0.0187
  50    71      447       25    0.1588 +- 0.0203   0.1628 +- 0.0209
  51    75      461       25    0.1627 +- 0.0203   0.1666 +- 0.0208
  52    30      215       15    0.1395 +- 0.0272   0.1439 +- 0.0282
  53    30      249       22    0.1205 +- 0.0233   0.1253 +- 0.0243
  54    94      485       32    0.1938 +- 0.0218   0.1995 +- 0.0226
  55    77      487       22    0.1581 +- 0.0194   0.1613 +- 0.0198
  56    91      523       40    0.1740 +- 0.0198   0.1800 +- 0.0206
  57    71      521       28    0.1363 +- 0.0172   0.1395 +- 0.0177
  58    86      477       24    0.1803 +- 0.0211   0.1843 +- 0.0217
  59    78      488       22    0.1598 +- 0.0195   0.1630 +- 0.0199
  60    40      287       18    0.1394 +- 0.0235   0.1433 +- 0.0243
  61    50      291       17    0.1718 +- 0.0263   0.1763 +- 0.0271
  62    85      479       19    0.1775 +- 0.0209   0.1806 +- 0.0213
  63    98      515       16    0.1903 +- 0.0210   0.1929 +- 0.0213
  64   107      620       33    0.1726 +- 0.0181   0.1767 +- 0.0186
  65    95      588       31    0.1616 +- 0.0179   0.1653 +- 0.0184
  66   100      567       24    0.1764 +- 0.0191   0.1797 +- 0.0196
  67    92      616       30    0.1494 +- 0.0167   0.1526 +- 0.0171
  68    99      635       31    0.1559 +- 0.0168   0.1593 +- 0.0173
  69    98      603       25    0.1625 +- 0.0177   0.1655 +- 0.0181
  70    74      383       14    0.1932 +- 0.0245   0.1963 +- 0.0250
  71    91      411       23    0.2214 +- 0.0257   0.2269 +- 0.0264
  72   113      599       27    0.1886 +- 0.0193   0.1924 +- 0.0198
  73   126      679       36    0.1856 +- 0.0180   0.1899 +- 0.0185
  74   105      643       28    0.1633 +- 0.0172   0.1664 +- 0.0176
  75   109      553       33    0.1971 +- 0.0207   0.2023 +- 0.0213
  76   114      560       38    0.2036 +- 0.0209   0.2097 +- 0.0217
  77   122      643       37    0.1897 +- 0.0187   0.1946 +- 0.0193
  78   131      678       27    0.1932 +- 0.0184   0.1966 +- 0.0188
  79   135      688       33    0.1962 +- 0.0185   0.2004 +- 0.0189
  80   132      676       35    0.1953 +- 0.0186   0.1998 +- 0.0191
  81   128      648       26    0.1975 +- 0.0191   0.2010 +- 0.0195
  82   125      632       30    0.1978 +- 0.0194   0.2019 +- 0.0199
  83   108      614       28    0.1759 +- 0.0184   0.1794 +- 0.0188
  84   139      725       23    0.1917 +- 0.0178   0.1944 +- 0.0180
  85   118      616       17    0.1916 +- 0.0192   0.1939 +- 0.0195
  86   109      627       21    0.1738 +- 0.0180   0.1764 +- 0.0184
  87   122      670       35    0.1821 +- 0.0179   0.1863 +- 0.0184
  88   122      670       26    0.1821 +- 0.0179   0.1852 +- 0.0183
  89    97      615       33    0.1577 +- 0.0172   0.1615 +- 0.0177
  90   121      634       41    0.1909 +- 0.0189   0.1964 +- 0.0196
  91   101      672       27    0.1503 +- 0.0160   0.1530 +- 0.0164
  92   154      727       28    0.2118 +- 0.0188   0.2154 +- 0.0192
  93   114      725       34    0.1572 +- 0.0158   0.1605 +- 0.0162
  94   114      695       29    0.1640 +- 0.0166   0.1671 +- 0.0169
  95   121      717       32    0.1688 +- 0.0166   0.1721 +- 0.0170
  96   135      698       35    0.1934 +- 0.0182   0.1977 +- 0.0187
  97    89      498       29    0.1787 +- 0.0206   0.1833 +- 0.0212
  98   122      732       42    0.1667 +- 0.0163   0.1709 +- 0.0168
  99   116      794       48    0.1461 +- 0.0145   0.1500 +- 0.0150
 100   110      741       37    0.1484 +- 0.0152   0.1517 +- 0.0156
 101   107      719      102    0.1488 +- 0.0154   0.1586 +- 0.0166
 102   108      691       37    0.1563 +- 0.0162   0.1600 +- 0.0166
 103   117      676       38    0.1731 +- 0.0173   0.1774 +- 0.0178
 104    98      565       21    0.1735 +- 0.0190   0.1763 +- 0.0193
 105   116      722       36    0.1607 +- 0.0161   0.1642 +- 0.0165
 106   104      577       23    0.1802 +- 0.0192   0.1834 +- 0.0196
 107   109      706       18    0.1544 +- 0.0159   0.1561 +- 0.0161
 108   121      743       28    0.1629 +- 0.0160   0.1656 +- 0.0163
 109   146      803       29    0.1818 +- 0.0164   0.1847 +- 0.0167
 110   133      754       32    0.1764 +- 0.0166   0.1797 +- 0.0170
 111   131      751       41    0.1744 +- 0.0165   0.1787 +- 0.0170
 112   129      774       21    0.1667 +- 0.0158   0.1687 +- 0.0161
 113   126      794       39    0.1587 +- 0.0152   0.1621 +- 0.0156
 114   133      729       27    0.1824 +- 0.0172   0.1854 +- 0.0175
 115   108      745       27    0.1450 +- 0.0149   0.1473 +- 0.0152
 116   121      755       33    0.1603 +- 0.0157   0.1634 +- 0.0160
 117   103      713       21    0.1445 +- 0.0152   0.1463 +- 0.0155
 118   112      663       25    0.1689 +- 0.0173   0.1717 +- 0.0176
 119    88      586       21    0.1502 +- 0.0172   0.1525 +- 0.0175
 120    88      646       36    0.1362 +- 0.0155   0.1396 +- 0.0159
 121   152      869       39    0.1749 +- 0.0154   0.1784 +- 0.0157
 122   132      834       29    0.1583 +- 0.0148   0.1607 +- 0.0151
 123   132      806       31    0.1638 +- 0.0154   0.1666 +- 0.0157
 124   114      794       30    0.1436 +- 0.0144   0.1460 +- 0.0147
 125   112      800       33    0.1400 +- 0.0141   0.1426 +- 0.0144
 126   111      819       30    0.1355 +- 0.0137   0.1377 +- 0.0140
 127   111      715       37    0.1552 +- 0.0158   0.1588 +- 0.0163
 128   103      775       33    0.1329 +- 0.0139   0.1354 +- 0.0142
 129   140      788       32    0.1777 +- 0.0163   0.1809 +- 0.0166
 130   125      818       24    0.1528 +- 0.0147   0.1548 +- 0.0149
 131   110      793       26    0.1387 +- 0.0141   0.1407 +- 0.0143
 132   123      849       30    0.1449 +- 0.0140   0.1471 +- 0.0142
 133   117      908       36    0.1289 +- 0.0127   0.1311 +- 0.0129
 134   128      868       33    0.1475 +- 0.0140   0.1499 +- 0.0142
 135   118      830       37    0.1422 +- 0.0140   0.1450 +- 0.0143
 136   104      831       32    0.1252 +- 0.0130   0.1273 +- 0.0133
 137   116      851       36    0.1363 +- 0.0135   0.1389 +- 0.0138
 138   111      836       38    0.1328 +- 0.0134   0.1354 +- 0.0137
 139   120      852       46    0.1408 +- 0.0137   0.1442 +- 0.0141
 140   102      655       22    0.1557 +- 0.0166   0.1580 +- 0.0169
 141    83      595       14    0.1395 +- 0.0163   0.1409 +- 0.0165
 142   122      787       20    0.1550 +- 0.0151   0.1567 +- 0.0153
 143   141      915       28    0.1541 +- 0.0139   0.1562 +- 0.0142
 144   119      927       28    0.1284 +- 0.0125   0.1301 +- 0.0127
 145   133      910       21    0.1462 +- 0.0136   0.1476 +- 0.0137
 146   102      850       22    0.1200 +- 0.0126   0.1214 +- 0.0127
 147   114      869       31    0.1312 +- 0.0131   0.1332 +- 0.0133
 148   124      886       30    0.1400 +- 0.0134   0.1420 +- 0.0136
 149   144      949       27    0.1517 +- 0.0136   0.1536 +- 0.0138
 150   133      985       30    0.1350 +- 0.0125   0.1368 +- 0.0127
 151   127      909       39    0.1397 +- 0.0132   0.1424 +- 0.0135
 152   110      922       17    0.1193 +- 0.0120   0.1203 +- 0.0121
 153   127     1297       38    0.0979 +- 0.0091   0.0992 +- 0.0092
 154   124      884       27    0.1403 +- 0.0135   0.1422 +- 0.0137
 155   126      916       30    0.1376 +- 0.0131   0.1395 +- 0.0133
 156   111      951       38    0.1167 +- 0.0117   0.1188 +- 0.0119
 157   139      967       33    0.1437 +- 0.0130   0.1459 +- 0.0133
 158   136      949       36    0.1433 +- 0.0131   0.1457 +- 0.0134
 159   145      958       25    0.1514 +- 0.0135   0.1531 +- 0.0137
 160   133     1031       31    0.1290 +- 0.0119   0.1307 +- 0.0121
 161   104     1095       38    0.0950 +- 0.0097   0.0964 +- 0.0099
 162   149     1300       42    0.1146 +- 0.0099   0.1162 +- 0.0101
 163   125      757       23    0.1651 +- 0.0159   0.1673 +- 0.0162
 164   135     1013       24    0.1333 +- 0.0122   0.1347 +- 0.0124
 165   128      993       30    0.1289 +- 0.0121   0.1306 +- 0.0123
 166    97      796       18    0.1219 +- 0.0131   0.1231 +- 0.0133
 167   109      781       31    0.1396 +- 0.0143   0.1420 +- 0.0146
 168   159     1050       26    0.1514 +- 0.0129   0.1531 +- 0.0130
 169   117     1019       29    0.1148 +- 0.0112   0.1163 +- 0.0114
 170   167     1058       29    0.1578 +- 0.0131   0.1597 +- 0.0133
 171   145      977       21    0.1484 +- 0.0132   0.1498 +- 0.0134
 172   148      960       23    0.1542 +- 0.0136   0.1558 +- 0.0138
 173   123      962       18    0.1279 +- 0.0122   0.1289 +- 0.0124
 174   134      868       25    0.1544 +- 0.0143   0.1563 +- 0.0145
 175   130     1055       19    0.1232 +- 0.0115   0.1242 +- 0.0116
 176   143     1088       23    0.1314 +- 0.0117   0.1327 +- 0.0118
 177   171     1072       28    0.1595 +- 0.0131   0.1613 +- 0.0133
 178   157     1056       30    0.1487 +- 0.0127   0.1505 +- 0.0129
 179   151     1097       30    0.1376 +- 0.0119   0.1393 +- 0.0121
 180   174     1139       28    0.1528 +- 0.0124   0.1544 +- 0.0126
 181   148     1093       38    0.1354 +- 0.0119   0.1375 +- 0.0121
 182   142     1244       44    0.1141 +- 0.0101   0.1159 +- 0.0103
 183   137     1161       46    0.1180 +- 0.0107   0.1201 +- 0.0109
 184   156     1222       48    0.1277 +- 0.0109   0.1299 +- 0.0111
 185   179     1231       44    0.1454 +- 0.0116   0.1477 +- 0.0118
 186   168     1219       52    0.1378 +- 0.0113   0.1404 +- 0.0116
 187   172     1153       37    0.1492 +- 0.0122   0.1513 +- 0.0124
 188   168     1203       34    0.1397 +- 0.0115   0.1414 +- 0.0117
 189   153     1195       53    0.1280 +- 0.0110   0.1305 +- 0.0112
 190   192     1212       39    0.1584 +- 0.0123   0.1607 +- 0.0125
 191   168     1189       37    0.1413 +- 0.0116   0.1432 +- 0.0118
 192   198     1272       34    0.1557 +- 0.0119   0.1575 +- 0.0121
 193   152     1168       22    0.1301 +- 0.0112   0.1312 +- 0.0113
 194   137     1178       25    0.1163 +- 0.0105   0.1174 +- 0.0106
 195   158     1164       38    0.1357 +- 0.0115   0.1377 +- 0.0117
 196   202     1256       31    0.1608 +- 0.0122   0.1626 +- 0.0123
 197   173     1123       25    0.1541 +- 0.0126   0.1556 +- 0.0127
 198   175     1152       13    0.1519 +- 0.0123   0.1527 +- 0.0124
 199   128      819       16    0.1563 +- 0.0149   0.1576 +- 0.0150
 200   172     1203       20    0.1430 +- 0.0117   0.1440 +- 0.0118
 201   177     1069       37    0.1656 +- 0.0134   0.1681 +- 0.0137
 202   113     1280       41    0.0883 +- 0.0087   0.0895 +- 0.0088
 203    43     2071     2131    0.0208 +- 0.0032   0.0375 +- 0.0059
 204    78     1297      448    0.0601 +- 0.0070   0.0707 +- 0.0084
 205   155     1382       52    0.1122 +- 0.0095   0.1140 +- 0.0097
 206   209     1437       43    0.1454 +- 0.0108   0.1474 +- 0.0109
 207   194     1445       45    0.1343 +- 0.0103   0.1361 +- 0.0104
 208   217     1541       34    0.1408 +- 0.0102   0.1422 +- 0.0103
 209   193     1486       20    0.1299 +- 0.0099   0.1306 +- 0.0100
 210   241     1598       35    0.1508 +- 0.0104   0.1523 +- 0.0105
 211   208     1456       18    0.1429 +- 0.0106   0.1436 +- 0.0107
 212   213     1480       28    0.1439 +- 0.0105   0.1451 +- 0.0106
 213   252     1501       35    0.1679 +- 0.0114   0.1696 +- 0.0116
 214   209     1365       21    0.1531 +- 0.0114   0.1541 +- 0.0115
 215   198     1457       29    0.1359 +- 0.0103   0.1371 +- 0.0104
 216   259     1457       21    0.1778 +- 0.0120   0.1789 +- 0.0121
 217   213     1302       23    0.1636 +- 0.0121   0.1649 +- 0.0122
 218   236     1538       34    0.1534 +- 0.0107   0.1549 +- 0.0108
 219   232     1625       37    0.1428 +- 0.0100   0.1442 +- 0.0101
 220   206     1415       17    0.1456 +- 0.0109   0.1463 +- 0.0109
 221   217     1477       25    0.1469 +- 0.0107   0.1480 +- 0.0108
 222   224     1553       34    0.1442 +- 0.0103   0.1456 +- 0.0104
 223   210     1611       37    0.1304 +- 0.0096   0.1317 +- 0.0097
 224   268     1669       44    0.1606 +- 0.0106   0.1624 +- 0.0107
 225   244     1798       43    0.1357 +- 0.0093   0.1371 +- 0.0094
 226   185     1435       30    0.1289 +- 0.0101   0.1301 +- 0.0102
 227   231     1481       20    0.1560 +- 0.0110   0.1569 +- 0.0111
 228   276     1746       27    0.1581 +- 0.0102   0.1591 +- 0.0103
 229   250     1728       31    0.1447 +- 0.0098   0.1458 +- 0.0099
 230   281     1767       31    0.1590 +- 0.0102   0.1602 +- 0.0103
 231   274     1790       40    0.1531 +- 0.0099   0.1546 +- 0.0100
 232   253     1838       37    0.1376 +- 0.0092   0.1389 +- 0.0093
 233   262     1802       27    0.1454 +- 0.0096   0.1463 +- 0.0097
 234   238     1722       20    0.1382 +- 0.0096   0.1389 +- 0.0096
 235   246     1827       24    0.1346 +- 0.0091   0.1354 +- 0.0092
 236   245     1976       25    0.1240 +- 0.0084   0.1247 +- 0.0085
 237   289     1972       25    0.1466 +- 0.0092   0.1474 +- 0.0093
 238   318     1988       33    0.1600 +- 0.0097   0.1611 +- 0.0097
 239   267     1717       25    0.1555 +- 0.0102   0.1565 +- 0.0103
 240   303     1875       22    0.1616 +- 0.0100   0.1624 +- 0.0101
 241   282     1955       19    0.1442 +- 0.0092   0.1449 +- 0.0092
 242   289     2106       23    0.1372 +- 0.0086   0.1379 +- 0.0087
 243   316     2189       32    0.1444 +- 0.0087   0.1453 +- 0.0088
 244   390     2203       33    0.1770 +- 0.0097   0.1782 +- 0.0098
 245   374     2164       25    0.1728 +- 0.0097   0.1737 +- 0.0097
 246   364     2245       34    0.1621 +- 0.0092   0.1632 +- 0.0092
 247   356     2285       29    0.1558 +- 0.0089   0.1567 +- 0.0089
 248   404     2327       33    0.1736 +- 0.0094   0.1747 +- 0.0094
 249   357     2215       30    0.1612 +- 0.0092   0.1621 +- 0.0093
 250   332     2075       26    0.1600 +- 0.0095   0.1609 +- 0.0095
 251   309     1970       16    0.1569 +- 0.0096   0.1574 +- 0.0096
 252   333     2075       18    0.1605 +- 0.0095   0.1611 +- 0.0095
 253   332     2197       24    0.1511 +- 0.0089   0.1518 +- 0.0089
 254   351     2404       25    0.1460 +- 0.0083   0.1467 +- 0.0084
 255   382     2567       27    0.1488 +- 0.0082   0.1495 +- 0.0082
 256   369     2493       34    0.1480 +- 0.0083   0.1489 +- 0.0083
 257   327     2505       26    0.1305 +- 0.0077   0.1311 +- 0.0077
 258   361     2666       46    0.1354 +- 0.0076   0.1364 +- 0.0077
 259   372     2588       44    0.1437 +- 0.0080   0.1448 +- 0.0080
 260   478     2709       40    0.1764 +- 0.0088   0.1776 +- 0.0088
 261   116      810       19    0.1432 +- 0.0142   0.1447 +- 0.0144
 262   442     2623       54    0.1685 +- 0.0087   0.1700 +- 0.0088
 263   398     2398       22    0.1660 +- 0.0090   0.1666 +- 0.0090
 264   168     1023       16    0.1642 +- 0.0137   0.1653 +- 0.0138
 265   114      832       17    0.1370 +- 0.0137   0.1382 +- 0.0138
 266   455     2506       27    0.1816 +- 0.0093   0.1824 +- 0.0093
 267   338     2338       34    0.1446 +- 0.0084   0.1455 +- 0.0085
 268   366     2756      189    0.1328 +- 0.0074   0.1369 +- 0.0076
 269   281     2530      163    0.1111 +- 0.0070   0.1143 +- 0.0072
 270   381     3079       41    0.1237 +- 0.0067   0.1245 +- 0.0068
 271   371     2890       75    0.1284 +- 0.0071   0.1298 +- 0.0072
 272   452     3156       40    0.1432 +- 0.0072   0.1440 +- 0.0072
 273   407     2685       42    0.1516 +- 0.0081   0.1526 +- 0.0081
 274   410     2632       30    0.1558 +- 0.0083   0.1565 +- 0.0083
 275   423     2895       23    0.1461 +- 0.0076   0.1466 +- 0.0076
 276   402     2779       43    0.1447 +- 0.0077   0.1456 +- 0.0078
 277   430     3018       46    0.1425 +- 0.0073   0.1434 +- 0.0074
 278   464     3000       29    0.1547 +- 0.0077   0.1553 +- 0.0078
 279   464     3025       27    0.1534 +- 0.0076   0.1540 +- 0.0077
 280   469     3306       31    0.1419 +- 0.0070   0.1424 +- 0.0070
 281   400     2929       25    0.1366 +- 0.0073   0.1371 +- 0.0073
 282   352     2543       27    0.1384 +- 0.0079   0.1391 +- 0.0079
 283   310     2343       19    0.1323 +- 0.0080   0.1328 +- 0.0080
 284   367     2647       20    0.1386 +- 0.0077   0.1391 +- 0.0078
 285   537     3338       26    0.1609 +- 0.0075   0.1614 +- 0.0075
 286   606     3527       39    0.1718 +- 0.0076   0.1726 +- 0.0076
 287   650     3634       42    0.1789 +- 0.0076   0.1798 +- 0.0077
 288   881     4411       49    0.1997 +- 0.0074   0.2007 +- 0.0074
 289   581     2710       21    0.2144 +- 0.0098   0.2151 +- 0.0098
 290  1435     5880       54    0.2440 +- 0.0072   0.2450 +- 0.0072
 291   994     4053       39    0.2453 +- 0.0087   0.2463 +- 0.0087
 292  1496     5535       54    0.2703 +- 0.0079   0.2714 +- 0.0079
 293  1661     6840       79    0.2428 +- 0.0066   0.2441 +- 0.0067
 294  1857     7481       82    0.2482 +- 0.0064   0.2494 +- 0.0065
 295  1832     7142       68    0.2565 +- 0.0067   0.2576 +- 0.0068
 296  1926     7622       58    0.2527 +- 0.0064   0.2535 +- 0.0065
 297  1779     7340       76    0.2424 +- 0.0064   0.2435 +- 0.0064
 298  1878     7314       69    0.2568 +- 0.0066   0.2578 +- 0.0067
 299  2109     7743       49    0.2724 +- 0.0067   0.2731 +- 0.0067
 300  1960     7823       55    0.2505 +- 0.0063   0.2513 +- 0.0064
 301  1819     7945       48    0.2289 +- 0.0060   0.2296 +- 0.0060
 302  1659     7445       42    0.2228 +- 0.0060   0.2234 +- 0.0061
 303  1741     7354       59    0.2367 +- 0.0063   0.2376 +- 0.0063
 304  1699     7454       78    0.2279 +- 0.0061   0.2290 +- 0.0062
 305  1638     7671       64    0.2135 +- 0.0058   0.2143 +- 0.0058
 306  1551     7959       74    0.1949 +- 0.0054   0.1957 +- 0.0054
 307  1716     7956       96    0.2157 +- 0.0057   0.2168 +- 0.0058
 308   382     6043      454    0.0632 +- 0.0033   0.0653 +- 0.0035
 309  1375     8211       53    0.1675 +- 0.0049   0.1679 +- 0.0049
 310  1508     8069       61    0.1869 +- 0.0052   0.1875 +- 0.0053
 311  1471     7525       63    0.1955 +- 0.0056   0.1962 +- 0.0056
 312  1457     7848       61    0.1857 +- 0.0053   0.1863 +- 0.0053
 313  1424     7951       56    0.1791 +- 0.0052   0.1796 +- 0.0052
 314  1391     7588       45    0.1833 +- 0.0053   0.1838 +- 0.0054
 315  1347     7662       67    0.1758 +- 0.0052   0.1765 +- 0.0052
 316  1232     7806       52    0.1578 +- 0.0048   0.1583 +- 0.0049
 317  1275     8053       44    0.1583 +- 0.0048   0.1587 +- 0.0048
 318  1385     8228       45    0.1683 +- 0.0049   0.1687 +- 0.0049
 319  1242     7972       44    0.1558 +- 0.0048   0.1562 +- 0.0048
 320  1348     8315       45    0.1621 +- 0.0048   0.1625 +- 0.0048
 321  1284     8674       48    0.1480 +- 0.0044   0.1484 +- 0.0044
 322  1227     8768       58    0.1399 +- 0.0043   0.1403 +- 0.0043
 323   863     5989       32    0.1441 +- 0.0052   0.1444 +- 0.0053
 324   694     5101       31    0.1361 +- 0.0055   0.1364 +- 0.0055
 325  1162     8335       43    0.1394 +- 0.0044   0.1397 +- 0.0044
 326  1065     8092       46    0.1316 +- 0.0043   0.1319 +- 0.0043
 327  1225     8787       55    0.1394 +- 0.0043   0.1398 +- 0.0043
 328  1171     9571       61    0.1223 +- 0.0038   0.1227 +- 0.0038
 329  1169     9570       74    0.1222 +- 0.0038   0.1226 +- 0.0038
 330   960     9478       65    0.1013 +- 0.0034   0.1016 +- 0.0034
 331   968     9668       30    0.1001 +- 0.0034   0.1003 +- 0.0034
 332   933     8951       38    0.1042 +- 0.0036   0.1044 +- 0.0036
 333   911     8861       52    0.1028 +- 0.0036   0.1031 +- 0.0036
 334  1299    11515       77    0.1128 +- 0.0033   0.1131 +- 0.0033
 335  1308    11348       47    0.1153 +- 0.0034   0.1155 +- 0.0034
 336  1412    11177       51    0.1263 +- 0.0036   0.1266 +- 0.0036
 337     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 338     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 339     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 340     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 341     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 342     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 343     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 344     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 345     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 346     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 347     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 348     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 349     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 350     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 351     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000

Mean tagging efficiency  0.1617 +-  0.0009
	                       0.1592 +-  0.0009 without background subtraction

