 Tagging efficiency calculation
 J.R.M.Annand 2008.10.02
Clock = 1.89298e+09   Inhib.Clock = 8.44444e+08   Live = 0.446092
Backgr.clock = 1.18031e+09    Backgr.Inhib.clock = 3.36296e+08  Live = 0.284922
Background scale factor =  2.51101

  Chan  Hits  Scaler Background     TaggEff        TaggEff(back-sub)
  38   920     3183       30    0.2890 +- 0.0108   0.2960 +- 0.0112
  39   109      474       13    0.2300 +- 0.0244   0.2470 +- 0.0271
  40    84      384       14    0.2188 +- 0.0263   0.2408 +- 0.0303
  41   919     3040       33    0.3023 +- 0.0114   0.3108 +- 0.0119
  42   842     3033       38    0.2776 +- 0.0108   0.2866 +- 0.0113
  43   859     3096       30    0.2775 +- 0.0107   0.2844 +- 0.0111
  44   868     3248       47    0.2672 +- 0.0102   0.2773 +- 0.0108
  45   919     3218       41    0.2856 +- 0.0107   0.2950 +- 0.0112
  46   859     3053       33    0.2814 +- 0.0109   0.2892 +- 0.0113
  47   930     3239       37    0.2871 +- 0.0107   0.2956 +- 0.0112
  48   868     2949       36    0.2943 +- 0.0114   0.3036 +- 0.0119
  49   872     3422       41    0.2548 +- 0.0097   0.2627 +- 0.0101
  50   774     3018       34    0.2565 +- 0.0103   0.2639 +- 0.0108
  51   971     3220       31    0.3016 +- 0.0110   0.3090 +- 0.0115
  52   311     1296       17    0.2400 +- 0.0152   0.2481 +- 0.0159
  53   385     1549       21    0.2485 +- 0.0142   0.2573 +- 0.0149
  54   951     3249       32    0.2927 +- 0.0108   0.3001 +- 0.0112
  55   919     3170       35    0.2899 +- 0.0109   0.2982 +- 0.0113
  56   881     3256       31    0.2706 +- 0.0103   0.2772 +- 0.0107
  57   918     3261       37    0.2815 +- 0.0105   0.2898 +- 0.0110
  58   866     3014       32    0.2873 +- 0.0111   0.2952 +- 0.0115
  59   903     3026       36    0.2984 +- 0.0113   0.3076 +- 0.0119
  60   431     1709       31    0.2522 +- 0.0136   0.2642 +- 0.0146
  61   486     1761       22    0.2760 +- 0.0141   0.2849 +- 0.0148
  62   922     3175       32    0.2904 +- 0.0109   0.2979 +- 0.0113
  63   893     3224       38    0.2770 +- 0.0105   0.2854 +- 0.0110
  64   965     3641       40    0.2650 +- 0.0096   0.2726 +- 0.0100
  65  1020     3619       43    0.2818 +- 0.0100   0.2905 +- 0.0105
  66   939     3411       37    0.2753 +- 0.0101   0.2830 +- 0.0106
  67   915     3448       35    0.2654 +- 0.0099   0.2723 +- 0.0103
  68   957     3614       43    0.2648 +- 0.0096   0.2730 +- 0.0101
  69  1027     3434       34    0.2991 +- 0.0106   0.3067 +- 0.0111
  70   665     2184       17    0.3045 +- 0.0135   0.3106 +- 0.0139
  71   721     2446       27    0.2948 +- 0.0125   0.3032 +- 0.0130
  72  1034     3476       43    0.2975 +- 0.0105   0.3070 +- 0.0111
  73  1121     3777       48    0.2968 +- 0.0101   0.3066 +- 0.0106
  74  1071     3694       37    0.2899 +- 0.0101   0.2974 +- 0.0105
  75   978     3274       33    0.2987 +- 0.0109   0.3065 +- 0.0113
  76  1105     3590       33    0.3078 +- 0.0106   0.3151 +- 0.0110
  77  1335     4002       33    0.3336 +- 0.0105   0.3406 +- 0.0109
  78  1404     4202       40    0.3341 +- 0.0103   0.3423 +- 0.0107
  79  1358     4016       52    0.3381 +- 0.0106   0.3495 +- 0.0112
  80  1428     4224       32    0.3381 +- 0.0103   0.3446 +- 0.0107
  81  1311     4048       40    0.3239 +- 0.0103   0.3321 +- 0.0107
  82  1306     4014       40    0.3254 +- 0.0104   0.3337 +- 0.0108
  83  1421     4314       40    0.3294 +- 0.0101   0.3372 +- 0.0105
  84  1494     4475       40    0.3339 +- 0.0100   0.3415 +- 0.0103
  85  1340     3984       28    0.3363 +- 0.0106   0.3424 +- 0.0109
  86  1338     3824       22    0.3499 +- 0.0111   0.3550 +- 0.0114
  87  1415     4326       37    0.3271 +- 0.0100   0.3343 +- 0.0104
  88  1381     4302       39    0.3210 +- 0.0099   0.3285 +- 0.0103
  89  1378     4096       37    0.3364 +- 0.0105   0.3442 +- 0.0109
  90  1483     4375       32    0.3390 +- 0.0102   0.3453 +- 0.0105
  91  1498     4451       35    0.3366 +- 0.0101   0.3433 +- 0.0104
  92  1433     4544       31    0.3154 +- 0.0096   0.3209 +- 0.0098
  93  1472     4537       52    0.3244 +- 0.0097   0.3341 +- 0.0102
  94  1446     4638       40    0.3118 +- 0.0094   0.3187 +- 0.0097
  95  1546     4697       42    0.3291 +- 0.0097   0.3367 +- 0.0100
  96  1539     4601       58    0.3345 +- 0.0098   0.3454 +- 0.0104
  97  1026     3198       34    0.3208 +- 0.0115   0.3296 +- 0.0120
  98  1462     4595       48    0.3182 +- 0.0096   0.3267 +- 0.0100
  99  1511     4712       44    0.3207 +- 0.0095   0.3284 +- 0.0098
 100  1331     4594       51    0.2897 +- 0.0090   0.2980 +- 0.0094
 101  1317     4367       35    0.3016 +- 0.0095   0.3078 +- 0.0098
 102  1402     4569       47    0.3069 +- 0.0094   0.3150 +- 0.0098
 103  1406     4724       52    0.2976 +- 0.0090   0.3061 +- 0.0094
 104  1282     4129       37    0.3105 +- 0.0099   0.3176 +- 0.0103
 105  1447     4579       38    0.3160 +- 0.0095   0.3227 +- 0.0098
 106  1304     3901       39    0.3343 +- 0.0107   0.3429 +- 0.0111
 107  1502     4835       47    0.3107 +- 0.0092   0.3184 +- 0.0095
 108  1498     4901       38    0.3057 +- 0.0090   0.3117 +- 0.0093
 109  1516     4997       27    0.3034 +- 0.0089   0.3076 +- 0.0091
 110  1507     4948       48    0.3046 +- 0.0090   0.3122 +- 0.0093
 111  1519     5029       49    0.3020 +- 0.0088   0.3096 +- 0.0092
 112  1428     4881       40    0.2926 +- 0.0088   0.2987 +- 0.0091
 113  1449     4928       51    0.2940 +- 0.0088   0.3019 +- 0.0091
 114  1466     4737       51    0.3095 +- 0.0092   0.3181 +- 0.0096
 115  1442     4871       52    0.2960 +- 0.0089   0.3042 +- 0.0093
 116  1367     4711       36    0.2902 +- 0.0089   0.2958 +- 0.0092
 117  1419     4712       41    0.3011 +- 0.0091   0.3079 +- 0.0094
 118  1260     4350       27    0.2897 +- 0.0093   0.2942 +- 0.0095
 119  1208     4327       32    0.2792 +- 0.0091   0.2845 +- 0.0093
 120  1260     4450       37    0.2831 +- 0.0090   0.2892 +- 0.0093
 121  1566     5423       46    0.2888 +- 0.0083   0.2951 +- 0.0086
 122  1434     5290       49    0.2711 +- 0.0081   0.2775 +- 0.0084
 123  1490     5348       51    0.2786 +- 0.0082   0.2854 +- 0.0085
 124  1421     5124       40    0.2773 +- 0.0083   0.2829 +- 0.0086
 125  1386     5054       39    0.2742 +- 0.0083   0.2797 +- 0.0086
 126  1482     5236       45    0.2830 +- 0.0083   0.2893 +- 0.0086
 127  1396     4842       39    0.2883 +- 0.0088   0.2943 +- 0.0090
 128  1523     5144       65    0.2961 +- 0.0086   0.3058 +- 0.0091
 129  1442     5354       55    0.2693 +- 0.0080   0.2765 +- 0.0083
 130  1412     5211       49    0.2710 +- 0.0081   0.2775 +- 0.0084
 131  1417     5234       53    0.2707 +- 0.0081   0.2778 +- 0.0084
 132  1343     5323       56    0.2523 +- 0.0077   0.2591 +- 0.0080
 133  1487     5481       43    0.2713 +- 0.0079   0.2768 +- 0.0082
 134  1434     5534       49    0.2591 +- 0.0077   0.2650 +- 0.0079
 135  1532     5719       62    0.2679 +- 0.0077   0.2754 +- 0.0080
 136  1597     5617       40    0.2843 +- 0.0081   0.2895 +- 0.0083
 137  1496     5445       47    0.2747 +- 0.0080   0.2808 +- 0.0083
 138  1477     5574       70    0.2650 +- 0.0078   0.2736 +- 0.0081
 139  1495     5400       45    0.2769 +- 0.0081   0.2828 +- 0.0084
 140  1068     4206       27    0.2539 +- 0.0087   0.2581 +- 0.0089
 141   993     3903       26    0.2544 +- 0.0090   0.2587 +- 0.0093
 142  1549     5605       44    0.2764 +- 0.0079   0.2819 +- 0.0082
 143  1492     6027       52    0.2476 +- 0.0072   0.2530 +- 0.0074
 144  1455     5644       44    0.2578 +- 0.0076   0.2629 +- 0.0078
 145  1519     5616       49    0.2705 +- 0.0078   0.2765 +- 0.0081
 146  1317     5408       48    0.2435 +- 0.0075   0.2491 +- 0.0077
 147  1553     5887       47    0.2638 +- 0.0075   0.2692 +- 0.0078
 148  1555     5810       42    0.2676 +- 0.0076   0.2726 +- 0.0079
 149  1525     5934       54    0.2570 +- 0.0074   0.2630 +- 0.0076
 150  1595     6079       51    0.2624 +- 0.0074   0.2680 +- 0.0076
 151  1555     5906       48    0.2633 +- 0.0075   0.2688 +- 0.0077
 152  1506     5855       49    0.2572 +- 0.0074   0.2627 +- 0.0077
 153  1471     8055       65    0.1826 +- 0.0052   0.1864 +- 0.0053
 154  1535     5945       37    0.2582 +- 0.0074   0.2623 +- 0.0076
 155  1547     5953       39    0.2599 +- 0.0074   0.2642 +- 0.0076
 156  1530     6125       51    0.2498 +- 0.0071   0.2551 +- 0.0074
 157  1594     6227       43    0.2560 +- 0.0072   0.2605 +- 0.0074
 158  1545     6134       41    0.2519 +- 0.0072   0.2562 +- 0.0073
 159  1634     6162       38    0.2652 +- 0.0074   0.2693 +- 0.0076
 160  1668     6704       45    0.2488 +- 0.0068   0.2531 +- 0.0070
 161  1168     6868       46    0.1701 +- 0.0054   0.1730 +- 0.0055
 162  1666     8349       56    0.1995 +- 0.0054   0.2030 +- 0.0055
 163  1335     4961       38    0.2691 +- 0.0083   0.2744 +- 0.0085
 164  1735     6520       49    0.2661 +- 0.0072   0.2712 +- 0.0074
 165  1673     6770       60    0.2471 +- 0.0067   0.2527 +- 0.0070
 166  1191     4980       48    0.2392 +- 0.0077   0.2451 +- 0.0080
 167  1325     5007       31    0.2646 +- 0.0082   0.2688 +- 0.0084
 168  1692     6671       45    0.2536 +- 0.0069   0.2580 +- 0.0071
 169  1614     6539       50    0.2468 +- 0.0069   0.2517 +- 0.0071
 170  1627     6481       44    0.2510 +- 0.0070   0.2554 +- 0.0071
 171  1656     6414       36    0.2582 +- 0.0071   0.2619 +- 0.0073
 172  1757     6619       37    0.2654 +- 0.0071   0.2692 +- 0.0073
 173  1301     5615       28    0.2317 +- 0.0071   0.2346 +- 0.0073
 174  1255     5549       30    0.2262 +- 0.0071   0.2293 +- 0.0072
 175  1535     6510       37    0.2358 +- 0.0067   0.2392 +- 0.0068
 176  1624     7127       47    0.2279 +- 0.0063   0.2317 +- 0.0064
 177  1693     6899       49    0.2454 +- 0.0067   0.2499 +- 0.0068
 178  1841     6952       56    0.2648 +- 0.0069   0.2703 +- 0.0072
 179  1817     7246       43    0.2508 +- 0.0066   0.2546 +- 0.0067
 180  1969     7309       55    0.2694 +- 0.0068   0.2746 +- 0.0070
 181  1680     6546       47    0.2566 +- 0.0070   0.2614 +- 0.0072
 182  1786     8153       60    0.2191 +- 0.0057   0.2232 +- 0.0059
 183  1459     7153       52    0.2040 +- 0.0059   0.2078 +- 0.0060
 184  1862     7633       51    0.2439 +- 0.0063   0.2481 +- 0.0065
 185  1913     7726       60    0.2476 +- 0.0063   0.2525 +- 0.0065
 186  1940     7955       65    0.2439 +- 0.0062   0.2490 +- 0.0064
 187  1806     7741       66    0.2333 +- 0.0061   0.2384 +- 0.0063
 188  1874     8148       76    0.2300 +- 0.0059   0.2355 +- 0.0061
 189  1808     7597       71    0.2380 +- 0.0062   0.2437 +- 0.0064
 190  1897     7937       48    0.2390 +- 0.0061   0.2427 +- 0.0062
 191  1926     7662       55    0.2514 +- 0.0064   0.2560 +- 0.0066
 192  1940     7729       52    0.2510 +- 0.0064   0.2553 +- 0.0065
 193  1877     7754       44    0.2421 +- 0.0062   0.2456 +- 0.0064
 194  1850     7923       54    0.2335 +- 0.0060   0.2376 +- 0.0062
 195  1980     8007       54    0.2473 +- 0.0062   0.2515 +- 0.0064
 196  2149     7937       58    0.2708 +- 0.0066   0.2758 +- 0.0068
 197  1968     7353       51    0.2676 +- 0.0068   0.2724 +- 0.0070
 198  2020     7507       48    0.2691 +- 0.0067   0.2735 +- 0.0069
 199  1239     5039       26    0.2459 +- 0.0078   0.2491 +- 0.0079
 200  1915     7654       46    0.2502 +- 0.0064   0.2540 +- 0.0065
 201  1889     7307       48    0.2585 +- 0.0067   0.2629 +- 0.0068
 202  1395     8143       60    0.1713 +- 0.0050   0.1745 +- 0.0051
 203   599    12280     2518    0.0488 +- 0.0020   0.1005 +- 0.0050
 204  1026     8486      531    0.1209 +- 0.0040   0.1434 +- 0.0050
 205  1628     9096       76    0.1790 +- 0.0048   0.1828 +- 0.0050
 206  2315     9206       68    0.2515 +- 0.0058   0.2562 +- 0.0060
 207  2319     9199       72    0.2521 +- 0.0059   0.2571 +- 0.0060
 208  2412     9412       60    0.2563 +- 0.0058   0.2604 +- 0.0060
 209  2215     8874       65    0.2496 +- 0.0059   0.2543 +- 0.0061
 210  2347     9784       69    0.2399 +- 0.0055   0.2442 +- 0.0057
 211  2189     9152       48    0.2392 +- 0.0057   0.2424 +- 0.0058
 212  2313     9418       74    0.2456 +- 0.0057   0.2505 +- 0.0059
 213  2567     9676       79    0.2653 +- 0.0059   0.2708 +- 0.0061
 214  2307     8756       62    0.2635 +- 0.0062   0.2682 +- 0.0063
 215  2406     9439       50    0.2549 +- 0.0058   0.2583 +- 0.0059
 216  2468     9049       62    0.2727 +- 0.0062   0.2775 +- 0.0064
 217  2311     8338       60    0.2772 +- 0.0065   0.2823 +- 0.0067
 218  2563     9838       65    0.2605 +- 0.0058   0.2649 +- 0.0059
 219  2491    10154       52    0.2453 +- 0.0055   0.2485 +- 0.0056
 220  2002     8812       48    0.2272 +- 0.0056   0.2303 +- 0.0057
 221  2251     9436       65    0.2386 +- 0.0056   0.2428 +- 0.0057
 222  2498    10182       60    0.2453 +- 0.0055   0.2490 +- 0.0056
 223  2662    10631       53    0.2504 +- 0.0054   0.2536 +- 0.0055
 224  2508    10657       77    0.2353 +- 0.0052   0.2397 +- 0.0054
 225  2634    11555       81    0.2280 +- 0.0049   0.2320 +- 0.0050
 226  2311     9605       60    0.2406 +- 0.0056   0.2444 +- 0.0057
 227  2510     9562       45    0.2625 +- 0.0059   0.2656 +- 0.0060
 228  2801    11155       56    0.2511 +- 0.0053   0.2543 +- 0.0054
 229  2782    11279       60    0.2467 +- 0.0052   0.2500 +- 0.0053
 230  2979    11328       62    0.2630 +- 0.0054   0.2666 +- 0.0055
 231  2958    11470       70    0.2579 +- 0.0053   0.2619 +- 0.0054
 232  2938    11623       89    0.2528 +- 0.0052   0.2577 +- 0.0054
 233  2912    11748       76    0.2479 +- 0.0051   0.2520 +- 0.0053
 234  2898    11528       56    0.2514 +- 0.0052   0.2545 +- 0.0053
 235  2964    11727       67    0.2528 +- 0.0052   0.2564 +- 0.0053
 236  3255    12777       75    0.2548 +- 0.0050   0.2586 +- 0.0051
 237  3331    12959       55    0.2570 +- 0.0050   0.2598 +- 0.0051
 238  3749    12552       65    0.2987 +- 0.0056   0.3026 +- 0.0057
 239  3639    11504       69    0.3163 +- 0.0060   0.3212 +- 0.0062
 240  3671    12449       66    0.2949 +- 0.0055   0.2989 +- 0.0057
 241  3858    13482       68    0.2862 +- 0.0052   0.2898 +- 0.0053
 242  3752    13811       75    0.2717 +- 0.0050   0.2754 +- 0.0051
 243  3911    13795       78    0.2835 +- 0.0051   0.2876 +- 0.0052
 244  4011    13710       84    0.2926 +- 0.0053   0.2971 +- 0.0054
 245  4111    13736       75    0.2993 +- 0.0053   0.3034 +- 0.0054
 246  3963    13963       88    0.2838 +- 0.0051   0.2884 +- 0.0052
 247  3728    14034       77    0.2656 +- 0.0049   0.2694 +- 0.0050
 248  3871    14298       80    0.2707 +- 0.0049   0.2746 +- 0.0050
 249  3916    13880       74    0.2821 +- 0.0051   0.2860 +- 0.0052
 250  3487    12889       71    0.2705 +- 0.0052   0.2743 +- 0.0053
 251  3445    12137       57    0.2838 +- 0.0055   0.2872 +- 0.0056
 252  3666    13447       76    0.2726 +- 0.0051   0.2766 +- 0.0052
 253  3795    14327       71    0.2649 +- 0.0048   0.2682 +- 0.0049
 254  4056    15559       83    0.2607 +- 0.0046   0.2642 +- 0.0047
 255  4053    16274       87    0.2490 +- 0.0044   0.2524 +- 0.0045
 256  3753    15567       82    0.2411 +- 0.0044   0.2443 +- 0.0045
 257  3514    16095       94    0.2183 +- 0.0041   0.2216 +- 0.0042
 258  3703    16656       96    0.2223 +- 0.0040   0.2256 +- 0.0041
 259  4009    16436      109    0.2439 +- 0.0043   0.2480 +- 0.0044
 260  4675    17341       94    0.2696 +- 0.0044   0.2733 +- 0.0045
 261  1122     4868       39    0.2305 +- 0.0076   0.2352 +- 0.0079
 262  4792    16713       93    0.2867 +- 0.0047   0.2908 +- 0.0048
 263  4476    15014       85    0.2981 +- 0.0051   0.3024 +- 0.0052
 264  1886     7378       39    0.2556 +- 0.0066   0.2591 +- 0.0067
 265  1465     5972       28    0.2453 +- 0.0072   0.2482 +- 0.0073
 266  4396    15211       77    0.2890 +- 0.0049   0.2927 +- 0.0050
 267  3306    14351       86    0.2304 +- 0.0044   0.2339 +- 0.0045
 268  3734    17028      235    0.2193 +- 0.0040   0.2272 +- 0.0042
 269  3017    16033      243    0.1882 +- 0.0037   0.1956 +- 0.0039
 270  4251    19285      107    0.2204 +- 0.0037   0.2235 +- 0.0038
 271  4078    18330      122    0.2225 +- 0.0039   0.2263 +- 0.0039
 272  4733    20422      108    0.2318 +- 0.0037   0.2349 +- 0.0038
 273  4484    17342       93    0.2586 +- 0.0043   0.2621 +- 0.0044
 274  4736    16903      101    0.2802 +- 0.0046   0.2845 +- 0.0047
 275  4600    17986       96    0.2558 +- 0.0042   0.2592 +- 0.0043
 276  4202    17769      106    0.2365 +- 0.0041   0.2401 +- 0.0041
 277  4603    19314      105    0.2383 +- 0.0039   0.2416 +- 0.0040
 278  4964    19000      106    0.2613 +- 0.0042   0.2650 +- 0.0043
 279  4912    18639       98    0.2635 +- 0.0042   0.2671 +- 0.0043
 280  5192    21118      124    0.2459 +- 0.0038   0.2495 +- 0.0039
 281  4614    18949      115    0.2435 +- 0.0040   0.2473 +- 0.0041
 282  4769    17590      109    0.2711 +- 0.0044   0.2754 +- 0.0045
 283  4336    16075       96    0.2697 +- 0.0046   0.2738 +- 0.0047
 284  5377    17978      106    0.2991 +- 0.0046   0.3036 +- 0.0048
 285  8354    24580       87    0.3399 +- 0.0043   0.3429 +- 0.0044
 286 10971    28038      140    0.3913 +- 0.0044   0.3963 +- 0.0045
 287 12845    30234      146    0.4249 +- 0.0045   0.4301 +- 0.0046
 288 17509    35979      142    0.4866 +- 0.0045   0.4915 +- 0.0046
 289 10613    21794       87    0.4870 +- 0.0058   0.4919 +- 0.0059
 290 21666    43581      197    0.4971 +- 0.0041   0.5029 +- 0.0042
 291 13569    28982      130    0.4682 +- 0.0049   0.4735 +- 0.0050
 292 17801    35733      174    0.4982 +- 0.0046   0.5043 +- 0.0047
 293 18885    42768      184    0.4416 +- 0.0039   0.4464 +- 0.0039
 294 18176    43659      212    0.4163 +- 0.0037   0.4215 +- 0.0038
 295 16633    40149      200    0.4143 +- 0.0038   0.4195 +- 0.0039
 296 16813    42280      192    0.3977 +- 0.0036   0.4022 +- 0.0037
 297 16153    41196      187    0.3921 +- 0.0036   0.3966 +- 0.0037
 298 16597    40640      195    0.4084 +- 0.0038   0.4134 +- 0.0038
 299 18064    42849      180    0.4216 +- 0.0037   0.4261 +- 0.0038
 300 16942    42995      178    0.3940 +- 0.0036   0.3982 +- 0.0036
 301 15635    43847      175    0.3566 +- 0.0033   0.3602 +- 0.0034
 302 14550    42208      180    0.3447 +- 0.0033   0.3485 +- 0.0034
 303 15440    42743      181    0.3612 +- 0.0034   0.3651 +- 0.0035
 304 15316    42794      237    0.3579 +- 0.0034   0.3629 +- 0.0034
 305 14198    43731      193    0.3247 +- 0.0031   0.3283 +- 0.0032
 306 13762    45227      202    0.3043 +- 0.0030   0.3077 +- 0.0030
 307 15640    44989      231    0.3476 +- 0.0032   0.3522 +- 0.0033
 308  3218    35592      501    0.0904 +- 0.0017   0.0937 +- 0.0017
 309 11960    46678      217    0.2562 +- 0.0026   0.2592 +- 0.0027
 310 13494    46503      187    0.2902 +- 0.0028   0.2931 +- 0.0029
 311 13336    43785      185    0.3046 +- 0.0030   0.3078 +- 0.0031
 312 13329    45766      197    0.2912 +- 0.0029   0.2944 +- 0.0029
 313 12411    46320      196    0.2679 +- 0.0027   0.2708 +- 0.0028
 314 12377    44391      182    0.2788 +- 0.0028   0.2817 +- 0.0029
 315 12577    45197      227    0.2783 +- 0.0028   0.2818 +- 0.0029
 316 11817    45858      210    0.2577 +- 0.0027   0.2607 +- 0.0027
 317 11796    47966      197    0.2459 +- 0.0025   0.2485 +- 0.0026
 318 12364    48713      223    0.2538 +- 0.0026   0.2568 +- 0.0026
 319 12052    46399      186    0.2597 +- 0.0027   0.2624 +- 0.0027
 320 13105    50459      241    0.2597 +- 0.0025   0.2629 +- 0.0026
 321 12789    51894      206    0.2464 +- 0.0024   0.2489 +- 0.0025
 322 12626    52456      219    0.2407 +- 0.0024   0.2432 +- 0.0024
 323  8295    36957      160    0.2245 +- 0.0027   0.2269 +- 0.0028
 324  7433    32314      155    0.2300 +- 0.0030   0.2328 +- 0.0030
 325 11535    49017      181    0.2353 +- 0.0024   0.2375 +- 0.0025
 326 10843    48370      200    0.2242 +- 0.0024   0.2265 +- 0.0024
 327 12082    53708      241    0.2250 +- 0.0023   0.2275 +- 0.0023
 328 12449    57757      258    0.2155 +- 0.0021   0.2180 +- 0.0022
 329 11933    57336      239    0.2081 +- 0.0021   0.2103 +- 0.0021
 330 11086    58347      224    0.1900 +- 0.0020   0.1919 +- 0.0020
 331 10159    58635      235    0.1733 +- 0.0019   0.1750 +- 0.0019
 332  9445    53406      235    0.1769 +- 0.0020   0.1788 +- 0.0020
 333  9771    54198      240    0.1803 +- 0.0020   0.1823 +- 0.0020
 334 13439    70026      302    0.1919 +- 0.0018   0.1940 +- 0.0018
 335 13173    68495      273    0.1923 +- 0.0018   0.1943 +- 0.0019
 336 15304    68039      245    0.2249 +- 0.0020   0.2270 +- 0.0020
 337     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 338     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 339     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 340     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 341     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 342     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 343     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 344     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 345     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 346     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 347     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 348     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 349     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 350     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 351     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000

Mean tagging efficiency  0.2853 +-  0.0005
	                       0.2790 +-  0.0005 without background subtraction

