 Tagging efficiency calculation
 J.R.M.Annand 2008.10.02
Clock = 7.65413e+08   Inhib.Clock = 3.30859e+08   Live = 0.432262
Backgr.clock = 5.63181e+08    Backgr.Inhib.clock = 1.91921e+08  Live = 0.340781
Background scale factor =  1.72393

  Chan  Hits  Scaler Background     TaggEff        TaggEff(back-sub)
 138   358     2215       17    0.1616 +- 0.0092   0.1638 +- 0.0094
 139   335     2110       21    0.1588 +- 0.0093   0.1615 +- 0.0095
 140   230     1634        9    0.1408 +- 0.0099   0.1421 +- 0.0100
 141   223     1532       10    0.1456 +- 0.0104   0.1472 +- 0.0106
 142   341     2221       16    0.1535 +- 0.0089   0.1555 +- 0.0091
 143   297     2418       17    0.1228 +- 0.0076   0.1243 +- 0.0077
 144   309     2280       15    0.1355 +- 0.0082   0.1371 +- 0.0083
 145   323     2205       18    0.1465 +- 0.0087   0.1486 +- 0.0089
 146   285     2111       13    0.1350 +- 0.0085   0.1365 +- 0.0086
 147   301     2274       12    0.1324 +- 0.0081   0.1336 +- 0.0082
 148   351     2258       15    0.1554 +- 0.0089   0.1572 +- 0.0090
 149   320     2352       12    0.1361 +- 0.0081   0.1373 +- 0.0082
 150   326     2323       13    0.1403 +- 0.0083   0.1417 +- 0.0084
 151   345     2323       16    0.1485 +- 0.0086   0.1503 +- 0.0087
 152   304     2422       17    0.1255 +- 0.0076   0.1271 +- 0.0078
 153   322     3192       22    0.1009 +- 0.0059   0.1021 +- 0.0060
 154   312     2233       19    0.1397 +- 0.0084   0.1418 +- 0.0086
 155   320     2381        6    0.1344 +- 0.0080   0.1350 +- 0.0080
 156   309     2422       14    0.1276 +- 0.0077   0.1289 +- 0.0078
 157   310     2460       18    0.1260 +- 0.0076   0.1276 +- 0.0077
 158   351     2453       22    0.1431 +- 0.0082   0.1453 +- 0.0083
 159   318     2394       11    0.1328 +- 0.0079   0.1339 +- 0.0080
 160   339     2612       11    0.1298 +- 0.0075   0.1307 +- 0.0076
 161   236     2687       23    0.0878 +- 0.0060   0.0891 +- 0.0061
 162   379     3354       14    0.1130 +- 0.0061   0.1138 +- 0.0062
 163   260     1886       14    0.1379 +- 0.0091   0.1396 +- 0.0093
 164   388     2583       14    0.1502 +- 0.0082   0.1516 +- 0.0083
 165   378     2618        9    0.1444 +- 0.0079   0.1452 +- 0.0080
 166   245     1953       11    0.1254 +- 0.0085   0.1267 +- 0.0086
 167   245     1928       20    0.1271 +- 0.0086   0.1294 +- 0.0088
 168   369     2631       14    0.1403 +- 0.0078   0.1415 +- 0.0079
 169   346     2639       15    0.1311 +- 0.0075   0.1324 +- 0.0076
 170   333     2603       13    0.1279 +- 0.0074   0.1290 +- 0.0075
 171   340     2536        9    0.1341 +- 0.0077   0.1349 +- 0.0078
 172   349     2536       10    0.1376 +- 0.0079   0.1386 +- 0.0079
 173   296     2363       15    0.1253 +- 0.0077   0.1267 +- 0.0078
 174   273     2215       11    0.1233 +- 0.0079   0.1243 +- 0.0080
 175   314     2546        7    0.1233 +- 0.0074   0.1239 +- 0.0074
 176   378     2850       12    0.1326 +- 0.0073   0.1336 +- 0.0073
 177   409     2632       14    0.1554 +- 0.0083   0.1568 +- 0.0084
 178   404     2679       23    0.1508 +- 0.0080   0.1531 +- 0.0082
 179   392     2896       17    0.1354 +- 0.0073   0.1367 +- 0.0074
 180   392     2782       13    0.1409 +- 0.0076   0.1421 +- 0.0077
 181   354     2687       18    0.1317 +- 0.0074   0.1333 +- 0.0076
 182   396     3234       23    0.1224 +- 0.0065   0.1240 +- 0.0066
 183   348     2851       17    0.1221 +- 0.0069   0.1233 +- 0.0070
 184   434     3041       14    0.1427 +- 0.0073   0.1439 +- 0.0074
 185   418     3018       21    0.1385 +- 0.0072   0.1402 +- 0.0073
 186   426     3126       17    0.1363 +- 0.0070   0.1376 +- 0.0071
 187   449     3072       12    0.1462 +- 0.0074   0.1471 +- 0.0074
 188     0     3081       24    0.0000 +- 0.0000   0.0000 +- 0.0000
 189   452     2947       19    0.1534 +- 0.0077   0.1551 +- 0.0079
 190   368     3072       17    0.1198 +- 0.0066   0.1209 +- 0.0067
 191   440     2977       19    0.1478 +- 0.0075   0.1494 +- 0.0077
 192   425     2974       22    0.1429 +- 0.0074   0.1448 +- 0.0075
 193   370     3002        8    0.1233 +- 0.0068   0.1238 +- 0.0068
 194   386     3056       11    0.1263 +- 0.0068   0.1271 +- 0.0069
 195   463     3209       17    0.1443 +- 0.0072   0.1456 +- 0.0073
 196   466     3120       17    0.1494 +- 0.0074   0.1508 +- 0.0075
 197   422     2830        8    0.1491 +- 0.0078   0.1498 +- 0.0078
 198   418     2917       10    0.1433 +- 0.0075   0.1441 +- 0.0075
 199   266     1982       11    0.1342 +- 0.0088   0.1355 +- 0.0089
 200   431     3063       11    0.1407 +- 0.0072   0.1416 +- 0.0073
 201   377     2844       13    0.1326 +- 0.0073   0.1336 +- 0.0073
 202   283     3314       25    0.0854 +- 0.0053   0.0865 +- 0.0054
 203   109     4759     1404    0.0229 +- 0.0022   0.0466 +- 0.0048
 204   186     3207      224    0.0580 +- 0.0044   0.0659 +- 0.0050
 205   358     3644       24    0.0982 +- 0.0054   0.0994 +- 0.0055
 206   490     3610       27    0.1357 +- 0.0065   0.1375 +- 0.0066
 207   497     3614       22    0.1375 +- 0.0066   0.1390 +- 0.0067
 208   505     3674       24    0.1375 +- 0.0065   0.1390 +- 0.0066
 209   509     3513       21    0.1449 +- 0.0069   0.1464 +- 0.0070
 210   500     3794       24    0.1318 +- 0.0063   0.1332 +- 0.0064
 211   459     3593       18    0.1277 +- 0.0063   0.1289 +- 0.0064
 212   541     3692       17    0.1465 +- 0.0067   0.1477 +- 0.0068
 213   600     3938       29    0.1524 +- 0.0067   0.1543 +- 0.0068
 214   511     3481       16    0.1468 +- 0.0070   0.1480 +- 0.0070
 215   556     3789        7    0.1467 +- 0.0067   0.1472 +- 0.0067
 216   528     3658       15    0.1443 +- 0.0067   0.1454 +- 0.0068
 217   513     3254       15    0.1577 +- 0.0075   0.1589 +- 0.0076
 218   577     3896       14    0.1481 +- 0.0066   0.1490 +- 0.0067
 219   566     4021       11    0.1408 +- 0.0063   0.1414 +- 0.0064
 220   467     3495       10    0.1336 +- 0.0066   0.1343 +- 0.0066
 221   469     3745       10    0.1252 +- 0.0061   0.1258 +- 0.0062
 222   547     4069       19    0.1344 +- 0.0061   0.1355 +- 0.0062
 223   639     4185       14    0.1527 +- 0.0065   0.1536 +- 0.0065
 224   551     4017       20    0.1372 +- 0.0062   0.1384 +- 0.0063
 225   601     4422       15    0.1359 +- 0.0059   0.1367 +- 0.0060
 226   482     3731       14    0.1292 +- 0.0063   0.1300 +- 0.0063
 227   565     3720       18    0.1519 +- 0.0069   0.1532 +- 0.0069
 228   581     4304       19    0.1350 +- 0.0060   0.1360 +- 0.0060
 229   625     4547       14    0.1375 +- 0.0059   0.1382 +- 0.0059
 230   639     4361       15    0.1465 +- 0.0062   0.1474 +- 0.0063
 231   603     4485       17    0.1344 +- 0.0058   0.1353 +- 0.0059
 232   674     4534       24    0.1487 +- 0.0061   0.1500 +- 0.0062
 233   626     4540       18    0.1379 +- 0.0059   0.1388 +- 0.0059
 234   603     4382        6    0.1376 +- 0.0060   0.1379 +- 0.0060
 235   629     4651       13    0.1352 +- 0.0057   0.1359 +- 0.0058
 236   660     4903       16    0.1346 +- 0.0056   0.1354 +- 0.0056
 237   656     4998       12    0.1313 +- 0.0055   0.1318 +- 0.0055
 238   729     4834       22    0.1508 +- 0.0060   0.1520 +- 0.0061
 239   737     4374       12    0.1685 +- 0.0067   0.1693 +- 0.0067
 240   793     4792       10    0.1655 +- 0.0063   0.1661 +- 0.0064
 241   764     5245       25    0.1457 +- 0.0056   0.1469 +- 0.0057
 242   865     5499       12    0.1573 +- 0.0058   0.1579 +- 0.0058
 243   855     5429       10    0.1575 +- 0.0058   0.1580 +- 0.0058
 244   882     5513       18    0.1600 +- 0.0058   0.1609 +- 0.0058
 245   879     5545        9    0.1585 +- 0.0058   0.1590 +- 0.0058
 246   864     5650       13    0.1529 +- 0.0056   0.1535 +- 0.0056
 247   843     5701       11    0.1479 +- 0.0055   0.1484 +- 0.0055
 248   832     5717       11    0.1455 +- 0.0054   0.1460 +- 0.0054
 249   852     5521        8    0.1543 +- 0.0057   0.1547 +- 0.0057
 250   744     5046        9    0.1474 +- 0.0058   0.1479 +- 0.0058
 251   783     4978        2    0.1573 +- 0.0060   0.1574 +- 0.0061
 252   821     5270       18    0.1558 +- 0.0058   0.1567 +- 0.0059
 253   858     5542       12    0.1548 +- 0.0057   0.1554 +- 0.0057
 254   931     6290       14    0.1480 +- 0.0052   0.1486 +- 0.0052
 255   868     6436       15    0.1349 +- 0.0049   0.1354 +- 0.0049
 256   884     6252       17    0.1414 +- 0.0051   0.1421 +- 0.0051
 257   818     6477       21    0.1263 +- 0.0047   0.1270 +- 0.0047
 258   851     6651       20    0.1280 +- 0.0047   0.1286 +- 0.0047
 259   928     6455       26    0.1438 +- 0.0050   0.1448 +- 0.0051
 260  1103     6917       11    0.1595 +- 0.0052   0.1599 +- 0.0052
 261   265     1975       10    0.1342 +- 0.0088   0.1354 +- 0.0089
 262  1051     6498       19    0.1617 +- 0.0054   0.1626 +- 0.0054
 263   933     5882       15    0.1586 +- 0.0056   0.1593 +- 0.0056
 264   383     2555        3    0.1499 +- 0.0082   0.1502 +- 0.0082
 265   275     2095        6    0.1313 +- 0.0084   0.1319 +- 0.0085
 266   956     6132        9    0.1559 +- 0.0054   0.1563 +- 0.0054
 267   699     5580       13    0.1253 +- 0.0050   0.1258 +- 0.0051
 268   848     6810       90    0.1245 +- 0.0045   0.1274 +- 0.0047
 269   671     6376       93    0.1052 +- 0.0043   0.1080 +- 0.0044
 270   965     7734       20    0.1248 +- 0.0043   0.1253 +- 0.0043
 271   911     7232       37    0.1260 +- 0.0044   0.1271 +- 0.0045
 272  1051     8084       28    0.1300 +- 0.0043   0.1308 +- 0.0043
 273  1006     6914       14    0.1455 +- 0.0049   0.1460 +- 0.0049
 274  1015     6612       16    0.1535 +- 0.0052   0.1542 +- 0.0052
 275  1013     7046       12    0.1438 +- 0.0048   0.1442 +- 0.0048
 276   977     7205       20    0.1356 +- 0.0046   0.1363 +- 0.0047
 277   982     7691       14    0.1277 +- 0.0043   0.1281 +- 0.0043
 278  1049     7359       22    0.1425 +- 0.0047   0.1433 +- 0.0047
 279  1040     7313       20    0.1422 +- 0.0047   0.1429 +- 0.0047
 280  1173     8417       13    0.1394 +- 0.0043   0.1397 +- 0.0044
 281  1034     7372        8    0.1403 +- 0.0047   0.1405 +- 0.0047
 282   933     6452       13    0.1446 +- 0.0051   0.1451 +- 0.0051
 283   875     6122       19    0.1429 +- 0.0052   0.1437 +- 0.0052
 284  1105     6837        9    0.1616 +- 0.0052   0.1620 +- 0.0053
 285  1550     9027       16    0.1717 +- 0.0047   0.1722 +- 0.0047
 286  1839     9966       21    0.1845 +- 0.0047   0.1852 +- 0.0047
 287  2067    10386       22    0.1990 +- 0.0048   0.1997 +- 0.0048
 288  2668    12093       25    0.2206 +- 0.0047   0.2214 +- 0.0047
 289  1710     7428       17    0.2302 +- 0.0062   0.2311 +- 0.0062
 290  3953    15731       26    0.2513 +- 0.0045   0.2520 +- 0.0045
 291  2868    11161       22    0.2570 +- 0.0054   0.2578 +- 0.0054
 292  3956    14508       22    0.2727 +- 0.0049   0.2734 +- 0.0049
 293  4552    18246       34    0.2495 +- 0.0041   0.2503 +- 0.0042
 294  4538    18972       43    0.2392 +- 0.0040   0.2401 +- 0.0040
 295  4099    17174       34    0.2387 +- 0.0041   0.2395 +- 0.0042
 296  4048    17689       45    0.2288 +- 0.0040   0.2299 +- 0.0040
 297  3941    17552       34    0.2245 +- 0.0040   0.2253 +- 0.0040
 298  4205    17328       24    0.2427 +- 0.0042   0.2433 +- 0.0042
 299  4640    18221       28    0.2547 +- 0.0042   0.2553 +- 0.0042
 300  4268    18364       25    0.2324 +- 0.0039   0.2330 +- 0.0040
 301  3976    18595       16    0.2138 +- 0.0037   0.2141 +- 0.0037
 302  3681    17955       14    0.2050 +- 0.0037   0.2053 +- 0.0037
 303  3836    18142       37    0.2114 +- 0.0038   0.2122 +- 0.0038
 304  3955    18148       22    0.2179 +- 0.0038   0.2184 +- 0.0038
 305  3464    18406       32    0.1882 +- 0.0035   0.1888 +- 0.0035
 306  3540    19102       35    0.1853 +- 0.0034   0.1859 +- 0.0034
 307  3919    18894       41    0.2074 +- 0.0036   0.2082 +- 0.0037
 308   796    14492      196    0.0549 +- 0.0020   0.0562 +- 0.0021
 309  2981    19461       26    0.1532 +- 0.0030   0.1535 +- 0.0030
 310  3364    19193       16    0.1753 +- 0.0033   0.1755 +- 0.0033
 311  3324    18405       22    0.1806 +- 0.0034   0.1810 +- 0.0034
 312  3326    19316       21    0.1722 +- 0.0032   0.1725 +- 0.0032
 313  3101    19506       22    0.1590 +- 0.0031   0.1593 +- 0.0031
 314  3025    18557       21    0.1630 +- 0.0032   0.1633 +- 0.0032
 315  3195    18904       19    0.1690 +- 0.0032   0.1693 +- 0.0032
 316  2887    18805       18    0.1535 +- 0.0031   0.1538 +- 0.0031
 317  3026    19906       21    0.1520 +- 0.0030   0.1523 +- 0.0030
 318  2969    19757       14    0.1503 +- 0.0030   0.1505 +- 0.0030
 319  2922    19471       14    0.1501 +- 0.0030   0.1503 +- 0.0030
 320  3049    20592       21    0.1481 +- 0.0029   0.1483 +- 0.0029
 321  3051    21438       27    0.1423 +- 0.0028   0.1426 +- 0.0028
 322  3103    21831       20    0.1421 +- 0.0027   0.1424 +- 0.0027
 323  2026    15308       18    0.1323 +- 0.0031   0.1326 +- 0.0031
 324  1758    13726       17    0.1281 +- 0.0032   0.1284 +- 0.0033
 325  2645    19738       13    0.1340 +- 0.0028   0.1342 +- 0.0028
 326  2573    20025       22    0.1285 +- 0.0027   0.1287 +- 0.0027
 327  2810    21981       23    0.1278 +- 0.0026   0.1281 +- 0.0026
 328  2661    22876       27    0.1163 +- 0.0024   0.1166 +- 0.0024
 329  2723    23603       36    0.1154 +- 0.0023   0.1157 +- 0.0023
 330  2487    23818       25    0.1044 +- 0.0022   0.1046 +- 0.0022
 331  2259    23540       22    0.0960 +- 0.0021   0.0961 +- 0.0021
 332  2040    21195       21    0.0962 +- 0.0022   0.0964 +- 0.0022
 333  2091    21535       21    0.0971 +- 0.0022   0.0973 +- 0.0022
 334  3087    28332       35    0.1090 +- 0.0021   0.1092 +- 0.0021
 335  2991    27955       23    0.1070 +- 0.0021   0.1071 +- 0.0021
 336  3432    27688       21    0.1240 +- 0.0022   0.1241 +- 0.0022
 337     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 338     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 339     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 340     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 341     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 342     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 343     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 344     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 345     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 346     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 347     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 348     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 349     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 350     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 351     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000

Mean tagging efficiency  0.1557 +-  0.0006
	                       0.1539 +-  0.0005 without background subtraction

