 Tagging efficiency calculation
 J.R.M.Annand 2008.10.02
Clock = 1.57495e+09   Inhib.Clock = 6.98907e+08   Live = 0.443765
Backgr.clock = 1.17532e+09    Backgr.Inhib.clock = 4.01146e+08  Live = 0.341308
Background scale factor =  1.74228

  Chan  Hits  Scaler Background     TaggEff        TaggEff(back-sub)
  60   384     1314       16    0.2922 +- 0.0170   0.2986 +- 0.0175
  61   399     1327       19    0.3007 +- 0.0172   0.3084 +- 0.0178
  62   780     2405       30    0.3243 +- 0.0134   0.3315 +- 0.0138
  63   728     2429       21    0.2997 +- 0.0127   0.3043 +- 0.0129
  64   800     2715       39    0.2947 +- 0.0119   0.3022 +- 0.0123
  65   761     2605       41    0.2921 +- 0.0120   0.3004 +- 0.0125
  66   747     2577       25    0.2899 +- 0.0120   0.2949 +- 0.0123
  67   721     2545       18    0.2833 +- 0.0120   0.2868 +- 0.0122
  68   821     2729       43    0.3008 +- 0.0120   0.3093 +- 0.0125
  69   880     2688       26    0.3274 +- 0.0127   0.3330 +- 0.0130
  70   526     1689       11    0.3114 +- 0.0156   0.3150 +- 0.0158
  71   579     1922       15    0.3012 +- 0.0143   0.3054 +- 0.0146
  72   890     2647       23    0.3362 +- 0.0130   0.3414 +- 0.0133
  73   863     2880       25    0.2997 +- 0.0116   0.3043 +- 0.0119
  74   878     2852       23    0.3079 +- 0.0119   0.3122 +- 0.0121
  75   842     2591       23    0.3250 +- 0.0129   0.3301 +- 0.0132
  76   883     2577       23    0.3426 +- 0.0134   0.3481 +- 0.0137
  77  1102     3068       19    0.3592 +- 0.0126   0.3631 +- 0.0128
  78  1105     3165       21    0.3491 +- 0.0122   0.3532 +- 0.0124
  79  1124     3112       25    0.3612 +- 0.0126   0.3663 +- 0.0128
  80  1098     3126       35    0.3512 +- 0.0123   0.3582 +- 0.0127
  81  1012     3119       21    0.3245 +- 0.0117   0.3283 +- 0.0119
  82  1117     3139       25    0.3558 +- 0.0124   0.3609 +- 0.0127
  83  1209     3261       20    0.3707 +- 0.0125   0.3747 +- 0.0127
  84  1232     3459       28    0.3562 +- 0.0118   0.3613 +- 0.0121
  85  1088     3098       19    0.3512 +- 0.0124   0.3550 +- 0.0126
  86  1064     2934       25    0.3626 +- 0.0130   0.3681 +- 0.0133
  87  1206     3376       36    0.3572 +- 0.0120   0.3640 +- 0.0123
  88  1148     3290       26    0.3489 +- 0.0120   0.3538 +- 0.0122
  89  1099     3073       31    0.3576 +- 0.0126   0.3640 +- 0.0129
  90  1267     3340       33    0.3793 +- 0.0125   0.3860 +- 0.0129
  91  1251     3472       21    0.3603 +- 0.0119   0.3641 +- 0.0121
  92  1292     3537       23    0.3653 +- 0.0119   0.3695 +- 0.0121
  93  1178     3478       18    0.3387 +- 0.0114   0.3418 +- 0.0116
  94  1239     3551       27    0.3489 +- 0.0115   0.3536 +- 0.0117
  95  1234     3649       32    0.3382 +- 0.0111   0.3434 +- 0.0114
  96  1234     3415       39    0.3613 +- 0.0120   0.3687 +- 0.0124
  97   910     2401       22    0.3790 +- 0.0148   0.3852 +- 0.0151
  98  1295     3587       44    0.3610 +- 0.0117   0.3689 +- 0.0121
  99  1288     3645       49    0.3534 +- 0.0115   0.3618 +- 0.0119
 100  1210     3658       36    0.3308 +- 0.0110   0.3366 +- 0.0113
 101  1182     3490       30    0.3387 +- 0.0114   0.3438 +- 0.0117
 102  1200     3489       38    0.3439 +- 0.0115   0.3506 +- 0.0118
 103  1181     3619       34    0.3263 +- 0.0109   0.3318 +- 0.0112
 104  1034     3263       30    0.3169 +- 0.0113   0.3220 +- 0.0116
 105  1227     3547       40    0.3459 +- 0.0115   0.3529 +- 0.0118
 106  1007     2965       26    0.3396 +- 0.0124   0.3449 +- 0.0127
 107  1269     3623       20    0.3503 +- 0.0114   0.3537 +- 0.0116
 108  1275     3829       27    0.3330 +- 0.0108   0.3371 +- 0.0110
 109  1339     3978       19    0.3366 +- 0.0106   0.3394 +- 0.0108
 110  1216     3810       25    0.3192 +- 0.0105   0.3229 +- 0.0107
 111  1197     3796       32    0.3153 +- 0.0105   0.3200 +- 0.0107
 112  1144     3675       26    0.3113 +- 0.0105   0.3152 +- 0.0107
 113  1235     3921       18    0.3150 +- 0.0103   0.3175 +- 0.0104
 114  1163     3634       22    0.3200 +- 0.0108   0.3234 +- 0.0109
 115  1159     3661       19    0.3166 +- 0.0107   0.3195 +- 0.0108
 116  1191     3758       26    0.3169 +- 0.0105   0.3208 +- 0.0107
 117  1195     3602       20    0.3318 +- 0.0111   0.3350 +- 0.0112
 118  1044     3309       19    0.3155 +- 0.0112   0.3187 +- 0.0114
 119   937     3097       22    0.3026 +- 0.0113   0.3063 +- 0.0115
 120   888     3153       31    0.2816 +- 0.0107   0.2865 +- 0.0110
 121  1241     4014       50    0.3092 +- 0.0100   0.3160 +- 0.0104
 122  1177     4013       48    0.2933 +- 0.0097   0.2995 +- 0.0100
 123  1204     3931       25    0.3063 +- 0.0101   0.3097 +- 0.0103
 124  1132     3828       24    0.2957 +- 0.0100   0.2990 +- 0.0102
 125  1143     3885       21    0.2942 +- 0.0099   0.2970 +- 0.0100
 126  1233     4034       36    0.3057 +- 0.0099   0.3105 +- 0.0102
 127  1135     3598       24    0.3155 +- 0.0107   0.3192 +- 0.0109
 128  1236     3924       27    0.3150 +- 0.0103   0.3188 +- 0.0105
 129  1178     3959       24    0.2975 +- 0.0099   0.3007 +- 0.0100
 130  1181     3955       38    0.2986 +- 0.0099   0.3037 +- 0.0101
 131  1161     4083       40    0.2843 +- 0.0095   0.2893 +- 0.0097
 132  1112     4066       28    0.2735 +- 0.0093   0.2768 +- 0.0094
 133  1208     4154       36    0.2908 +- 0.0095   0.2953 +- 0.0097
 134  1197     4237       24    0.2825 +- 0.0092   0.2853 +- 0.0094
 135  1246     4289       33    0.2905 +- 0.0093   0.2945 +- 0.0095
 136  1247     4224       32    0.2952 +- 0.0095   0.2992 +- 0.0097
 137  1226     4130       33    0.2969 +- 0.0097   0.3010 +- 0.0099
 138  1312     4389       38    0.2989 +- 0.0094   0.3035 +- 0.0096
 139  1251     4294       29    0.2913 +- 0.0094   0.2948 +- 0.0095
 140   840     3081       20    0.2726 +- 0.0106   0.2758 +- 0.0108
 141   844     2996       18    0.2817 +- 0.0110   0.2847 +- 0.0111
 142  1152     4110       33    0.2803 +- 0.0093   0.2843 +- 0.0095
 143  1188     4529       39    0.2623 +- 0.0086   0.2663 +- 0.0087
 144  1162     4308       29    0.2697 +- 0.0089   0.2729 +- 0.0091
 145  1169     4303       28    0.2717 +- 0.0090   0.2748 +- 0.0091
 146  1163     4245       23    0.2740 +- 0.0091   0.2766 +- 0.0092
 147  1192     4445       26    0.2682 +- 0.0087   0.2709 +- 0.0089
 148  1202     4317       23    0.2784 +- 0.0091   0.2810 +- 0.0092
 149  1266     4475       21    0.2829 +- 0.0090   0.2852 +- 0.0091
 150  1283     4524       22    0.2836 +- 0.0090   0.2860 +- 0.0091
 151  1202     4526       27    0.2656 +- 0.0086   0.2684 +- 0.0087
 152  1179     4544       28    0.2595 +- 0.0085   0.2623 +- 0.0086
 153  1165     6212       34    0.1875 +- 0.0060   0.1893 +- 0.0061
 154  1188     4389       19    0.2707 +- 0.0089   0.2727 +- 0.0089
 155  1236     4559       21    0.2711 +- 0.0087   0.2733 +- 0.0088
 156  1201     4602       40    0.2610 +- 0.0085   0.2650 +- 0.0086
 157  1226     4723       32    0.2596 +- 0.0083   0.2627 +- 0.0085
 158  1231     4596       26    0.2678 +- 0.0086   0.2705 +- 0.0087
 159  1295     4794       28    0.2701 +- 0.0085   0.2729 +- 0.0086
 160  1233     4966       28    0.2483 +- 0.0079   0.2508 +- 0.0080
 161   848     5231       35    0.1621 +- 0.0060   0.1640 +- 0.0061
 162  1294     6284       40    0.2059 +- 0.0063   0.2082 +- 0.0064
 163  1068     3662       27    0.2916 +- 0.0101   0.2954 +- 0.0103
 164  1385     4991       26    0.2775 +- 0.0084   0.2800 +- 0.0085
 165  1267     5035       24    0.2516 +- 0.0079   0.2537 +- 0.0080
 166   937     3808       14    0.2461 +- 0.0090   0.2476 +- 0.0091
 167  1064     3834       25    0.2775 +- 0.0096   0.2807 +- 0.0098
 168  1391     5101       22    0.2727 +- 0.0082   0.2748 +- 0.0083
 169  1277     5020       32    0.2544 +- 0.0080   0.2572 +- 0.0081
 170  1344     4928       17    0.2727 +- 0.0084   0.2744 +- 0.0085
 171  1311     4893       23    0.2679 +- 0.0083   0.2701 +- 0.0084
 172  1308     4901       21    0.2669 +- 0.0083   0.2689 +- 0.0084
 173  1064     4302       15    0.2473 +- 0.0085   0.2488 +- 0.0085
 174  1025     4213       11    0.2433 +- 0.0085   0.2444 +- 0.0085
 175  1240     4980       26    0.2490 +- 0.0079   0.2513 +- 0.0080
 176  1329     5331       25    0.2493 +- 0.0076   0.2514 +- 0.0077
 177  1392     5142       32    0.2707 +- 0.0082   0.2737 +- 0.0083
 178  1458     5354       41    0.2723 +- 0.0080   0.2760 +- 0.0082
 179  1436     5476       32    0.2622 +- 0.0078   0.2649 +- 0.0079
 180  1534     5463       36    0.2808 +- 0.0081   0.2841 +- 0.0082
 181  1316     4960       27    0.2653 +- 0.0082   0.2679 +- 0.0083
 182  1475     6257       31    0.2357 +- 0.0068   0.2378 +- 0.0069
 183  1305     5623       52    0.2321 +- 0.0071   0.2359 +- 0.0073
 184  1557     5957       37    0.2614 +- 0.0074   0.2642 +- 0.0076
 185  1510     5773       35    0.2616 +- 0.0076   0.2644 +- 0.0077
 186  1513     5980       40    0.2530 +- 0.0073   0.2560 +- 0.0074
 187  1438     5804       24    0.2478 +- 0.0073   0.2496 +- 0.0074
 188  1527     6028       30    0.2533 +- 0.0073   0.2555 +- 0.0073
 189  1534     5948       49    0.2579 +- 0.0074   0.2617 +- 0.0075
 190  1532     5998       38    0.2554 +- 0.0073   0.2583 +- 0.0074
 191  1678     5929       29    0.2830 +- 0.0078   0.2854 +- 0.0079
 192  1585     5776       29    0.2744 +- 0.0078   0.2768 +- 0.0079
 193  1467     6152       26    0.2385 +- 0.0069   0.2402 +- 0.0070
 194  1452     6100       22    0.2380 +- 0.0070   0.2395 +- 0.0070
 195  1576     5943       27    0.2652 +- 0.0075   0.2673 +- 0.0076
 196  1740     6166       25    0.2822 +- 0.0077   0.2842 +- 0.0077
 197  1568     5515       20    0.2843 +- 0.0081   0.2861 +- 0.0082
 198  1606     5784       20    0.2777 +- 0.0078   0.2793 +- 0.0079
 199   960     3840       14    0.2500 +- 0.0090   0.2516 +- 0.0091
 200  1490     5663       15    0.2631 +- 0.0077   0.2643 +- 0.0077
 201  1553     5556       36    0.2795 +- 0.0080   0.2827 +- 0.0082
 202  1147     6428       46    0.1784 +- 0.0057   0.1807 +- 0.0058
 203   457     9784     2936    0.0467 +- 0.0022   0.0979 +- 0.0054
 204   814     6295      464    0.1293 +- 0.0048   0.1484 +- 0.0057
 205  1299     6885       42    0.1887 +- 0.0057   0.1907 +- 0.0058
 206  1809     7064       38    0.2561 +- 0.0067   0.2585 +- 0.0068
 207  1912     7034       50    0.2718 +- 0.0070   0.2752 +- 0.0071
 208  1917     7118       37    0.2693 +- 0.0069   0.2718 +- 0.0070
 209  1787     6729       33    0.2656 +- 0.0071   0.2679 +- 0.0072
 210  1979     7598       25    0.2605 +- 0.0066   0.2620 +- 0.0066
 211  1792     6772       23    0.2646 +- 0.0070   0.2662 +- 0.0071
 212  2025     7294       30    0.2776 +- 0.0070   0.2796 +- 0.0070
 213  2117     7323       29    0.2891 +- 0.0071   0.2911 +- 0.0072
 214  1979     6779       23    0.2919 +- 0.0075   0.2937 +- 0.0075
 215  2134     7401       22    0.2883 +- 0.0071   0.2898 +- 0.0071
 216  1965     6909       19    0.2844 +- 0.0073   0.2858 +- 0.0073
 217  1876     6423       18    0.2921 +- 0.0077   0.2935 +- 0.0077
 218  2009     7306       27    0.2750 +- 0.0069   0.2768 +- 0.0070
 219  2061     7843       25    0.2628 +- 0.0065   0.2642 +- 0.0066
 220  1734     6831       13    0.2538 +- 0.0068   0.2547 +- 0.0069
 221  1822     7084       28    0.2572 +- 0.0068   0.2590 +- 0.0068
 222  2047     7866       29    0.2602 +- 0.0065   0.2619 +- 0.0065
 223  2171     8285       36    0.2620 +- 0.0063   0.2640 +- 0.0064
 224  2130     8086       41    0.2634 +- 0.0064   0.2658 +- 0.0065
 225  2187     8772       23    0.2493 +- 0.0060   0.2505 +- 0.0060
 226  1861     7184       30    0.2590 +- 0.0067   0.2609 +- 0.0068
 227  1976     7232       25    0.2732 +- 0.0069   0.2749 +- 0.0070
 228  2276     8541       29    0.2665 +- 0.0063   0.2681 +- 0.0063
 229  2262     8522       26    0.2654 +- 0.0063   0.2668 +- 0.0063
 230  2422     8540       26    0.2836 +- 0.0065   0.2851 +- 0.0066
 231  2245     8318       33    0.2699 +- 0.0064   0.2718 +- 0.0065
 232  2318     8683       24    0.2670 +- 0.0062   0.2683 +- 0.0063
 233  2204     8394       17    0.2626 +- 0.0063   0.2635 +- 0.0063
 234  2128     8152       15    0.2610 +- 0.0064   0.2619 +- 0.0064
 235  2291     8608       19    0.2661 +- 0.0063   0.2672 +- 0.0063
 236  2432     9564       32    0.2543 +- 0.0058   0.2558 +- 0.0058
 237  2509     9612       30    0.2610 +- 0.0059   0.2625 +- 0.0059
 238  2913     9552       33    0.3050 +- 0.0065   0.3068 +- 0.0065
 239  2801     8462       21    0.3310 +- 0.0072   0.3324 +- 0.0073
 240  2905     9480       26    0.3064 +- 0.0065   0.3079 +- 0.0065
 241  3058    10022       19    0.3051 +- 0.0063   0.3061 +- 0.0063
 242  3134    10507       27    0.2983 +- 0.0061   0.2996 +- 0.0061
 243  3179    10501       28    0.3027 +- 0.0061   0.3041 +- 0.0062
 244  3387    10636       25    0.3184 +- 0.0063   0.3198 +- 0.0063
 245  3386    10716       27    0.3160 +- 0.0062   0.3174 +- 0.0063
 246  3511    10936       30    0.3210 +- 0.0062   0.3226 +- 0.0063
 247  3174    10688       15    0.2970 +- 0.0060   0.2977 +- 0.0060
 248  3310    10963       19    0.3019 +- 0.0060   0.3028 +- 0.0060
 249  3350    10761       24    0.3113 +- 0.0062   0.3125 +- 0.0062
 250  2991     9932       16    0.3011 +- 0.0063   0.3020 +- 0.0063
 251  2975     9510       15    0.3128 +- 0.0066   0.3137 +- 0.0066
 252  3092    10122       25    0.3055 +- 0.0063   0.3068 +- 0.0063
 253  3135    10645       26    0.2945 +- 0.0060   0.2958 +- 0.0060
 254  3352    11951       26    0.2805 +- 0.0055   0.2815 +- 0.0055
 255  3385    12416       21    0.2726 +- 0.0053   0.2734 +- 0.0053
 256  3230    12003       29    0.2691 +- 0.0053   0.2702 +- 0.0054
 257  3086    12416       35    0.2486 +- 0.0050   0.2498 +- 0.0050
 258  3078    12760       38    0.2412 +- 0.0048   0.2425 +- 0.0049
 259  3399    12747       32    0.2667 +- 0.0051   0.2678 +- 0.0052
 260  4153    13588       29    0.3056 +- 0.0054   0.3068 +- 0.0054
 261   953     3774       10    0.2525 +- 0.0092   0.2537 +- 0.0092
 262  4106    12818       23    0.3203 +- 0.0057   0.3213 +- 0.0058
 263  3637    11400       36    0.3190 +- 0.0061   0.3208 +- 0.0061
 264  1348     4929       11    0.2735 +- 0.0084   0.2746 +- 0.0085
 265  1089     4131        8    0.2636 +- 0.0090   0.2645 +- 0.0090
 266  3699    11689       26    0.3165 +- 0.0060   0.3177 +- 0.0060
 267  2896    10974       27    0.2639 +- 0.0055   0.2650 +- 0.0055
 268  3233    13245      175    0.2441 +- 0.0048   0.2498 +- 0.0049
 269  2632    12366      188    0.2128 +- 0.0046   0.2186 +- 0.0047
 270  3506    14640       57    0.2395 +- 0.0045   0.2411 +- 0.0045
 271  3525    13997       59    0.2518 +- 0.0047   0.2537 +- 0.0048
 272  3895    15279       45    0.2549 +- 0.0046   0.2562 +- 0.0046
 273  3711    13251       28    0.2801 +- 0.0052   0.2811 +- 0.0052
 274  3928    12907       39    0.3043 +- 0.0055   0.3059 +- 0.0056
 275  3829    13739       29    0.2787 +- 0.0051   0.2797 +- 0.0051
 276  3588    13732       37    0.2613 +- 0.0049   0.2625 +- 0.0049
 277  3809    14603       34    0.2608 +- 0.0047   0.2619 +- 0.0048
 278  4058    14342       33    0.2829 +- 0.0050   0.2841 +- 0.0051
 279  4054    14377       32    0.2820 +- 0.0050   0.2831 +- 0.0050
 280  4168    15897       26    0.2622 +- 0.0046   0.2629 +- 0.0046
 281  3654    14135       20    0.2585 +- 0.0048   0.2591 +- 0.0048
 282  3218    12187       26    0.2641 +- 0.0052   0.2650 +- 0.0053
 283  2902    11234       27    0.2583 +- 0.0054   0.2594 +- 0.0054
 284  3526    12750       35    0.2765 +- 0.0053   0.2779 +- 0.0053
 285  5199    16831       36    0.3089 +- 0.0049   0.3100 +- 0.0049
 286  6265    18282       37    0.3427 +- 0.0050   0.3439 +- 0.0050
 287  7233    19317       44    0.3744 +- 0.0052   0.3759 +- 0.0052
 288 10116    23065       26    0.4386 +- 0.0052   0.4394 +- 0.0052
 289  6823    14795       40    0.4612 +- 0.0067   0.4634 +- 0.0068
 290 15765    31393       53    0.5022 +- 0.0049   0.5037 +- 0.0049
 291 11084    22487       27    0.4929 +- 0.0057   0.4939 +- 0.0057
 292 15425    28754       35    0.5364 +- 0.0054   0.5376 +- 0.0054
 293 17539    35830       47    0.4895 +- 0.0045   0.4906 +- 0.0045
 294 17323    37038       68    0.4677 +- 0.0043   0.4692 +- 0.0043
 295 16045    34057       59    0.4711 +- 0.0045   0.4725 +- 0.0045
 296 15728    34833       60    0.4515 +- 0.0043   0.4529 +- 0.0044
 297 15418    34715       66    0.4441 +- 0.0043   0.4456 +- 0.0043
 298 16157    34532       46    0.4679 +- 0.0045   0.4690 +- 0.0045
 299 17514    36102       47    0.4851 +- 0.0045   0.4862 +- 0.0045
 300 16115    35904       33    0.4488 +- 0.0043   0.4496 +- 0.0043
 301 14850    36592       39    0.4058 +- 0.0039   0.4066 +- 0.0040
 302 14200    35453       46    0.4005 +- 0.0040   0.4014 +- 0.0040
 303 14840    35681       57    0.4159 +- 0.0041   0.4171 +- 0.0041
 304 14738    35294       56    0.4176 +- 0.0041   0.4187 +- 0.0041
 305 13664    36369       51    0.3757 +- 0.0038   0.3766 +- 0.0038
 306 13313    37368       36    0.3563 +- 0.0036   0.3569 +- 0.0036
 307 14995    37131       73    0.4038 +- 0.0039   0.4052 +- 0.0039
 308  2891    28028      359    0.1031 +- 0.0020   0.1055 +- 0.0021
 309 11504    38129       65    0.3017 +- 0.0032   0.3026 +- 0.0032
 310 12796    37685       56    0.3396 +- 0.0035   0.3404 +- 0.0035
 311 12739    35702       48    0.3568 +- 0.0037   0.3577 +- 0.0037
 312 12381    37393       52    0.3311 +- 0.0034   0.3319 +- 0.0034
 313 11707    37988       30    0.3082 +- 0.0033   0.3086 +- 0.0033
 314 11513    35990       37    0.3199 +- 0.0034   0.3205 +- 0.0034
 315 11633    36060       58    0.3226 +- 0.0034   0.3235 +- 0.0035
 316 10778    36656       56    0.2940 +- 0.0032   0.2948 +- 0.0032
 317 11140    39171       40    0.2844 +- 0.0031   0.2849 +- 0.0031
 318 11337    39242       47    0.2889 +- 0.0031   0.2895 +- 0.0031
 319 11104    37890       39    0.2931 +- 0.0032   0.2936 +- 0.0032
 320 11515    40112       40    0.2871 +- 0.0030   0.2876 +- 0.0030
 321 11437    41887       37    0.2730 +- 0.0029   0.2735 +- 0.0029
 322 11372    41974       46    0.2709 +- 0.0029   0.2714 +- 0.0029
 323  6686    27299       39    0.2449 +- 0.0033   0.2455 +- 0.0034
 324  5894    24210       32    0.2435 +- 0.0035   0.2440 +- 0.0035
 325 10046    39042       38    0.2573 +- 0.0029   0.2577 +- 0.0029
 326  9529    38769       49    0.2458 +- 0.0028   0.2463 +- 0.0028
 327 10507    42312       47    0.2483 +- 0.0027   0.2488 +- 0.0027
 328 10509    45606       33    0.2304 +- 0.0025   0.2307 +- 0.0025
 329 10197    45719       45    0.2230 +- 0.0024   0.2234 +- 0.0024
 330  9234    46282       53    0.1995 +- 0.0023   0.1999 +- 0.0023
 331  8443    46102       33    0.1831 +- 0.0022   0.1834 +- 0.0022
 332  7662    42224       35    0.1815 +- 0.0023   0.1817 +- 0.0023
 333  7979    42522       42    0.1876 +- 0.0023   0.1880 +- 0.0023
 334 11147    54987       47    0.2027 +- 0.0021   0.2030 +- 0.0021
 335 10978    54224       49    0.2025 +- 0.0021   0.2028 +- 0.0021
 336 12520    53803       43    0.2327 +- 0.0023   0.2330 +- 0.0023
 337     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 338     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 339     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 340     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 341     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 342     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 343     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 344     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 345     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 346     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 347     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 348     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 349     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 350     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 351     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000

Mean tagging efficiency  0.3032 +-  0.0006
	                       0.2995 +-  0.0006 without background subtraction

