 Tagging efficiency calculation
 J.R.M.Annand 2008.10.02
Clock = 1.05953e+09   Inhib.Clock = 4.53275e+08   Live = 0.427809
Backgr.clock = 1.17532e+09    Backgr.Inhib.clock = 4.01146e+08  Live = 0.341308
Background scale factor =  1.12995

  Chan  Hits  Scaler Background     TaggEff        TaggEff(back-sub)
  99   866     3039       49    0.2850 +- 0.0110   0.2903 +- 0.0113
 100   848     3002       36    0.2825 +- 0.0110   0.2864 +- 0.0112
 101   771     2760       30    0.2793 +- 0.0114   0.2828 +- 0.0116
 102   841     2987       38    0.2816 +- 0.0110   0.2857 +- 0.0112
 103   854     2948       34    0.2897 +- 0.0113   0.2935 +- 0.0115
 104   725     2624       30    0.2763 +- 0.0116   0.2799 +- 0.0118
 105   860     3003       40    0.2864 +- 0.0111   0.2908 +- 0.0113
 106   749     2540       26    0.2949 +- 0.0123   0.2983 +- 0.0125
 107   888     3072       20    0.2891 +- 0.0110   0.2912 +- 0.0111
 108   846     3043       27    0.2780 +- 0.0108   0.2808 +- 0.0110
 109   859     3199       19    0.2685 +- 0.0103   0.2703 +- 0.0104
 110   878     3128       25    0.2807 +- 0.0107   0.2832 +- 0.0109
 111   899     3216       32    0.2795 +- 0.0105   0.2827 +- 0.0107
 112   844     3206       26    0.2633 +- 0.0102   0.2657 +- 0.0103
 113   972     3371       18    0.2883 +- 0.0105   0.2901 +- 0.0106
 114   850     2981       22    0.2851 +- 0.0111   0.2875 +- 0.0112
 115   892     3086       19    0.2890 +- 0.0110   0.2911 +- 0.0111
 116   898     3213       26    0.2795 +- 0.0105   0.2821 +- 0.0107
 117   865     3137       20    0.2757 +- 0.0106   0.2777 +- 0.0107
 118   794     2927       19    0.2713 +- 0.0109   0.2733 +- 0.0110
 119   710     2587       22    0.2744 +- 0.0116   0.2771 +- 0.0118
 120   717     2647       31    0.2709 +- 0.0114   0.2745 +- 0.0116
 121  1004     3494       50    0.2873 +- 0.0103   0.2921 +- 0.0105
 122   930     3447       48    0.2698 +- 0.0100   0.2741 +- 0.0102
 123   943     3391       25    0.2781 +- 0.0102   0.2804 +- 0.0104
 124   947     3360       24    0.2818 +- 0.0104   0.2841 +- 0.0105
 125   953     3342       21    0.2852 +- 0.0105   0.2872 +- 0.0106
 126  1013     3508       36    0.2888 +- 0.0103   0.2922 +- 0.0105
 127   889     3209       24    0.2770 +- 0.0105   0.2794 +- 0.0106
 128   984     3352       27    0.2936 +- 0.0106   0.2963 +- 0.0108
 129  1012     3587       24    0.2821 +- 0.0100   0.2843 +- 0.0101
 130   968     3448       38    0.2807 +- 0.0102   0.2843 +- 0.0104
 131   914     3572       40    0.2559 +- 0.0095   0.2592 +- 0.0096
 132   888     3477       28    0.2554 +- 0.0096   0.2577 +- 0.0097
 133   966     3658       36    0.2641 +- 0.0096   0.2670 +- 0.0097
 134   988     3728       24    0.2650 +- 0.0095   0.2670 +- 0.0096
 135  1035     3838       33    0.2697 +- 0.0094   0.2723 +- 0.0096
 136  1084     3824       32    0.2835 +- 0.0098   0.2862 +- 0.0099
 137  1056     3722       33    0.2837 +- 0.0099   0.2866 +- 0.0100
 138  1141     3858       38    0.2957 +- 0.0100   0.2991 +- 0.0101
 139  1051     3699       29    0.2841 +- 0.0099   0.2867 +- 0.0101
 140   785     2906       20    0.2701 +- 0.0109   0.2722 +- 0.0110
 141   674     2622       18    0.2571 +- 0.0111   0.2591 +- 0.0112
 142  1003     3641       33    0.2755 +- 0.0098   0.2783 +- 0.0100
 143  1011     4002       39    0.2526 +- 0.0089   0.2554 +- 0.0090
 144  1005     3905       29    0.2574 +- 0.0091   0.2595 +- 0.0092
 145  1053     3815       28    0.2760 +- 0.0096   0.2783 +- 0.0097
 146  1042     3770       23    0.2764 +- 0.0097   0.2783 +- 0.0098
 147  1061     3839       26    0.2764 +- 0.0096   0.2785 +- 0.0097
 148  1113     3859       23    0.2884 +- 0.0098   0.2904 +- 0.0099
 149  1115     4065       21    0.2743 +- 0.0093   0.2759 +- 0.0093
 150  1050     4006       22    0.2621 +- 0.0091   0.2637 +- 0.0092
 151  1110     4087       27    0.2716 +- 0.0092   0.2736 +- 0.0093
 152  1030     4105       28    0.2509 +- 0.0087   0.2529 +- 0.0088
 153  1027     5644       34    0.1820 +- 0.0062   0.1832 +- 0.0062
 154  1134     4007       19    0.2830 +- 0.0095   0.2845 +- 0.0096
 155  1126     4171       21    0.2700 +- 0.0091   0.2715 +- 0.0091
 156  1117     4326       40    0.2582 +- 0.0087   0.2609 +- 0.0088
 157  1088     4167       32    0.2611 +- 0.0089   0.2634 +- 0.0090
 158  1210     4287       26    0.2822 +- 0.0092   0.2842 +- 0.0093
 159  1179     4239       28    0.2781 +- 0.0092   0.2802 +- 0.0093
 160  1139     4544       28    0.2507 +- 0.0083   0.2524 +- 0.0084
 161   799     4655       35    0.1716 +- 0.0066   0.1731 +- 0.0066
 162  1287     5609       40    0.2295 +- 0.0071   0.2313 +- 0.0072
 163   997     3411       27    0.2923 +- 0.0105   0.2949 +- 0.0107
 164  1253     4496       26    0.2787 +- 0.0089   0.2805 +- 0.0090
 165  1219     4590       24    0.2656 +- 0.0086   0.2672 +- 0.0086
 166   844     3422       14    0.2466 +- 0.0095   0.2478 +- 0.0095
 167   917     3435       25    0.2670 +- 0.0099   0.2692 +- 0.0100
 168  1286     4509       22    0.2852 +- 0.0090   0.2868 +- 0.0091
 169  1247     4511       32    0.2764 +- 0.0088   0.2787 +- 0.0089
 170  1282     4529       17    0.2831 +- 0.0090   0.2843 +- 0.0090
 171  1231     4548       23    0.2707 +- 0.0087   0.2722 +- 0.0088
 172  1315     4620       21    0.2846 +- 0.0089   0.2861 +- 0.0090
 173   993     4008       15    0.2478 +- 0.0088   0.2488 +- 0.0088
 174   985     3985       11    0.2472 +- 0.0088   0.2480 +- 0.0088
 175  1167     4606       26    0.2534 +- 0.0083   0.2550 +- 0.0084
 176  1238     4977       25    0.2487 +- 0.0079   0.2502 +- 0.0080
 177  1395     4836       32    0.2885 +- 0.0088   0.2906 +- 0.0089
 178  1285     4730       41    0.2717 +- 0.0085   0.2744 +- 0.0087
 179  1322     4990       32    0.2649 +- 0.0082   0.2669 +- 0.0083
 180  1427     4969       36    0.2872 +- 0.0086   0.2896 +- 0.0087
 181  1244     4621       27    0.2692 +- 0.0086   0.2710 +- 0.0087
 182  1285     5615       31    0.2289 +- 0.0071   0.2303 +- 0.0071
 183  1167     4927       52    0.2369 +- 0.0077   0.2397 +- 0.0078
 184  1328     5246       37    0.2531 +- 0.0078   0.2552 +- 0.0079
 185  1331     5244       35    0.2538 +- 0.0078   0.2557 +- 0.0079
 186  1442     5573       40    0.2587 +- 0.0076   0.2609 +- 0.0077
 187  1320     5448       24    0.2423 +- 0.0074   0.2435 +- 0.0075
 188  1422     5567       30    0.2554 +- 0.0076   0.2570 +- 0.0077
 189  1379     5288       49    0.2608 +- 0.0079   0.2635 +- 0.0080
 190  1415     5425       38    0.2608 +- 0.0078   0.2629 +- 0.0079
 191  1464     5274       29    0.2776 +- 0.0082   0.2793 +- 0.0083
 192  1515     5413       29    0.2799 +- 0.0081   0.2816 +- 0.0082
 193  1386     5465       26    0.2536 +- 0.0076   0.2550 +- 0.0077
 194  1391     5558       22    0.2503 +- 0.0075   0.2514 +- 0.0075
 195  1527     5551       27    0.2751 +- 0.0079   0.2766 +- 0.0080
 196  1641     5773       25    0.2843 +- 0.0080   0.2857 +- 0.0080
 197  1421     5077       20    0.2799 +- 0.0084   0.2811 +- 0.0085
 198  1464     5334       20    0.2745 +- 0.0081   0.2756 +- 0.0081
 199   919     3563       14    0.2579 +- 0.0095   0.2591 +- 0.0096
 200  1403     5431       15    0.2583 +- 0.0077   0.2591 +- 0.0078
 201  1389     5171       36    0.2686 +- 0.0081   0.2707 +- 0.0082
 202   996     5785       46    0.1722 +- 0.0059   0.1737 +- 0.0060
 203   434     7828     2936    0.0554 +- 0.0027   0.0962 +- 0.0052
 204   664     5674      464    0.1170 +- 0.0048   0.1289 +- 0.0054
 205  1171     6336       42    0.1848 +- 0.0059   0.1862 +- 0.0059
 206  1595     6460       38    0.2469 +- 0.0069   0.2486 +- 0.0070
 207  1629     6456       50    0.2523 +- 0.0070   0.2546 +- 0.0071
 208  1758     6704       37    0.2622 +- 0.0070   0.2639 +- 0.0071
 209  1567     6230       33    0.2515 +- 0.0071   0.2530 +- 0.0072
 210  1728     6845       25    0.2524 +- 0.0068   0.2535 +- 0.0068
 211  1559     6365       23    0.2449 +- 0.0069   0.2459 +- 0.0070
 212  1723     6673       30    0.2582 +- 0.0070   0.2595 +- 0.0070
 213  1858     6837       29    0.2718 +- 0.0071   0.2731 +- 0.0072
 214  1660     6151       23    0.2699 +- 0.0075   0.2710 +- 0.0075
 215  1786     6617       22    0.2699 +- 0.0072   0.2709 +- 0.0072
 216  1666     6359       19    0.2620 +- 0.0072   0.2629 +- 0.0072
 217  1631     5833       18    0.2796 +- 0.0078   0.2806 +- 0.0079
 218  1818     6850       27    0.2654 +- 0.0070   0.2666 +- 0.0070
 219  1784     7129       25    0.2502 +- 0.0066   0.2512 +- 0.0067
 220  1545     6227       13    0.2481 +- 0.0071   0.2487 +- 0.0071
 221  1750     6678       28    0.2621 +- 0.0070   0.2633 +- 0.0071
 222  1766     7116       29    0.2482 +- 0.0066   0.2493 +- 0.0066
 223  1964     7592       36    0.2587 +- 0.0065   0.2601 +- 0.0066
 224  1759     7285       41    0.2415 +- 0.0064   0.2430 +- 0.0065
 225  1998     7999       23    0.2498 +- 0.0062   0.2506 +- 0.0063
 226  1572     6549       30    0.2400 +- 0.0067   0.2413 +- 0.0068
 227  1768     6806       25    0.2598 +- 0.0069   0.2609 +- 0.0070
 228  1945     7679       29    0.2533 +- 0.0064   0.2544 +- 0.0065
 229  2026     7858       26    0.2578 +- 0.0064   0.2588 +- 0.0065
 230  2101     7654       26    0.2745 +- 0.0068   0.2756 +- 0.0068
 231  2110     7917       33    0.2665 +- 0.0065   0.2678 +- 0.0066
 232  2063     8052       24    0.2562 +- 0.0063   0.2571 +- 0.0064
 233  1883     7743       17    0.2432 +- 0.0062   0.2438 +- 0.0063
 234  1807     7515       15    0.2405 +- 0.0063   0.2410 +- 0.0063
 235  1888     7767       19    0.2431 +- 0.0062   0.2438 +- 0.0063
 236  2009     8385       32    0.2396 +- 0.0060   0.2406 +- 0.0060
 237  1916     8455       30    0.2266 +- 0.0057   0.2275 +- 0.0058
 238  2142     8118       33    0.2639 +- 0.0064   0.2651 +- 0.0064
 239  2056     7368       21    0.2790 +- 0.0070   0.2799 +- 0.0070
 240  1957     7714       26    0.2537 +- 0.0064   0.2547 +- 0.0065
 241  2016     8399       19    0.2400 +- 0.0060   0.2406 +- 0.0060
 242  2199     9036       27    0.2434 +- 0.0058   0.2442 +- 0.0058
 243  2175     8890       28    0.2447 +- 0.0059   0.2455 +- 0.0059
 244  2277     8853       25    0.2572 +- 0.0060   0.2580 +- 0.0061
 245  2239     8773       27    0.2552 +- 0.0060   0.2561 +- 0.0061
 246  2311     9058       30    0.2551 +- 0.0059   0.2561 +- 0.0060
 247  2094     8970       15    0.2334 +- 0.0057   0.2339 +- 0.0057
 248  2149     9240       19    0.2326 +- 0.0056   0.2331 +- 0.0056
 249  2206     9141       24    0.2413 +- 0.0057   0.2420 +- 0.0057
 250  2072     8317       16    0.2491 +- 0.0061   0.2497 +- 0.0061
 251  2092     7831       15    0.2671 +- 0.0066   0.2677 +- 0.0066
 252  2207     8626       25    0.2559 +- 0.0061   0.2567 +- 0.0061
 253  2195     9012       26    0.2436 +- 0.0058   0.2444 +- 0.0058
 254  2463    10201       26    0.2414 +- 0.0054   0.2421 +- 0.0054
 255  2446    10631       21    0.2301 +- 0.0052   0.2306 +- 0.0052
 256  2270    10333       29    0.2197 +- 0.0051   0.2204 +- 0.0051
 257  2349    10776       35    0.2180 +- 0.0050   0.2188 +- 0.0050
 258  2389    11153       38    0.2142 +- 0.0048   0.2150 +- 0.0049
 259  2507    11207       32    0.2237 +- 0.0049   0.2244 +- 0.0050
 260  3059    11692       29    0.2616 +- 0.0053   0.2624 +- 0.0053
 261   751     3392       10    0.2214 +- 0.0089   0.2221 +- 0.0090
 262  3005    11145       23    0.2696 +- 0.0055   0.2703 +- 0.0056
 263  2739     9940       36    0.2756 +- 0.0059   0.2767 +- 0.0060
 264  1052     4307       11    0.2443 +- 0.0084   0.2450 +- 0.0084
 265   832     3552        8    0.2342 +- 0.0090   0.2348 +- 0.0091
 266  2832    10224       26    0.2770 +- 0.0059   0.2778 +- 0.0059
 267  2118     9703       27    0.2183 +- 0.0052   0.2190 +- 0.0053
 268  2393    11456      175    0.2089 +- 0.0047   0.2126 +- 0.0048
 269  2080    10833      188    0.1920 +- 0.0046   0.1958 +- 0.0047
 270  2759    12947       57    0.2131 +- 0.0045   0.2142 +- 0.0045
 271  2838    12469       59    0.2276 +- 0.0047   0.2288 +- 0.0048
 272  3128    13804       45    0.2266 +- 0.0045   0.2274 +- 0.0045
 273  3091    11807       28    0.2618 +- 0.0053   0.2625 +- 0.0053
 274  3152    11586       39    0.2721 +- 0.0055   0.2731 +- 0.0055
 275  3170    12492       29    0.2538 +- 0.0050   0.2544 +- 0.0051
 276  2805    11858       37    0.2365 +- 0.0050   0.2374 +- 0.0050
 277  3037    12922       34    0.2350 +- 0.0047   0.2357 +- 0.0048
 278  3379    12874       33    0.2625 +- 0.0051   0.2632 +- 0.0051
 279  3311    12717       32    0.2604 +- 0.0051   0.2611 +- 0.0051
 280  3240    14223       26    0.2278 +- 0.0044   0.2283 +- 0.0044
 281  2926    12563       20    0.2329 +- 0.0048   0.2333 +- 0.0048
 282  2646    10755       26    0.2460 +- 0.0053   0.2467 +- 0.0054
 283  2339     9984       27    0.2343 +- 0.0054   0.2350 +- 0.0054
 284  2635    10924       35    0.2412 +- 0.0052   0.2421 +- 0.0053
 285  3448    13975       36    0.2467 +- 0.0047   0.2474 +- 0.0047
 286  3545    14191       37    0.2498 +- 0.0047   0.2505 +- 0.0047
 287  3488    14173       44    0.2461 +- 0.0047   0.2470 +- 0.0047
 288  3968    15012       26    0.2643 +- 0.0047   0.2648 +- 0.0047
 289  2195     8713       40    0.2519 +- 0.0060   0.2532 +- 0.0061
 290  4428    16959       53    0.2611 +- 0.0044   0.2620 +- 0.0044
 291  2656    11073       27    0.2399 +- 0.0052   0.2405 +- 0.0052
 292  3515    13797       35    0.2548 +- 0.0048   0.2555 +- 0.0048
 293  3973    16709       47    0.2378 +- 0.0042   0.2385 +- 0.0042
 294  3978    17775       68    0.2238 +- 0.0039   0.2248 +- 0.0039
 295  3708    16287       59    0.2277 +- 0.0041   0.2286 +- 0.0042
 296  3786    17379       60    0.2178 +- 0.0039   0.2187 +- 0.0039
 297  3922    17320       66    0.2264 +- 0.0040   0.2274 +- 0.0040
 298  4344    17647       46    0.2462 +- 0.0042   0.2469 +- 0.0042
 299  4878    18769       47    0.2599 +- 0.0042   0.2606 +- 0.0042
 300  4721    18940       33    0.2493 +- 0.0041   0.2498 +- 0.0041
 301  4458    19806       39    0.2251 +- 0.0037   0.2256 +- 0.0037
 302  4368    19647       46    0.2223 +- 0.0037   0.2229 +- 0.0037
 303  4680    19982       57    0.2342 +- 0.0038   0.2350 +- 0.0038
 304  4866    20067       56    0.2425 +- 0.0039   0.2433 +- 0.0039
 305  4699    20843       51    0.2254 +- 0.0036   0.2261 +- 0.0037
 306  4610    21648       36    0.2130 +- 0.0035   0.2134 +- 0.0035
 307  5478    22269       73    0.2460 +- 0.0037   0.2469 +- 0.0037
 308  1218    18861      359    0.0646 +- 0.0019   0.0660 +- 0.0020
 309  4401    23310       65    0.1888 +- 0.0031   0.1894 +- 0.0031
 310  5211    23371       56    0.2230 +- 0.0034   0.2236 +- 0.0034
 311  5286    22170       48    0.2384 +- 0.0036   0.2390 +- 0.0037
 312  5411    23524       52    0.2300 +- 0.0035   0.2306 +- 0.0035
 313  5332    24266       30    0.2197 +- 0.0033   0.2200 +- 0.0033
 314  5280    23709       37    0.2227 +- 0.0034   0.2231 +- 0.0034
 315  5587    23939       58    0.2334 +- 0.0035   0.2340 +- 0.0035
 316  5262    23914       56    0.2200 +- 0.0034   0.2206 +- 0.0034
 317  5585    25538       40    0.2187 +- 0.0032   0.2191 +- 0.0032
 318  5918    26302       47    0.2250 +- 0.0032   0.2255 +- 0.0032
 319  5933    25748       39    0.2304 +- 0.0033   0.2308 +- 0.0033
 320  6546    27758       40    0.2358 +- 0.0032   0.2362 +- 0.0032
 321  6493    28707       37    0.2262 +- 0.0031   0.2265 +- 0.0031
 322  6970    29424       46    0.2369 +- 0.0032   0.2373 +- 0.0032
 323  4225    19315       39    0.2187 +- 0.0037   0.2192 +- 0.0037
 324  3793    17166       32    0.2210 +- 0.0040   0.2214 +- 0.0040
 325  6603    28053       38    0.2354 +- 0.0032   0.2357 +- 0.0032
 326  6434    28023       49    0.2296 +- 0.0032   0.2301 +- 0.0032
 327  7077    30484       47    0.2322 +- 0.0031   0.2326 +- 0.0031
 328  7572    33351       33    0.2270 +- 0.0029   0.2273 +- 0.0029
 329  7437    33243       45    0.2237 +- 0.0029   0.2241 +- 0.0029
 330  6849    34042       53    0.2012 +- 0.0027   0.2015 +- 0.0027
 331  6537    34342       33    0.1904 +- 0.0026   0.1906 +- 0.0026
 332  6170    31412       35    0.1964 +- 0.0027   0.1967 +- 0.0027
 333  6494    31996       42    0.2030 +- 0.0028   0.2033 +- 0.0028
 334  9076    41141       47    0.2206 +- 0.0026   0.2209 +- 0.0026
 335  9272    40823       49    0.2271 +- 0.0026   0.2274 +- 0.0026
 336 10983    41329       43    0.2657 +- 0.0029   0.2661 +- 0.0029
 337     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 338     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 339     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 340     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 341     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 342     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 343     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 344     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 345     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 346     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 347     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 348     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 349     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 350     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 351     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000

Mean tagging efficiency  0.2685 +-  0.0006
	                       0.2659 +-  0.0006 without background subtraction

