 Tagging efficiency calculation
 J.R.M.Annand 2008.10.02
Clock = 7.88047e+08   Inhib.Clock = 3.53851e+08   Live = 0.449023
Backgr.clock = 9.00221e+08    Backgr.Inhib.clock = 2.78878e+08  Live = 0.309789
Background scale factor =  1.26884

  Chan  Hits  Scaler Background     TaggEff        TaggEff(back-sub)
  24   403     1168       18    0.3450 +- 0.0199   0.3519 +- 0.0205
  25   407     1785       24    0.2280 +- 0.0125   0.2320 +- 0.0128
  26   377     1263       14    0.2985 +- 0.0175   0.3028 +- 0.0179
  27   412     1488       19    0.2769 +- 0.0154   0.2814 +- 0.0158
  28   457     1759       19    0.2598 +- 0.0136   0.2634 +- 0.0139
  29   380     1477       12    0.2573 +- 0.0148   0.2600 +- 0.0150
  30   478     1803       18    0.2651 +- 0.0136   0.2685 +- 0.0139
  31   283      952       15    0.2973 +- 0.0201   0.3033 +- 0.0207
  32   302     1747       22    0.1729 +- 0.0108   0.1757 +- 0.0110
  33   339     1770       18    0.1915 +- 0.0114   0.1940 +- 0.0115
  34   334     1109       15    0.3012 +- 0.0188   0.3064 +- 0.0193
  35   438     1539       22    0.2846 +- 0.0154   0.2899 +- 0.0158
  36   396     1596       16    0.2481 +- 0.0139   0.2513 +- 0.0142
  37   403     1606       15    0.2509 +- 0.0140   0.2539 +- 0.0142
  38   433     1622       22    0.2670 +- 0.0144   0.2716 +- 0.0148
  39    53      222        8    0.2387 +- 0.0365   0.2502 +- 0.0388
  40    42      172       10    0.2442 +- 0.0420   0.2636 +- 0.0466
  41   458     1588       19    0.2884 +- 0.0153   0.2929 +- 0.0156
  42   403     1590       21    0.2535 +- 0.0141   0.2578 +- 0.0145
  43   416     1646       26    0.2527 +- 0.0139   0.2579 +- 0.0142
  44   437     1553       23    0.2814 +- 0.0152   0.2868 +- 0.0156
  45   445     1642       23    0.2710 +- 0.0145   0.2759 +- 0.0148
  46   457     1602       22    0.2853 +- 0.0151   0.2903 +- 0.0155
  47   470     1707       28    0.2753 +- 0.0143   0.2812 +- 0.0148
  48   439     1512       20    0.2903 +- 0.0157   0.2953 +- 0.0161
  49   435     1717       24    0.2533 +- 0.0136   0.2579 +- 0.0139
  50   388     1520       24    0.2553 +- 0.0145   0.2605 +- 0.0149
  51   467     1653       28    0.2825 +- 0.0148   0.2887 +- 0.0153
  52   156      694        7    0.2248 +- 0.0199   0.2277 +- 0.0203
  53   206      798       11    0.2581 +- 0.0202   0.2627 +- 0.0207
  54   489     1710       21    0.2860 +- 0.0147   0.2905 +- 0.0150
  55   448     1616       16    0.2772 +- 0.0148   0.2808 +- 0.0151
  56   435     1652       17    0.2633 +- 0.0142   0.2668 +- 0.0144
  57   489     1743       17    0.2806 +- 0.0144   0.2841 +- 0.0146
  58   435     1579       19    0.2755 +- 0.0149   0.2798 +- 0.0152
  59   482     1613       12    0.2988 +- 0.0155   0.3017 +- 0.0157
  60   259      921       15    0.2812 +- 0.0198   0.2872 +- 0.0204
  61   218      845       18    0.2580 +- 0.0196   0.2652 +- 0.0203
  62   461     1657       18    0.2782 +- 0.0146   0.2821 +- 0.0149
  63   458     1666       14    0.2749 +- 0.0145   0.2779 +- 0.0147
  64   487     1869       23    0.2606 +- 0.0133   0.2647 +- 0.0135
  65   474     1800       29    0.2633 +- 0.0136   0.2688 +- 0.0140
  66   478     1733       21    0.2758 +- 0.0142   0.2801 +- 0.0146
  67   473     1735       22    0.2726 +- 0.0141   0.2771 +- 0.0145
  68   525     1865       21    0.2815 +- 0.0139   0.2856 +- 0.0142
  69   526     1785       21    0.2947 +- 0.0146   0.2991 +- 0.0149
  70   274     1114        8    0.2460 +- 0.0166   0.2482 +- 0.0168
  71   336     1271       14    0.2644 +- 0.0162   0.2681 +- 0.0165
  72   490     1764       19    0.2778 +- 0.0142   0.2816 +- 0.0145
  73   525     1987       33    0.2642 +- 0.0130   0.2699 +- 0.0133
  74   500     1958       26    0.2554 +- 0.0128   0.2597 +- 0.0131
  75   442     1744       24    0.2534 +- 0.0135   0.2579 +- 0.0138
  76   418     1618       21    0.2583 +- 0.0142   0.2627 +- 0.0145
  77   518     2007       20    0.2581 +- 0.0127   0.2614 +- 0.0129
  78   531     2004       24    0.2650 +- 0.0129   0.2691 +- 0.0132
  79   543     1971       21    0.2755 +- 0.0134   0.2793 +- 0.0136
  80   547     1953       26    0.2801 +- 0.0135   0.2849 +- 0.0139
  81   511     1975       24    0.2587 +- 0.0128   0.2628 +- 0.0131
  82   454     1886       24    0.2407 +- 0.0126   0.2447 +- 0.0129
  83   542     1963       22    0.2761 +- 0.0134   0.2801 +- 0.0137
  84   546     2060       24    0.2650 +- 0.0128   0.2690 +- 0.0130
  85   530     1886       22    0.2810 +- 0.0138   0.2852 +- 0.0141
  86   540     1863       12    0.2899 +- 0.0142   0.2922 +- 0.0143
  87   539     1974       24    0.2730 +- 0.0133   0.2773 +- 0.0136
  88   534     2103       18    0.2539 +- 0.0123   0.2567 +- 0.0125
  89   528     1926       15    0.2741 +- 0.0135   0.2769 +- 0.0136
  90   521     2031       18    0.2565 +- 0.0126   0.2594 +- 0.0128
  91   584     2152       24    0.2714 +- 0.0127   0.2753 +- 0.0129
  92   573     2147       16    0.2669 +- 0.0125   0.2694 +- 0.0127
  93   577     2204       26    0.2618 +- 0.0122   0.2658 +- 0.0125
  94   584     2267       21    0.2576 +- 0.0120   0.2607 +- 0.0121
  95   566     2250       23    0.2516 +- 0.0118   0.2549 +- 0.0120
  96   541     2166       23    0.2498 +- 0.0120   0.2532 +- 0.0122
  97   378     1490       16    0.2537 +- 0.0146   0.2572 +- 0.0149
  98   625     2179       31    0.2868 +- 0.0130   0.2921 +- 0.0133
  99   622     2308       36    0.2695 +- 0.0122   0.2749 +- 0.0125
 100   581     2247       34    0.2586 +- 0.0120   0.2636 +- 0.0124
 101   536     2029       22    0.2642 +- 0.0128   0.2679 +- 0.0131
 102   541     2124       32    0.2547 +- 0.0123   0.2597 +- 0.0126
 103   583     2255       28    0.2585 +- 0.0120   0.2627 +- 0.0123
 104   544     2003       20    0.2716 +- 0.0131   0.2751 +- 0.0134
 105   596     2251       18    0.2648 +- 0.0122   0.2675 +- 0.0124
 106   526     1917       13    0.2744 +- 0.0135   0.2768 +- 0.0137
 107   642     2344       14    0.2739 +- 0.0122   0.2760 +- 0.0123
 108   618     2365       21    0.2613 +- 0.0118   0.2643 +- 0.0120
 109   650     2445       28    0.2658 +- 0.0117   0.2698 +- 0.0120
 110   652     2394       25    0.2723 +- 0.0120   0.2760 +- 0.0123
 111   637     2355       26    0.2705 +- 0.0121   0.2743 +- 0.0123
 112   651     2361       14    0.2757 +- 0.0122   0.2778 +- 0.0123
 113   709     2528       16    0.2805 +- 0.0119   0.2827 +- 0.0121
 114   646     2357       21    0.2741 +- 0.0122   0.2772 +- 0.0124
 115   660     2466       27    0.2676 +- 0.0117   0.2714 +- 0.0120
 116   603     2425       19    0.2487 +- 0.0113   0.2512 +- 0.0115
 117   643     2410       26    0.2668 +- 0.0118   0.2705 +- 0.0121
 118   650     2250       15    0.2889 +- 0.0129   0.2914 +- 0.0130
 119   525     2097       10    0.2504 +- 0.0122   0.2519 +- 0.0123
 120   581     2225       11    0.2611 +- 0.0122   0.2628 +- 0.0123
 121   696     2709       28    0.2569 +- 0.0109   0.2603 +- 0.0111
 122   675     2643       29    0.2554 +- 0.0110   0.2590 +- 0.0112
 123   720     2752       23    0.2616 +- 0.0110   0.2644 +- 0.0111
 124   645     2522       26    0.2557 +- 0.0113   0.2591 +- 0.0115
 125   648     2616       29    0.2477 +- 0.0109   0.2512 +- 0.0111
 126   723     2661       23    0.2717 +- 0.0114   0.2747 +- 0.0116
 127   615     2358       27    0.2608 +- 0.0118   0.2647 +- 0.0120
 128   680     2562       35    0.2654 +- 0.0114   0.2701 +- 0.0117
 129   728     2769       28    0.2629 +- 0.0110   0.2663 +- 0.0111
 130   627     2629       22    0.2385 +- 0.0106   0.2411 +- 0.0107
 131   680     2779       24    0.2447 +- 0.0105   0.2474 +- 0.0106
 132   669     2691       24    0.2486 +- 0.0107   0.2515 +- 0.0109
 133   683     2680       26    0.2549 +- 0.0109   0.2580 +- 0.0111
 134   721     2759       29    0.2613 +- 0.0109   0.2649 +- 0.0111
 135   719     2769       26    0.2597 +- 0.0109   0.2628 +- 0.0110
 136   719     2806       17    0.2562 +- 0.0107   0.2582 +- 0.0108
 137   830     2916       22    0.2846 +- 0.0112   0.2874 +- 0.0113
 138   748     2869       26    0.2607 +- 0.0107   0.2638 +- 0.0109
 139   751     2799       22    0.2683 +- 0.0110   0.2710 +- 0.0112
 140   558     2099       12    0.2658 +- 0.0127   0.2678 +- 0.0128
 141   497     1964       11    0.2531 +- 0.0127   0.2549 +- 0.0128
 142   697     2825       24    0.2467 +- 0.0104   0.2494 +- 0.0106
 143   749     3084       24    0.2429 +- 0.0099   0.2453 +- 0.0100
 144   747     2976       31    0.2510 +- 0.0103   0.2544 +- 0.0105
 145   748     2957       22    0.2530 +- 0.0104   0.2554 +- 0.0105
 146   700     2884       13    0.2427 +- 0.0102   0.2441 +- 0.0103
 147   815     3206       18    0.2542 +- 0.0100   0.2560 +- 0.0101
 148   839     3059       17    0.2743 +- 0.0107   0.2762 +- 0.0108
 149   806     3162       19    0.2549 +- 0.0101   0.2569 +- 0.0102
 150   807     3093       26    0.2609 +- 0.0103   0.2637 +- 0.0105
 151   815     3064       31    0.2660 +- 0.0105   0.2695 +- 0.0107
 152   744     3092       15    0.2406 +- 0.0098   0.2421 +- 0.0099
 153   750     4277       21    0.1754 +- 0.0069   0.1765 +- 0.0070
 154   803     3039       13    0.2642 +- 0.0105   0.2657 +- 0.0106
 155   805     3091       12    0.2604 +- 0.0103   0.2617 +- 0.0104
 156   779     3200       19    0.2434 +- 0.0097   0.2453 +- 0.0098
 157   786     3300       22    0.2382 +- 0.0095   0.2402 +- 0.0096
 158   905     3338       23    0.2711 +- 0.0102   0.2735 +- 0.0103
 159   815     3159       28    0.2580 +- 0.0101   0.2609 +- 0.0103
 160   840     3578       25    0.2348 +- 0.0090   0.2369 +- 0.0091
 161   601     3621       30    0.1660 +- 0.0073   0.1677 +- 0.0074
 162   891     4342       32    0.2052 +- 0.0075   0.2071 +- 0.0076
 163   724     2602       28    0.2782 +- 0.0117   0.2821 +- 0.0119
 164   901     3392       22    0.2656 +- 0.0100   0.2678 +- 0.0101
 165   849     3579       31    0.2372 +- 0.0091   0.2399 +- 0.0092
 166   678     2811       17    0.2412 +- 0.0103   0.2431 +- 0.0104
 167   696     2685       20    0.2592 +- 0.0110   0.2617 +- 0.0112
 168   919     3592       25    0.2558 +- 0.0095   0.2581 +- 0.0096
 169   893     3489       23    0.2559 +- 0.0096   0.2581 +- 0.0097
 170   882     3466       31    0.2545 +- 0.0096   0.2574 +- 0.0097
 171   903     3442       16    0.2623 +- 0.0098   0.2639 +- 0.0099
 172   878     3445       20    0.2549 +- 0.0096   0.2568 +- 0.0097
 173   726     2993       23    0.2426 +- 0.0100   0.2450 +- 0.0102
 174   673     2939       20    0.2290 +- 0.0098   0.2310 +- 0.0099
 175   838     3580       11    0.2341 +- 0.0090   0.2350 +- 0.0090
 176   936     3823       15    0.2448 +- 0.0089   0.2461 +- 0.0090
 177   875     3550       22    0.2465 +- 0.0093   0.2484 +- 0.0094
 178   917     3623       24    0.2531 +- 0.0094   0.2553 +- 0.0095
 179   926     3774       28    0.2454 +- 0.0090   0.2477 +- 0.0091
 180  1042     3854       34    0.2704 +- 0.0094   0.2734 +- 0.0096
 181   956     3550       27    0.2693 +- 0.0098   0.2719 +- 0.0099
 182   951     4253       26    0.2236 +- 0.0080   0.2254 +- 0.0081
 183   807     3743       24    0.2156 +- 0.0084   0.2174 +- 0.0085
 184  1084     4195       27    0.2584 +- 0.0088   0.2605 +- 0.0089
 185  1037     4062       26    0.2553 +- 0.0089   0.2574 +- 0.0090
 186  1033     4309       26    0.2397 +- 0.0083   0.2416 +- 0.0084
 187   891     4031       17    0.2210 +- 0.0082   0.2222 +- 0.0082
 188  1035     4226       16    0.2449 +- 0.0085   0.2461 +- 0.0085
 189   951     4081       33    0.2330 +- 0.0084   0.2354 +- 0.0085
 190  1032     4249       27    0.2429 +- 0.0084   0.2449 +- 0.0085
 191  1085     4151       27    0.2614 +- 0.0089   0.2636 +- 0.0090
 192  1087     4079       32    0.2665 +- 0.0091   0.2692 +- 0.0092
 193  1003     4246       28    0.2362 +- 0.0083   0.2382 +- 0.0084
 194   971     4200       20    0.2312 +- 0.0082   0.2326 +- 0.0083
 195  1102     4445       28    0.2479 +- 0.0083   0.2499 +- 0.0084
 196  1128     4208       24    0.2681 +- 0.0090   0.2700 +- 0.0091
 197  1058     4033       20    0.2623 +- 0.0091   0.2640 +- 0.0091
 198  1029     3991       14    0.2578 +- 0.0090   0.2590 +- 0.0091
 199   623     2727       10    0.2285 +- 0.0101   0.2295 +- 0.0102
 200   966     4131        7    0.2338 +- 0.0084   0.2343 +- 0.0084
 201  1006     3883       20    0.2591 +- 0.0092   0.2608 +- 0.0092
 202   734     4530       29    0.1620 +- 0.0064   0.1634 +- 0.0065
 203   284     6264     2067    0.0453 +- 0.0028   0.0780 +- 0.0051
 204   506     4390      332    0.1153 +- 0.0054   0.1275 +- 0.0061
 205   804     4832       41    0.1664 +- 0.0063   0.1682 +- 0.0064
 206  1144     4921       33    0.2325 +- 0.0076   0.2345 +- 0.0077
 207  1193     5000       38    0.2386 +- 0.0077   0.2409 +- 0.0078
 208  1221     4972       35    0.2456 +- 0.0078   0.2478 +- 0.0079
 209  1110     4668       26    0.2378 +- 0.0079   0.2395 +- 0.0080
 210  1186     5220       26    0.2272 +- 0.0073   0.2286 +- 0.0074
 211  1138     4859       18    0.2342 +- 0.0077   0.2353 +- 0.0078
 212  1198     4991       27    0.2400 +- 0.0077   0.2417 +- 0.0078
 213  1285     5173       31    0.2484 +- 0.0077   0.2503 +- 0.0078
 214  1184     4818       23    0.2457 +- 0.0080   0.2472 +- 0.0080
 215  1297     5109       21    0.2539 +- 0.0079   0.2552 +- 0.0079
 216  1249     4917       21    0.2540 +- 0.0080   0.2554 +- 0.0081
 217  1157     4582       20    0.2525 +- 0.0083   0.2539 +- 0.0084
 218  1350     5387       24    0.2506 +- 0.0076   0.2520 +- 0.0077
 219  1277     5655       28    0.2258 +- 0.0070   0.2272 +- 0.0071
 220  1084     4825       16    0.2247 +- 0.0076   0.2256 +- 0.0076
 221  1199     5012       22    0.2392 +- 0.0077   0.2406 +- 0.0077
 222  1312     5458       34    0.2404 +- 0.0074   0.2423 +- 0.0075
 223  1446     5740       31    0.2519 +- 0.0074   0.2537 +- 0.0075
 224  1251     5648       39    0.2215 +- 0.0069   0.2235 +- 0.0070
 225  1396     6146       24    0.2271 +- 0.0067   0.2283 +- 0.0068
 226  1125     5011       21    0.2245 +- 0.0074   0.2257 +- 0.0075
 227  1348     5108       23    0.2639 +- 0.0081   0.2654 +- 0.0081
 228  1396     5820       26    0.2399 +- 0.0071   0.2412 +- 0.0072
 229  1503     6201       26    0.2424 +- 0.0070   0.2437 +- 0.0070
 230  1490     5999       20    0.2484 +- 0.0072   0.2494 +- 0.0072
 231  1463     5881       26    0.2488 +- 0.0073   0.2502 +- 0.0073
 232  1485     6287       29    0.2362 +- 0.0068   0.2376 +- 0.0069
 233  1347     5884       19    0.2289 +- 0.0069   0.2299 +- 0.0070
 234  1313     5929       19    0.2215 +- 0.0068   0.2224 +- 0.0068
 235  1437     6101       25    0.2355 +- 0.0069   0.2368 +- 0.0070
 236  1405     6374       32    0.2204 +- 0.0065   0.2218 +- 0.0066
 237  1440     6461       33    0.2229 +- 0.0065   0.2243 +- 0.0066
 238  1530     6309       17    0.2425 +- 0.0069   0.2433 +- 0.0069
 239  1438     5709       18    0.2519 +- 0.0074   0.2529 +- 0.0075
 240  1441     6094       20    0.2365 +- 0.0069   0.2375 +- 0.0070
 241  1494     6510       13    0.2295 +- 0.0066   0.2301 +- 0.0066
 242  1596     6908       22    0.2310 +- 0.0064   0.2320 +- 0.0065
 243  1513     6732       18    0.2247 +- 0.0064   0.2255 +- 0.0064
 244  1655     6674       22    0.2480 +- 0.0068   0.2490 +- 0.0068
 245  1646     6743       18    0.2441 +- 0.0067   0.2449 +- 0.0067
 246  1594     6918       26    0.2304 +- 0.0064   0.2315 +- 0.0064
 247  1604     7031       29    0.2281 +- 0.0063   0.2293 +- 0.0064
 248  1594     7202       14    0.2213 +- 0.0061   0.2219 +- 0.0061
 249  1617     7103       20    0.2277 +- 0.0063   0.2285 +- 0.0063
 250  1608     6737       14    0.2387 +- 0.0066   0.2393 +- 0.0066
 251  1528     6085       15    0.2511 +- 0.0072   0.2519 +- 0.0072
 252  1541     6655       14    0.2316 +- 0.0065   0.2322 +- 0.0066
 253  1642     7367       22    0.2229 +- 0.0061   0.2237 +- 0.0061
 254  1695     7853       18    0.2158 +- 0.0058   0.2165 +- 0.0058
 255  1783     8063       32    0.2211 +- 0.0058   0.2223 +- 0.0058
 256  1676     7928       26    0.2114 +- 0.0057   0.2123 +- 0.0057
 257  1639     8239       21    0.1989 +- 0.0054   0.1996 +- 0.0054
 258  1712     8553       27    0.2002 +- 0.0053   0.2010 +- 0.0053
 259  1802     8403       26    0.2144 +- 0.0056   0.2153 +- 0.0056
 260  2193     8845       32    0.2479 +- 0.0059   0.2491 +- 0.0060
 261   554     2581       13    0.2146 +- 0.0101   0.2160 +- 0.0101
 262  2230     8725       25    0.2556 +- 0.0061   0.2565 +- 0.0061
 263  2039     7772       27    0.2624 +- 0.0065   0.2635 +- 0.0066
 264   960     3982       16    0.2411 +- 0.0087   0.2423 +- 0.0087
 265   730     3258       14    0.2241 +- 0.0092   0.2253 +- 0.0092
 266  2046     7854        6    0.2605 +- 0.0065   0.2608 +- 0.0065
 267  1583     7464       28    0.2121 +- 0.0059   0.2131 +- 0.0059
 268  1749     8882      138    0.1969 +- 0.0052   0.2009 +- 0.0053
 269  1514     8430      135    0.1796 +- 0.0050   0.1833 +- 0.0051
 270  1982    10011       33    0.1980 +- 0.0049   0.1988 +- 0.0049
 271  2007     9439       54    0.2126 +- 0.0052   0.2142 +- 0.0053
 272  2270    10780       38    0.2106 +- 0.0049   0.2115 +- 0.0049
 273  2132     9167       40    0.2326 +- 0.0056   0.2339 +- 0.0056
 274  2253     8729       33    0.2581 +- 0.0061   0.2593 +- 0.0061
 275  2283     9399       26    0.2429 +- 0.0057   0.2438 +- 0.0057
 276  2057     9303       31    0.2211 +- 0.0054   0.2221 +- 0.0054
 277  2238     9881       36    0.2265 +- 0.0053   0.2275 +- 0.0053
 278  2410     9767       26    0.2467 +- 0.0056   0.2476 +- 0.0056
 279  2351     9630       29    0.2441 +- 0.0056   0.2451 +- 0.0056
 280  2408    11025       20    0.2184 +- 0.0049   0.2189 +- 0.0049
 281  2102     9922       20    0.2119 +- 0.0051   0.2124 +- 0.0051
 282  2016     9096       24    0.2216 +- 0.0055   0.2224 +- 0.0055
 283  1791     8498       13    0.2108 +- 0.0055   0.2112 +- 0.0055
 284  1892     8732       17    0.2167 +- 0.0055   0.2172 +- 0.0055
 285  2444    10969       27    0.2228 +- 0.0050   0.2235 +- 0.0050
 286  2531    11075       35    0.2285 +- 0.0050   0.2295 +- 0.0051
 287  2494    10690       27    0.2333 +- 0.0052   0.2341 +- 0.0052
 288  3019    11899       33    0.2537 +- 0.0052   0.2546 +- 0.0052
 289  1570     6625       30    0.2370 +- 0.0067   0.2384 +- 0.0067
 290  3147    12992       50    0.2422 +- 0.0048   0.2434 +- 0.0048
 291  1885     8298       28    0.2272 +- 0.0058   0.2281 +- 0.0058
 292  2525    10555       37    0.2392 +- 0.0053   0.2403 +- 0.0053
 293  2872    13062       73    0.2199 +- 0.0045   0.2214 +- 0.0046
 294  2877    13888       58    0.2072 +- 0.0042   0.2083 +- 0.0043
 295  2617    12874       57    0.2033 +- 0.0044   0.2044 +- 0.0044
 296  2785    13600       54    0.2048 +- 0.0043   0.2058 +- 0.0043
 297  2777    13583       44    0.2044 +- 0.0043   0.2053 +- 0.0043
 298  3036    13558       49    0.2239 +- 0.0045   0.2250 +- 0.0045
 299  3437    14486       46    0.2373 +- 0.0045   0.2382 +- 0.0045
 300  3164    14503       33    0.2182 +- 0.0043   0.2188 +- 0.0043
 301  3104    15157       46    0.2048 +- 0.0040   0.2056 +- 0.0041
 302  3070    15155       35    0.2026 +- 0.0040   0.2032 +- 0.0040
 303  3309    15103       54    0.2191 +- 0.0042   0.2201 +- 0.0042
 304  3410    15443       77    0.2208 +- 0.0042   0.2222 +- 0.0042
 305  3233    16111       53    0.2007 +- 0.0039   0.2015 +- 0.0039
 306  3203    16779       51    0.1909 +- 0.0037   0.1916 +- 0.0037
 307  4067    17420       77    0.2335 +- 0.0041   0.2348 +- 0.0041
 308   993    15942      345    0.0623 +- 0.0020   0.0640 +- 0.0021
 309  2963    17863       53    0.1659 +- 0.0033   0.1665 +- 0.0033
 310  3766    18054       43    0.2086 +- 0.0037   0.2092 +- 0.0038
 311  3738    17032       39    0.2195 +- 0.0040   0.2201 +- 0.0040
 312  3856    18238       46    0.2114 +- 0.0037   0.2121 +- 0.0038
 313  3783    18637       41    0.2030 +- 0.0036   0.2036 +- 0.0036
 314  3778    17990       44    0.2100 +- 0.0038   0.2107 +- 0.0038
 315  3888    18524       43    0.2099 +- 0.0037   0.2105 +- 0.0037
 316  3789    18707       30    0.2025 +- 0.0036   0.2030 +- 0.0036
 317  4052    19959       33    0.2030 +- 0.0035   0.2034 +- 0.0035
 318  4260    20518       28    0.2076 +- 0.0035   0.2080 +- 0.0035
 319  4159    19591       32    0.2123 +- 0.0036   0.2127 +- 0.0036
 320  4702    21330       37    0.2204 +- 0.0036   0.2209 +- 0.0036
 321  4711    22204       32    0.2122 +- 0.0034   0.2126 +- 0.0034
 322  4799    22826       34    0.2102 +- 0.0033   0.2106 +- 0.0033
 323  3440    17360       14    0.1982 +- 0.0037   0.1984 +- 0.0037
 324  3341    15841       29    0.2109 +- 0.0040   0.2114 +- 0.0040
 325  4754    22200       34    0.2141 +- 0.0034   0.2146 +- 0.0034
 326  4748    22285       27    0.2131 +- 0.0034   0.2134 +- 0.0034
 327  5196    24104       41    0.2156 +- 0.0033   0.2160 +- 0.0033
 328  5564    26268       43    0.2118 +- 0.0031   0.2123 +- 0.0031
 329  5411    25890       48    0.2090 +- 0.0031   0.2095 +- 0.0031
 330  5009    26653       65    0.1879 +- 0.0029   0.1885 +- 0.0029
 331  4823    27579       31    0.1749 +- 0.0027   0.1751 +- 0.0027
 332  4745    26478       25    0.1792 +- 0.0028   0.1794 +- 0.0028
 333  5040    26724       39    0.1886 +- 0.0029   0.1889 +- 0.0029
 334  6310    31981       55    0.1973 +- 0.0027   0.1977 +- 0.0027
 335  6638    31525       47    0.2106 +- 0.0028   0.2110 +- 0.0029
 336  7688    31706       50    0.2425 +- 0.0031   0.2430 +- 0.0031
 337     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 338     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 339     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 340     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 341     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 342     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 343     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 344     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 345     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 346     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 347     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 348     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 349     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 350     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 351     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000

Mean tagging efficiency  0.2497 +-  0.0007
	                       0.2469 +-  0.0006 without background subtraction

