  0 0.0000 0.0000
  1 0.3555 0.0293
  2 0.5749 0.0524
  3 0.2127 0.0156
  4 0.0945 0.0096
  5 0.1725 0.0151
  6 0.3191 0.0193
  7 0.2442 0.0145
  8 0.2364 0.0141
  9 0.2786 0.0161
 10 0.2086 0.0130
 11 0.2940 0.0189
 12 0.2499 0.0144
 13 0.6138 0.0407
 14 0.7132 0.0448
 15 0.9126 0.0617
 16 0.4434 0.0246
 17 0.4116 0.0232
 18 0.4428 0.0258
 19 0.3960 0.0227
 20 0.3300 0.0176
 21 0.1677 0.0119
 22 0.2285 0.0140
 23 0.4774 0.0328
 24 0.3482 0.0209
 25 0.2510 0.0133
 26 0.2997 0.0190
 27 0.3239 0.0179
 28 0.2915 0.0160
 29 0.2660 0.0156
 30 0.2844 0.0153
 31 0.3180 0.0217
 32 0.2098 0.0132
 33 0.2152 0.0129
 34 0.3020 0.0197
 35 0.3083 0.0171
 36 0.2797 0.0158
 37 0.2780 0.0159
 38 0.3208 0.0175
 39 0.2390 0.0386
 40 0.2283 0.0365
 41 0.3200 0.0175
 42 0.2809 0.0160
 43 0.3090 0.0170
 44 0.2994 0.0167
 45 0.2850 0.0162
 46 0.2951 0.0165
 47 0.3147 0.0170
 48 0.2975 0.0173
 49 0.2969 0.0154
 50 0.2792 0.0160
 51 0.3129 0.0168
 52 0.2461 0.0225
 53 0.2834 0.0223
 54 0.3197 0.0169
 55 0.3116 0.0171
 56 0.2928 0.0161
 57 0.2669 0.0149
 58 0.2795 0.0161
 59 0.3236 0.0179
 60 0.3263 0.0233
 61 0.2722 0.0209
 62 0.3106 0.0169
 63 0.2833 0.0156
 64 0.2633 0.0144
 65 0.3227 0.0163
 66 0.3240 0.0168
 67 0.2953 0.0156
 68 0.3037 0.0158
 69 0.3079 0.0162
 70 0.3109 0.0204
 71 0.3156 0.0191
 72 0.3414 0.0166
 73 0.3192 0.0156
 74 0.2728 0.0147
 75 0.3075 0.0165
 76 0.3221 0.0164
 77 0.3576 0.0161
 78 0.3582 0.0160
 79 0.3942 0.0177
 80 0.3586 0.0156
 81 0.3542 0.0160
 82 0.3371 0.0159
 83 0.3494 0.0159
 84 0.3603 0.0155
 85 0.3630 0.0162
 86 0.3763 0.0167
 87 0.3629 0.0161
 88 0.3722 0.0161
 89 0.3423 0.0161
 90 0.3481 0.0155
 91 0.3646 0.0155
 92 0.3697 0.0156
 93 0.3515 0.0148
 94 0.3363 0.0143
 95 0.3347 0.0144
 96 0.3591 0.0157
 97 0.3770 0.0193
 98 0.3589 0.0148
 99 0.3406 0.0144
100 0.3409 0.0146
101 0.3261 0.0149
102 0.3422 0.0147
103 0.3225 0.0140
104 0.3085 0.0146
105 0.3416 0.0145
106 0.3497 0.0158
107 0.3390 0.0142
108 0.3309 0.0139
109 0.3482 0.0143
110 0.3293 0.0140
111 0.3386 0.0143
112 0.2949 0.0129
113 0.2982 0.0128
114 0.3162 0.0135
115 0.3026 0.0132
116 0.3075 0.0130
117 0.3153 0.0137
118 0.3280 0.0145
119 0.2818 0.0130
120 0.2965 0.0132
121 0.2969 0.0123
122 0.3014 0.0126
123 0.3048 0.0127
124 0.2981 0.0127
125 0.2949 0.0126
126 0.2942 0.0124
127 0.3217 0.0140
128 0.3085 0.0130
129 0.2865 0.0121
130 0.2947 0.0123
131 0.2756 0.0119
132 0.3013 0.0124
133 0.2803 0.0121
134 0.2968 0.0121
135 0.2806 0.0115
136 0.2943 0.0120
137 0.2956 0.0124
138 0.2976 0.0120
139 0.2913 0.0122
140 0.2728 0.0130
141 0.2733 0.0136
142 0.2943 0.0121
143 0.2636 0.0110
144 0.2808 0.0116
145 0.2742 0.0115
146 0.2786 0.0119
147 0.2746 0.0112
148 0.2884 0.0117
149 0.2833 0.0112
150 0.2835 0.0118
151 0.2705 0.0113
152 0.2588 0.0109
153 0.1970 0.0079
154 0.2582 0.0110
155 0.2711 0.0109
156 0.2521 0.0105
157 0.2539 0.0104
158 0.2584 0.0106
159 0.2732 0.0108
160 0.2453 0.0098
161 0.1654 0.0078
162 0.2217 0.0085
163 0.3063 0.0132
164 0.2787 0.0109
165 0.2547 0.0101
166 0.2475 0.0115
167 0.2705 0.0121
168 0.2657 0.0104
169 0.2708 0.0107
170 0.2720 0.0107
171 0.2650 0.0105
172 0.2682 0.0104
173 0.2624 0.0112
174 0.2510 0.0110
175 0.2586 0.0103
176 0.2630 0.0101
177 0.2798 0.0105
178 0.2730 0.0105
179 0.2653 0.0100
180 0.2856 0.0104
181 0.2585 0.0102
182 0.2187 0.0085
183 0.2063 0.0086
184 0.2622 0.0097
185 0.2425 0.0091
186 0.2545 0.0093
187 0.2438 0.0091
188 0.2512 0.0092
189 0.2518 0.0095
190 0.2553 0.0094
191 0.2800 0.0101
192 0.2903 0.0104
193 0.2575 0.0096
194 0.2349 0.0087
195 0.2547 0.0093
196 0.2853 0.0099
197 0.2720 0.0102
198 0.2670 0.0097
199 0.2603 0.0116
200 0.2785 0.0098
201 0.2842 0.0102
202 0.1875 0.0075
203 0.0855 0.0057
204 0.1469 0.0071
205 0.1886 0.0072
206 0.2641 0.0089
207 0.2713 0.0090
208 0.2732 0.0090
209 0.2708 0.0091
210 0.2643 0.0086
211 0.2451 0.0085
212 0.2574 0.0086
213 0.2747 0.0088
214 0.2717 0.0094
215 0.2723 0.0087
216 0.2844 0.0092
217 0.2903 0.0099
218 0.2729 0.0087
219 0.2533 0.0081
220 0.2524 0.0088
221 0.2339 0.0082
222 0.2509 0.0082
223 0.2582 0.0082
224 0.2510 0.0080
225 0.2358 0.0074
226 0.2571 0.0086
227 0.2740 0.0089
228 0.2696 0.0082
229 0.2645 0.0081
230 0.2797 0.0083
231 0.2708 0.0080
232 0.2771 0.0080
233 0.2835 0.0080
234 0.2782 0.0079
235 0.2929 0.0081
236 0.2783 0.0075
237 0.2822 0.0076
238 0.3264 0.0085
239 0.3289 0.0089
240 0.3157 0.0083
241 0.2865 0.0076
242 0.2974 0.0076
243 0.2951 0.0078
244 0.3060 0.0078
245 0.3049 0.0079
246 0.2861 0.0075
247 0.2681 0.0071
248 0.2774 0.0072
249 0.2860 0.0075
250 0.2766 0.0076
251 0.3011 0.0084
252 0.2903 0.0077
253 0.2707 0.0072
254 0.2620 0.0067
255 0.2644 0.0067
256 0.2478 0.0065
257 0.2282 0.0061
258 0.2417 0.0062
259 0.2627 0.0065
260 0.2899 0.0068
261 0.2315 0.0109
262 0.3001 0.0071
263 0.2969 0.0075
264 0.2660 0.0092
265 0.2498 0.0097
266 0.3020 0.0075
267 0.2335 0.0066
268 0.2276 0.0060
269 0.2093 0.0058
270 0.2271 0.0056
271 0.2437 0.0059
272 0.2446 0.0056
273 0.2605 0.0063
274 0.2841 0.0067
275 0.2633 0.0063
276 0.2499 0.0061
277 0.2625 0.0060
278 0.2749 0.0063
279 0.2808 0.0064
280 0.2540 0.0057
281 0.2646 0.0061
282 0.2960 0.0065
283 0.3211 0.0067
284 0.3602 0.0069
285 0.4278 0.0064
286 0.4617 0.0064
287 0.4806 0.0064
288 0.5299 0.0064
289 0.5117 0.0083
290 0.5115 0.0060
291 0.4766 0.0070
292 0.5014 0.0066
293 0.4493 0.0056
294 0.4259 0.0053
295 0.4271 0.0056
296 0.4084 0.0053
297 0.3918 0.0053
298 0.4204 0.0055
299 0.4348 0.0055
300 0.4053 0.0053
301 0.3703 0.0049
302 0.3590 0.0049
303 0.3734 0.0050
304 0.3678 0.0050
305 0.3330 0.0046
306 0.3146 0.0044
307 0.3640 0.0048
308 0.0963 0.0026
309 0.2725 0.0039
310 0.3104 0.0043
311 0.3192 0.0045
312 0.2970 0.0042
313 0.2802 0.0040
314 0.2912 0.0042
315 0.2908 0.0042
316 0.2679 0.0039
317 0.2547 0.0037
318 0.2635 0.0038
319 0.2643 0.0039
320 0.2672 0.0037
321 0.2553 0.0036
322 0.2489 0.0035
323 0.2352 0.0039
324 0.2365 0.0042
325 0.2378 0.0035
326 0.2303 0.0035
327 0.2356 0.0033
328 0.2191 0.0031
329 0.2132 0.0031
330 0.1976 0.0029
331 0.1763 0.0027
332 0.1776 0.0028
333 0.1838 0.0028
334 0.1983 0.0027
335 0.2035 0.0027
336 0.2308 0.0030
337 0.0000 0.0000
338 0.0000 0.0000
339 0.0000 0.0000
340 0.0000 0.0000
341 0.0000 0.0000
342 0.0000 0.0000
343 0.0000 0.0000
344 0.0000 0.0000
345 0.0000 0.0000
346 0.0000 0.0000
347 0.0000 0.0000
348 0.0000 0.0000
349 0.0000 0.0000
350 0.0000 0.0000
351 0.0000 0.0000
