 Tagging efficiency calculation
 J.R.M.Annand 2008.10.02
Clock = 8.71478e+08   Inhib.Clock = 3.59896e+08   Live = 0.412972
Backgr.clock = 9.30932e+08    Backgr.Inhib.clock = 2.73464e+08  Live = 0.293753
Background scale factor =  1.31606

  Chan  Hits  Scaler Background     TaggEff        TaggEff(back-sub)
  31   327     1157       39    0.2826 +- 0.0177   0.2957 +- 0.0188
  32   356     1993       51    0.1786 +- 0.0103   0.1849 +- 0.0107
  33   386     2152       52    0.1794 +- 0.0099   0.1853 +- 0.0103
  34   425     1360       41    0.3125 +- 0.0174   0.3254 +- 0.0184
  35   505     1795       54    0.2813 +- 0.0142   0.2929 +- 0.0150
  36   474     1892       44    0.2505 +- 0.0129   0.2584 +- 0.0134
  37   467     1826       47    0.2558 +- 0.0133   0.2647 +- 0.0139
  38   560     1955       63    0.2864 +- 0.0137   0.2991 +- 0.0146
  39    79      300       17    0.2633 +- 0.0333   0.2846 +- 0.0370
  40    58      234       15    0.2479 +- 0.0364   0.2707 +- 0.0410
  41   498     1714       52    0.2905 +- 0.0148   0.3026 +- 0.0157
  42   495     1815       39    0.2727 +- 0.0138   0.2807 +- 0.0144
  43   490     1907       53    0.2569 +- 0.0130   0.2667 +- 0.0137
  44   532     1865       45    0.2853 +- 0.0140   0.2946 +- 0.0147
  45   553     1939       57    0.2852 +- 0.0137   0.2967 +- 0.0145
  46   510     1869       59    0.2729 +- 0.0136   0.2847 +- 0.0144
  47   565     1991       45    0.2838 +- 0.0135   0.2925 +- 0.0141
  48   518     1858       54    0.2788 +- 0.0139   0.2899 +- 0.0146
  49   567     2066       48    0.2744 +- 0.0130   0.2831 +- 0.0136
  50   475     1859       49    0.2555 +- 0.0131   0.2647 +- 0.0138
  51   550     1948       45    0.2823 +- 0.0136   0.2912 +- 0.0142
  52   205      844       21    0.2429 +- 0.0189   0.2511 +- 0.0198
  53   222      978       36    0.2270 +- 0.0169   0.2386 +- 0.0180
  54   624     2054       50    0.3038 +- 0.0139   0.3139 +- 0.0145
  55   566     1889       37    0.2996 +- 0.0144   0.3076 +- 0.0149
  56   562     2019       48    0.2784 +- 0.0133   0.2873 +- 0.0139
  57   521     1973       35    0.2641 +- 0.0130   0.2704 +- 0.0134
  58   531     1984       53    0.2676 +- 0.0131   0.2774 +- 0.0137
  59   588     1986       47    0.2961 +- 0.0139   0.3056 +- 0.0145
  60   290     1062       34    0.2731 +- 0.0181   0.2851 +- 0.0192
  61   300     1159       21    0.2588 +- 0.0168   0.2652 +- 0.0173
  62   558     1940       37    0.2876 +- 0.0138   0.2950 +- 0.0143
  63   527     1922       45    0.2742 +- 0.0135   0.2829 +- 0.0141
  64   582     2130       62    0.2732 +- 0.0128   0.2841 +- 0.0135
  65   518     2036       68    0.2544 +- 0.0125   0.2661 +- 0.0133
  66   556     2049       52    0.2714 +- 0.0130   0.2807 +- 0.0136
  67   600     2170       47    0.2765 +- 0.0128   0.2846 +- 0.0133
  68   540     2064       62    0.2616 +- 0.0126   0.2724 +- 0.0134
  69   568     2032       42    0.2795 +- 0.0133   0.2873 +- 0.0138
  70   403     1378       38    0.2925 +- 0.0166   0.3035 +- 0.0174
  71   413     1533       44    0.2694 +- 0.0149   0.2800 +- 0.0157
  72   611     2189       55    0.2791 +- 0.0128   0.2887 +- 0.0134
  73   613     2284       57    0.2684 +- 0.0122   0.2775 +- 0.0128
  74   583     2085       53    0.2796 +- 0.0131   0.2893 +- 0.0137
  75   537     1942       53    0.2765 +- 0.0135   0.2868 +- 0.0142
  76   593     2135       57    0.2778 +- 0.0129   0.2879 +- 0.0135
  77   636     2314       67    0.2748 +- 0.0123   0.2857 +- 0.0130
  78   613     2261       68    0.2711 +- 0.0123   0.2823 +- 0.0130
  79   661     2329       80    0.2838 +- 0.0125   0.2973 +- 0.0133
  80   671     2384       57    0.2815 +- 0.0123   0.2906 +- 0.0129
  81   620     2325       54    0.2667 +- 0.0121   0.2751 +- 0.0126
  82   570     2291       51    0.2488 +- 0.0116   0.2563 +- 0.0121
  83   670     2414       69    0.2775 +- 0.0121   0.2884 +- 0.0128
  84   678     2442       72    0.2776 +- 0.0121   0.2888 +- 0.0127
  85   615     2155       53    0.2854 +- 0.0130   0.2949 +- 0.0137
  86   640     2162       48    0.2960 +- 0.0133   0.3049 +- 0.0139
  87   679     2378       59    0.2855 +- 0.0124   0.2952 +- 0.0130
  88   692     2428       66    0.2850 +- 0.0123   0.2956 +- 0.0129
  89   582     2189       62    0.2659 +- 0.0124   0.2762 +- 0.0131
  90   649     2395       53    0.2710 +- 0.0120   0.2791 +- 0.0125
  91   655     2427       55    0.2699 +- 0.0119   0.2782 +- 0.0124
  92   639     2506       49    0.2550 +- 0.0113   0.2617 +- 0.0117
  93   669     2459       52    0.2721 +- 0.0119   0.2799 +- 0.0123
  94   706     2631       55    0.2683 +- 0.0114   0.2759 +- 0.0118
  95   683     2580       65    0.2647 +- 0.0114   0.2738 +- 0.0119
  96   697     2579       73    0.2703 +- 0.0115   0.2807 +- 0.0122
  97   510     1756       60    0.2904 +- 0.0146   0.3041 +- 0.0156
  98   676     2529       57    0.2673 +- 0.0116   0.2755 +- 0.0121
  99   715     2645       62    0.2703 +- 0.0114   0.2789 +- 0.0119
 100   695     2557       68    0.2718 +- 0.0116   0.2817 +- 0.0122
 101   638     2454       75    0.2600 +- 0.0116   0.2709 +- 0.0122
 102   699     2588       68    0.2701 +- 0.0115   0.2798 +- 0.0121
 103   703     2691       61    0.2612 +- 0.0111   0.2693 +- 0.0115
 104   602     2331       50    0.2583 +- 0.0118   0.2658 +- 0.0123
 105   710     2602       49    0.2729 +- 0.0116   0.2798 +- 0.0120
 106   580     2228       50    0.2603 +- 0.0121   0.2682 +- 0.0126
 107   775     2789       60    0.2779 +- 0.0113   0.2860 +- 0.0117
 108   738     2773       74    0.2661 +- 0.0110   0.2758 +- 0.0116
 109   725     2839       51    0.2554 +- 0.0106   0.2616 +- 0.0110
 110   752     2821       53    0.2666 +- 0.0109   0.2733 +- 0.0113
 111   808     2941       75    0.2747 +- 0.0109   0.2843 +- 0.0114
 112   732     2817       59    0.2599 +- 0.0108   0.2672 +- 0.0112
 113   767     2882       61    0.2661 +- 0.0108   0.2738 +- 0.0112
 114   735     2786       49    0.2638 +- 0.0109   0.2701 +- 0.0113
 115   732     2783       64    0.2630 +- 0.0109   0.2712 +- 0.0114
 116   696     2829       58    0.2460 +- 0.0104   0.2528 +- 0.0108
 117   729     2689       51    0.2711 +- 0.0113   0.2780 +- 0.0117
 118   688     2568       63    0.2679 +- 0.0115   0.2769 +- 0.0120
 119   734     2617       50    0.2805 +- 0.0117   0.2877 +- 0.0121
 120   726     2672       51    0.2717 +- 0.0114   0.2787 +- 0.0118
 121   840     3190       65    0.2633 +- 0.0102   0.2706 +- 0.0106
 122   816     3198       80    0.2552 +- 0.0100   0.2638 +- 0.0105
 123   779     3133       73    0.2486 +- 0.0100   0.2565 +- 0.0104
 124   760     2928       56    0.2596 +- 0.0106   0.2663 +- 0.0109
 125   855     2992       49    0.2858 +- 0.0111   0.2921 +- 0.0114
 126   874     3144       65    0.2780 +- 0.0106   0.2858 +- 0.0110
 127   783     2776       69    0.2821 +- 0.0114   0.2916 +- 0.0119
 128   845     3053       78    0.2768 +- 0.0108   0.2864 +- 0.0113
 129   844     3181       67    0.2653 +- 0.0103   0.2729 +- 0.0107
 130   830     3084       77    0.2691 +- 0.0105   0.2783 +- 0.0110
 131   830     3175       60    0.2614 +- 0.0102   0.2681 +- 0.0105
 132   773     3236       57    0.2389 +- 0.0096   0.2445 +- 0.0099
 133   813     3226       64    0.2520 +- 0.0099   0.2588 +- 0.0102
 134   853     3271       91    0.2608 +- 0.0100   0.2707 +- 0.0105
 135   865     3366       78    0.2570 +- 0.0098   0.2651 +- 0.0102
 136   888     3254       58    0.2729 +- 0.0103   0.2795 +- 0.0107
 137   897     3304       70    0.2715 +- 0.0102   0.2793 +- 0.0106
 138   908     3452       68    0.2630 +- 0.0098   0.2700 +- 0.0102
 139   905     3284       75    0.2756 +- 0.0103   0.2841 +- 0.0108
 140   637     2549       51    0.2499 +- 0.0111   0.2567 +- 0.0115
 141   642     2403       44    0.2672 +- 0.0119   0.2738 +- 0.0123
 142   872     3403       56    0.2562 +- 0.0097   0.2619 +- 0.0100
 143   816     3605       78    0.2264 +- 0.0088   0.2330 +- 0.0091
 144   855     3472       75    0.2463 +- 0.0094   0.2535 +- 0.0098
 145   859     3321       67    0.2587 +- 0.0099   0.2657 +- 0.0103
 146   851     3298       83    0.2580 +- 0.0099   0.2669 +- 0.0104
 147   903     3488       72    0.2589 +- 0.0097   0.2661 +- 0.0100
 148   962     3466       72    0.2776 +- 0.0101   0.2854 +- 0.0105
 149   934     3565       76    0.2620 +- 0.0096   0.2696 +- 0.0100
 150  1006     3610       90    0.2787 +- 0.0099   0.2881 +- 0.0104
 151   888     3476       74    0.2555 +- 0.0096   0.2628 +- 0.0100
 152   888     3587       64    0.2476 +- 0.0093   0.2535 +- 0.0096
 153   908     4892       98    0.1856 +- 0.0067   0.1906 +- 0.0069
 154   949     3477       59    0.2729 +- 0.0100   0.2792 +- 0.0103
 155   966     3746       67    0.2579 +- 0.0093   0.2641 +- 0.0096
 156   898     3715       73    0.2417 +- 0.0090   0.2481 +- 0.0093
 157   949     3764       62    0.2521 +- 0.0092   0.2577 +- 0.0094
 158   949     3656       61    0.2596 +- 0.0095   0.2654 +- 0.0097
 159   957     3725       71    0.2569 +- 0.0093   0.2635 +- 0.0096
 160   972     4020       67    0.2418 +- 0.0086   0.2472 +- 0.0089
 161   732     4333       93    0.1689 +- 0.0068   0.1738 +- 0.0070
 162  1043     5147       89    0.2026 +- 0.0069   0.2074 +- 0.0071
 163   826     3000       57    0.2753 +- 0.0108   0.2824 +- 0.0112
 164  1095     3972       76    0.2757 +- 0.0094   0.2828 +- 0.0097
 165   992     4153       70    0.2389 +- 0.0084   0.2443 +- 0.0087
 166   755     3144       67    0.2401 +- 0.0097   0.2471 +- 0.0101
 167   814     3153       54    0.2582 +- 0.0101   0.2641 +- 0.0105
 168  1146     4275       87    0.2681 +- 0.0089   0.2754 +- 0.0093
 169  1047     3968       80    0.2639 +- 0.0092   0.2711 +- 0.0095
 170  1048     3871       72    0.2707 +- 0.0094   0.2775 +- 0.0098
 171  1028     3979       82    0.2584 +- 0.0090   0.2656 +- 0.0094
 172  1055     3941       72    0.2677 +- 0.0093   0.2743 +- 0.0096
 173   852     3510       58    0.2427 +- 0.0093   0.2481 +- 0.0095
 174   822     3531       49    0.2328 +- 0.0090   0.2371 +- 0.0092
 175  1028     4220       73    0.2436 +- 0.0085   0.2493 +- 0.0087
 176  1074     4494       86    0.2390 +- 0.0081   0.2452 +- 0.0084
 177  1126     4304       79    0.2616 +- 0.0088   0.2681 +- 0.0091
 178  1119     4249       81    0.2634 +- 0.0088   0.2701 +- 0.0092
 179  1091     4443      101    0.2456 +- 0.0083   0.2531 +- 0.0086
 180  1220     4598       73    0.2653 +- 0.0085   0.2710 +- 0.0088
 181  1070     4099       78    0.2610 +- 0.0090   0.2677 +- 0.0093
 182  1093     5051      112    0.2164 +- 0.0072   0.2229 +- 0.0075
 183   970     4396       97    0.2207 +- 0.0078   0.2273 +- 0.0081
 184  1131     4617       89    0.2450 +- 0.0081   0.2513 +- 0.0084
 185  1146     4695       82    0.2441 +- 0.0080   0.2498 +- 0.0083
 186  1192     4893       86    0.2436 +- 0.0079   0.2494 +- 0.0081
 187  1092     4798       71    0.2276 +- 0.0076   0.2321 +- 0.0078
 188  1212     5042      116    0.2404 +- 0.0077   0.2479 +- 0.0080
 189  1106     4710       91    0.2348 +- 0.0078   0.2409 +- 0.0081
 190  1160     4869       94    0.2382 +- 0.0078   0.2445 +- 0.0081
 191  1228     4739       96    0.2591 +- 0.0083   0.2662 +- 0.0086
 192  1296     4849      102    0.2673 +- 0.0084   0.2749 +- 0.0087
 193  1210     4958       93    0.2441 +- 0.0078   0.2502 +- 0.0081
 194  1115     4951       79    0.2252 +- 0.0075   0.2300 +- 0.0077
 195  1145     4945       78    0.2315 +- 0.0076   0.2365 +- 0.0078
 196  1376     5071       84    0.2713 +- 0.0082   0.2774 +- 0.0085
 197  1179     4479       80    0.2632 +- 0.0086   0.2696 +- 0.0089
 198  1248     4620       62    0.2701 +- 0.0086   0.2750 +- 0.0088
 199   722     3115       58    0.2318 +- 0.0096   0.2376 +- 0.0099
 200  1275     4884       85    0.2611 +- 0.0082   0.2672 +- 0.0085
 201  1124     4552       86    0.2469 +- 0.0082   0.2532 +- 0.0085
 202   836     5064       92    0.1651 +- 0.0062   0.1691 +- 0.0064
 203   377     7259     2416    0.0519 +- 0.0027   0.0924 +- 0.0053
 204   602     5000      387    0.1204 +- 0.0052   0.1341 +- 0.0059
 205  1003     5607      132    0.1789 +- 0.0061   0.1846 +- 0.0064
 206  1349     5753      107    0.2345 +- 0.0071   0.2404 +- 0.0073
 207  1479     5839      127    0.2533 +- 0.0074   0.2608 +- 0.0077
 208  1460     5925      122    0.2464 +- 0.0072   0.2533 +- 0.0075
 209  1330     5562       97    0.2391 +- 0.0073   0.2447 +- 0.0075
 210  1433     6117      106    0.2343 +- 0.0069   0.2397 +- 0.0071
 211  1164     5388       97    0.2160 +- 0.0070   0.2213 +- 0.0072
 212  1466     5869      107    0.2498 +- 0.0073   0.2559 +- 0.0075
 213  1550     5971      111    0.2596 +- 0.0074   0.2661 +- 0.0077
 214  1371     5499      101    0.2493 +- 0.0075   0.2555 +- 0.0078
 215  1569     5967       89    0.2629 +- 0.0075   0.2682 +- 0.0077
 216  1479     5844       92    0.2531 +- 0.0074   0.2584 +- 0.0076
 217  1361     5100       93    0.2669 +- 0.0081   0.2734 +- 0.0084
 218  1557     6028       93    0.2583 +- 0.0073   0.2636 +- 0.0075
 219  1555     6559      100    0.2371 +- 0.0067   0.2419 +- 0.0069
 220  1291     5542       82    0.2329 +- 0.0072   0.2376 +- 0.0074
 221  1463     5891      101    0.2483 +- 0.0073   0.2541 +- 0.0075
 222  1524     6383      113    0.2388 +- 0.0068   0.2445 +- 0.0070
 223  1523     6512      114    0.2339 +- 0.0067   0.2394 +- 0.0069
 224  1574     6529      119    0.2411 +- 0.0068   0.2470 +- 0.0070
 225  1556     7003      130    0.2222 +- 0.0062   0.2278 +- 0.0064
 226  1403     5923       95    0.2369 +- 0.0070   0.2420 +- 0.0072
 227  1478     5962      106    0.2479 +- 0.0072   0.2538 +- 0.0074
 228  1588     6830      106    0.2325 +- 0.0065   0.2374 +- 0.0067
 229  1684     7071      102    0.2382 +- 0.0065   0.2428 +- 0.0066
 230  1762     6898       99    0.2554 +- 0.0068   0.2604 +- 0.0070
 231  1653     6955      116    0.2377 +- 0.0065   0.2430 +- 0.0067
 232  1714     7152      106    0.2397 +- 0.0064   0.2444 +- 0.0066
 233  1706     7066      110    0.2414 +- 0.0065   0.2465 +- 0.0067
 234  1605     6927      115    0.2317 +- 0.0064   0.2369 +- 0.0066
 235  1661     6921      119    0.2400 +- 0.0066   0.2456 +- 0.0068
 236  1739     7678      124    0.2265 +- 0.0060   0.2314 +- 0.0062
 237  1681     7502      128    0.2241 +- 0.0060   0.2292 +- 0.0062
 238  1771     7287      132    0.2430 +- 0.0064   0.2490 +- 0.0066
 239  1722     6626      108    0.2599 +- 0.0070   0.2656 +- 0.0072
 240  1708     7140      126    0.2392 +- 0.0064   0.2449 +- 0.0066
 241  1804     7657      133    0.2356 +- 0.0062   0.2411 +- 0.0064
 242  1741     7876      122    0.2211 +- 0.0059   0.2257 +- 0.0060
 243  1778     7756      144    0.2292 +- 0.0060   0.2350 +- 0.0062
 244  1922     7912      120    0.2429 +- 0.0062   0.2479 +- 0.0063
 245  1927     8039      154    0.2397 +- 0.0061   0.2459 +- 0.0063
 246  1863     7978      133    0.2335 +- 0.0060   0.2388 +- 0.0062
 247  1802     8147      125    0.2212 +- 0.0058   0.2257 +- 0.0059
 248  1868     8234      133    0.2269 +- 0.0058   0.2318 +- 0.0060
 249  1986     8216      142    0.2417 +- 0.0060   0.2473 +- 0.0062
 250  1727     7402      119    0.2333 +- 0.0062   0.2384 +- 0.0064
 251  1672     7012      113    0.2384 +- 0.0065   0.2436 +- 0.0067
 252  1813     7889      133    0.2298 +- 0.0060   0.2350 +- 0.0062
 253  1965     8425      150    0.2332 +- 0.0058   0.2388 +- 0.0060
 254  2006     9038      166    0.2220 +- 0.0055   0.2274 +- 0.0057
 255  2077     9516      157    0.2183 +- 0.0053   0.2231 +- 0.0054
 256  2016     9156      146    0.2202 +- 0.0054   0.2249 +- 0.0056
 257  1931     9704      148    0.1990 +- 0.0050   0.2031 +- 0.0051
 258  2029     9967      150    0.2036 +- 0.0050   0.2077 +- 0.0051
 259  2129     9866      177    0.2158 +- 0.0052   0.2210 +- 0.0053
 260  2567    10327      187    0.2486 +- 0.0055   0.2546 +- 0.0057
 261   645     2966       44    0.2175 +- 0.0094   0.2218 +- 0.0097
 262  2565     9844      181    0.2606 +- 0.0058   0.2670 +- 0.0060
 263  2332     9080      129    0.2568 +- 0.0060   0.2617 +- 0.0061
 264  1123     5045       93    0.2226 +- 0.0073   0.2281 +- 0.0076
 265   926     4190       85    0.2210 +- 0.0080   0.2271 +- 0.0083
 266  2382     9152      140    0.2603 +- 0.0060   0.2656 +- 0.0062
 267  1770     8609      130    0.2056 +- 0.0054   0.2098 +- 0.0055
 268  2105    10280      244    0.2048 +- 0.0049   0.2114 +- 0.0051
 269  1686     9473      259    0.1780 +- 0.0047   0.1846 +- 0.0049
 270  2380    11764      183    0.2023 +- 0.0045   0.2065 +- 0.0047
 271  2371    11208      199    0.2115 +- 0.0048   0.2166 +- 0.0049
 272  2672    12342      193    0.2165 +- 0.0046   0.2210 +- 0.0047
 273  2572    10557      168    0.2436 +- 0.0054   0.2488 +- 0.0055
 274  2618    10114      169    0.2588 +- 0.0057   0.2647 +- 0.0058
 275  2590    10768      174    0.2405 +- 0.0053   0.2458 +- 0.0054
 276  2402    10532      168    0.2281 +- 0.0052   0.2330 +- 0.0053
 277  2662    11631      179    0.2289 +- 0.0049   0.2336 +- 0.0051
 278  2852    11344      197    0.2514 +- 0.0053   0.2573 +- 0.0054
 279  2886    11250      191    0.2565 +- 0.0054   0.2624 +- 0.0055
 280  2869    12489      205    0.2297 +- 0.0048   0.2348 +- 0.0049
 281  2427    11268      168    0.2154 +- 0.0048   0.2197 +- 0.0049
 282  2528    11080      172    0.2282 +- 0.0050   0.2329 +- 0.0052
 283  2173     9851      138    0.2206 +- 0.0052   0.2247 +- 0.0054
 284  2208     9869      132    0.2237 +- 0.0053   0.2277 +- 0.0054
 285  2910    12412      167    0.2345 +- 0.0048   0.2387 +- 0.0049
 286  3048    12887      212    0.2365 +- 0.0048   0.2418 +- 0.0049
 287  2813    12261      209    0.2294 +- 0.0048   0.2347 +- 0.0049
 288  3452    13536      292    0.2550 +- 0.0049   0.2625 +- 0.0051
 289  1868     7687      200    0.2430 +- 0.0063   0.2516 +- 0.0066
 290  3710    15028      413    0.2469 +- 0.0045   0.2561 +- 0.0048
 291  2338    10114      288    0.2312 +- 0.0053   0.2402 +- 0.0056
 292  3144    12396      340    0.2536 +- 0.0051   0.2631 +- 0.0053
 293  3355    15026      418    0.2233 +- 0.0043   0.2318 +- 0.0045
 294  3495    15828      487    0.2208 +- 0.0041   0.2301 +- 0.0044
 295  3146    14416      405    0.2182 +- 0.0043   0.2266 +- 0.0045
 296  3322    15653      431    0.2122 +- 0.0041   0.2202 +- 0.0043
 297  3261    15430      423    0.2113 +- 0.0041   0.2193 +- 0.0043
 298  3504    15604      452    0.2246 +- 0.0042   0.2335 +- 0.0044
 299  3955    16409      478    0.2410 +- 0.0043   0.2506 +- 0.0045
 300  3735    16706      451    0.2236 +- 0.0040   0.2318 +- 0.0042
 301  3675    17346      412    0.2119 +- 0.0038   0.2187 +- 0.0040
 302  3727    17247      407    0.2161 +- 0.0039   0.2230 +- 0.0041
 303  3846    17237      413    0.2231 +- 0.0040   0.2304 +- 0.0041
 304  4034    17701      441    0.2279 +- 0.0040   0.2356 +- 0.0042
 305  3936    18404      433    0.2139 +- 0.0038   0.2207 +- 0.0039
 306  3833    19323      435    0.1984 +- 0.0035   0.2044 +- 0.0036
 307  4574    19739      451    0.2317 +- 0.0038   0.2389 +- 0.0040
 308  1014    16500      697    0.0615 +- 0.0020   0.0651 +- 0.0021
 309  3665    20701      496    0.1770 +- 0.0032   0.1828 +- 0.0033
 310  4293    20853      471    0.2059 +- 0.0035   0.2122 +- 0.0036
 311  4398    19628      425    0.2241 +- 0.0037   0.2306 +- 0.0039
 312  4441    20816      443    0.2133 +- 0.0035   0.2195 +- 0.0037
 313  4472    21394      424    0.2090 +- 0.0034   0.2146 +- 0.0036
 314  4457    20731      417    0.2150 +- 0.0035   0.2208 +- 0.0037
 315  4657    21111      428    0.2206 +- 0.0036   0.2266 +- 0.0037
 316  4349    21767      426    0.1998 +- 0.0033   0.2051 +- 0.0034
 317  4624    23008      448    0.2010 +- 0.0032   0.2063 +- 0.0033
 318  4945    23281      455    0.2124 +- 0.0033   0.2180 +- 0.0034
 319  5088    22919      429    0.2220 +- 0.0034   0.2276 +- 0.0036
 320  5434    24441      422    0.2223 +- 0.0033   0.2275 +- 0.0034
 321  5329    25151      473    0.2119 +- 0.0032   0.2173 +- 0.0033
 322  5569    26137      510    0.2131 +- 0.0031   0.2187 +- 0.0033
 323  4006    19447      428    0.2060 +- 0.0036   0.2121 +- 0.0037
 324  3654    17132      405    0.2133 +- 0.0039   0.2201 +- 0.0040
 325  5622    25083      430    0.2241 +- 0.0033   0.2293 +- 0.0034
 326  5475    25023      427    0.2188 +- 0.0033   0.2238 +- 0.0034
 327  6124    27784      457    0.2204 +- 0.0031   0.2253 +- 0.0032
 328  6366    29812      551    0.2135 +- 0.0029   0.2189 +- 0.0030
 329  6265    29427      553    0.2129 +- 0.0030   0.2183 +- 0.0031
 330  5772    30119      500    0.1916 +- 0.0028   0.1959 +- 0.0028
 331  5490    31054      527    0.1768 +- 0.0026   0.1808 +- 0.0027
 332  5451    30006      502    0.1817 +- 0.0027   0.1858 +- 0.0028
 333  5638    29991      486    0.1880 +- 0.0027   0.1921 +- 0.0028
 334  7608    36388      592    0.2091 +- 0.0026   0.2137 +- 0.0027
 335  7799    35937      625    0.2170 +- 0.0027   0.2221 +- 0.0028
 336  9020    35992      581    0.2506 +- 0.0030   0.2561 +- 0.0030
 337     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 338     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 339     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 340     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 341     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 342     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 343     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 344     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 345     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 346     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 347     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 348     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 349     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 350     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000
 351     0        0        0    0.0000 +- 0.0000   0.0000 +- 0.0000

Mean tagging efficiency  0.2585 +-  0.0006
	                       0.2508 +-  0.0006 without background subtraction

