!   2.5          0.0000        0.0000
  12.1          0.8746        0.1542
  20.6          1.1014        0.1896
  30.7          1.2500        0.2680
  40.7          1.5558        0.2107
  50.7          1.6668        0.0989
  60.6          2.3007        0.1975
  70.8          2.7837        0.1847
  80.4          3.5535        0.1743
  90.4          3.4807        0.1568
 100.5          3.3369        0.1672
 110.3          2.9544        0.1551
 120.0          2.5473        0.1306
 130.1          2.0303        0.1163
 140.2          1.3314        0.0766
 149.9          0.8119        0.1966
 160.4          0.5731        0.1214
 170.5          0.8431        0.0929
 177.4          0.8480        0.1160
!   2.5          0.0000        0.0000
  12.7          1.1828        0.2211
  20.7          1.2097        0.2080
  30.8          1.5044        0.3226
  40.5          1.9663        0.2663
  50.8          1.8835        0.1111
  60.9          2.4670        0.2143
  70.1          3.2758        0.2165
  80.6          3.7981        0.1876
  90.5          4.1920        0.1887
 100.5          3.9306        0.1968
 110.3          3.5369        0.1848
 120.3          2.8446        0.1456
 130.3          2.2502        0.1280
 139.9          1.6068        0.0913
 149.9          0.9544        0.2305
 160.5          0.7354        0.1544
 169.7          1.1301        0.1239
 177.5          1.3201        0.1927
