!   2.5          0.0000        0.0000
  12.0          1.0829        0.1940
  20.9          1.1139        0.1913
  30.9          1.3656        0.2928
  40.6          1.4965        0.2031
  50.6          1.9095        0.1125
  61.4          2.1821        0.1916
  70.8          3.2917        0.2168
  80.8          3.5056        0.1729
  90.3          3.6906        0.1665
 100.3          3.5388        0.1774
 110.4          3.1451        0.1649
 120.2          2.8776        0.1471
 130.2          2.1379        0.1225
 139.8          1.3993        0.0799
 150.2          0.8296        0.2007
 160.2          0.7574        0.1583
 170.4          0.9744        0.1072
 177.2          1.3686        0.1976
!   2.5          0.0000        0.0000
  12.1          0.9943        0.1873
  20.9          1.3780        0.2374
  31.0          1.7610        0.3772
  40.9          2.1013        0.2846
  50.6          2.4262        0.1406
  60.7          2.8029        0.2415
  70.4          3.9002        0.2576
  80.6          4.1354        0.2053
  90.2          4.5889        0.2061
 100.4          4.2347        0.2120
 110.4          3.7655        0.1966
 120.3          3.3382        0.1700
 130.1          2.6185        0.1479
 139.9          1.8262        0.1025
 150.1          1.1089        0.2676
 160.2          0.9493        0.1967
 170.1          1.2342        0.1326
 177.3          1.4899        0.2017
