0	-1	-1	0
1	1	1	2
2	3	3	4
3	5	5	6
4	7	7	8
5	9	9	10
6	11	11	12
7	13	13	14
8	15	15	16
9	17	17	18
10	19	19	20
11	21	21	22
12	23	23	24
13	-23	-23	-22
14	-21	-21	-20
15	-19	-19	-18
16	-17	-17	-16
17	-15	-15	-14
18	-13	-13	-12
19	-11	-11	-10
20	-9	-9	-8
21	-7	-7	-6
22	-5	-5	-4
23	-3	-3	-2
