  0   0.000
 10  -0.003
 20  -0.009
 30  -0.019
 40  -0.028
 50  -0.037
 60  -0.044
 70  -0.048
 80  -0.050
 90  -0.050
100  -0.047
110  -0.041
120  -0.035
130  -0.027
140  -0.019
150  -0.011
160  -0.005
170  -0.001
180   0.000
