  0 0.0000
 10 0.0380
 20 0.1280
 30 0.2290
 40 0.3130
 50 0.3760
 60 0.4180
 70 0.4440
 80 0.4570
 90 0.4580
100 0.4480
110 0.4270
120 0.3930
130 0.3430
140 0.2770
150 0.1950
160 0.1050
170 0.0300
180 0.0000
