  0 0.0000
 10 0.0099
 20 0.0363
 30 0.0712
 40 0.1067
 50 0.1374
 60 0.1608
 70 0.1760
 80 0.1831
 90 0.1823
100 0.1743
110 0.1593
120 0.1380
130 0.1116
140 0.0818
150 0.0516
160 0.0251
170 0.0066
180 0.0000
