  0  0.000
 10  0.005
 20  0.018
 30  0.035
 40  0.051
 50  0.063
 60  0.070
 70  0.071
 80  0.069
 90  0.062
100  0.054
110  0.044
120  0.034
130  0.024
140  0.016
150  0.009
160  0.004
170  0.001
180  0.000
