  0 0.0000
 10 0.0120
 20 0.0437
 30 0.0850
 40 0.1265
 50 0.1619
 60 0.1888
 70 0.2064
 80 0.2149
 90 0.2148
100 0.2065
110 0.1904
120 0.1667
130 0.1365
140 0.1015
150 0.0649
160 0.0319
170 0.0085
180 0.0000
