  0  0.000
 10  0.002
 20  0.009
 30  0.017
 40  0.024
 50  0.029
 60  0.031
 70  0.030
 80  0.027
 90  0.023
100  0.017
110  0.012
120  0.007
130  0.004
140  0.001
150  0.000
160  0.000
170  0.000
180  0.000
