!   2.5          0.0000        0.0000
  12.7          0.7619        0.1478
  20.8          1.7037        0.2925
  30.9          2.0745        0.4445
  40.5          2.1847        0.2962
  50.7          2.5308        0.1474
  61.2          3.2504        0.2776
  70.4          3.8363        0.2599
  80.5          4.5425        0.2254
  90.5          4.6473        0.2097
 100.4          4.3441        0.2176
 110.3          3.8865        0.2032
 120.4          3.3938        0.1734
 130.3          2.5164        0.1432
 140.1          1.8823        0.1054
 149.7          1.1904        0.2870
 160.6          1.1851        0.2441
 169.9          1.6425        0.1742
 177.2          1.7960        0.2271
!   2.5          0.0000        0.0000
  13.1          0.9406        0.1809
  21.2          1.5519        0.2674
  30.9          1.9467        0.4174
  40.7          2.2229        0.3021
  50.7          2.5320        0.1489
  61.1          3.4193        0.2939
  70.4          4.3044        0.2934
  80.5          5.2568        0.2619
  90.5          4.7485        0.2156
 100.4          4.3864        0.2202
 110.4          4.1981        0.2191
 120.3          3.4026        0.1742
 130.2          2.8387        0.1611
 139.9          1.9875        0.1112
 150.3          1.3360        0.3216
 160.1          1.3709        0.2808
 170.1          1.6362        0.1703
 177.4          1.7953        0.2351
