   4.0          7.7245        0.8849
  11.4          7.7723        0.8711
  21.1          8.8878        0.5653
  30.9         10.6117        0.4407
  40.8         12.8447        0.5330
  50.7         15.4837        0.6631
  60.8         18.2829        1.2690
  70.7         20.1524        1.0486
  80.5         21.1080        1.0332
  90.5         21.5658        0.8947
 100.4         21.2918        0.8640
 110.4         20.6241        0.8734
 120.3         18.3330        1.1408
 130.3         16.6019        0.9523
 140.2         14.5940        0.6593
 150.1         12.9554        0.6079
 160.0         10.7991        0.6514
 169.6          9.9358        0.7928
 177.2         10.0563        0.8229
   3.9          9.7579        1.1058
  11.4         10.7024        1.1974
  21.0         12.2018        0.7737
  30.9         14.4772        0.5988
  40.8         17.3142        0.7155
  50.7         20.4545        0.8690
  60.7         25.4550        1.7612
  70.6         27.4045        1.4216
  80.5         28.8024        1.4065
  90.5         29.1857        1.2078
 100.5         28.5962        1.1577
 110.4         26.9343        1.1387
 120.3         24.0786        1.4980
 130.2         21.0245        1.2049
 140.2         18.3459        0.8273
 150.2         15.9122        0.7462
 159.9         13.1057        0.7907
 169.6         11.6306        0.9277
 177.4         11.5533        0.9409
