       1 792.11542 1.130352
       2 790.96088 1.178474
       3 789.75873  1.22596
       4 788.50891 1.273705
       5 787.21088 1.322319
       6 785.86352 1.372414
       7  784.466 1.422676
       8 783.01758 1.474098
       9 781.51941 1.522308
      10 779.97351 1.569481
      11 778.3822 1.613144
      12 776.74768 1.655914
      13 775.07312 1.693268
      14 773.36169 1.729492
      15 771.61578 1.762337
      16 769.84039 1.788399
      17 768.04022 1.812065
      18 766.21942 1.829521
      19 764.38397 1.841339
      20  762.539 1.848488
      21 760.69061  1.84832
      22 758.84479 1.843262
      23 757.00671 1.833015
      24 755.1825 1.815331
      25 753.3783 1.793175
      26 751.59723  1.76889
      27 749.84351 1.738525
      28 748.11987 1.708679
      29 746.42651 1.678322
      30 744.76282 1.648964
      31 743.12707 1.622482
      32 741.51501 1.601639
      33 739.92157 1.585243
      34 738.34058 1.576714
      35 736.76501 1.574478
      36 735.18738 1.580597
      37 733.59961 1.595139
      38 731.99988 1.604202
      39 730.39337 1.608803
      40 728.78101  1.61602
      41 727.16242 1.621307
      42 725.53918 1.625053
      43 723.91028 1.632751
      44 722.27588 1.635895
      45 720.63648 1.642868
      46 718.99072 1.648895
      47 717.33911 1.654205
      48 715.6814 1.661224
      49 714.01862 1.664459
      50 712.35022 1.672333
      51 710.67462 1.678802
      52 708.99438 1.681503
      53 707.30798 1.691345
      54 705.61462 1.695618
      55 703.91589 1.701645
      56 702.21143 1.707306
      57 700.50043 1.714798
      58 698.78229 1.721283
      59 697.05878 1.725845
      60 695.33008 1.731415
      61 693.5943 1.740295
      62 691.85242 1.743469
      63 690.10492  1.75145
      64 688.35052  1.75737
      65 686.59027 1.763046
      66 684.82452 1.768661
      67 683.05212 1.776077
      68 681.27307 1.781815
      69 679.48822  1.78804
      70 677.69702 1.794373
      71 675.89868 1.802246
      72 674.09479 1.805435
      73 672.2854 1.813522
      74 670.46979 1.817596
      75 668.64819 1.825729
      76 666.81897  1.83252
      77 664.98431 1.837036
      78 663.14423  1.84314
      79 661.29761 1.850067
      80 659.44373 1.857681
      81 657.58533 1.859116
      82 655.72058 1.870239
      83 653.84882 1.873489
      84 651.97192 1.880173
      85 650.0885 1.886703
      86 648.19898 1.892258
      87 646.30371 1.898392
      88 644.40222 1.904724
      89 642.49487 1.909714
      90 640.58173 1.916687
      91 638.66272  1.92131
      92 636.73822 1.927826
      93 634.80719 1.934128
      94 632.86932 1.941635
      95 630.92639 1.944168
      96 628.97827 1.952087
      97 627.02429 1.955841
      98 625.06543 1.961975
      99 623.10022 1.968536
     100 621.12878 1.973999
     101 619.15033 1.983231
     102 617.16589 1.985443
     103 615.17877   1.9888
     104 613.18591 1.996902
     105 611.18622 2.002716
     106 609.18091 2.007782
     107 607.16962 2.014694
     108 605.15289 2.018768
     109 603.13141 2.024216
     110 601.10419 2.030273
     111 599.07221 2.033615
     112 597.03473 2.041351
     113 594.99152 2.045288
     114 592.9433 2.050934
     115 590.89038 2.054962
     116 588.83112 2.063568
     117 586.76709 2.064423
     118 584.69788 2.073914
     119 582.62262 2.076752
     120 580.54327  2.08197
     121 578.45898 2.086548
     122 576.36987 2.091614
     123 574.27557 2.097046
     124 572.17609 2.101868
     125 570.07233 2.105682
     126 567.96222 2.114716
     127 565.84699 2.115509
     128 563.72937 2.119843
     129 561.6062 2.126526
     130 559.47778  2.13028
     131 557.34497 2.135345
     132 555.20727 2.139862
     133 553.06519  2.14447
     134 550.9184 2.149139
     135 548.76679   2.1539
     136 546.61102 2.157837
     137 544.45081 2.162506
     138 542.28589 2.167297
     139 540.11688 2.170654
     140 537.94379 2.175598
     141 535.76581  2.18045
     142 533.58258 2.185822
     143 531.39569  2.18808
     144 529.2063 2.190796
     145 527.01172 2.198303
     146 524.81293 2.199341
     147 522.61072 2.205109
     148 520.40369 2.208771
     149 518.19287  2.21286
     150 515.97809 2.216797
     151 513.75958 2.220093
     152 511.53769 2.223785
     153 509.31171  2.22818
     154 507.08179  2.23172
     155 504.84799 2.235901
     156 502.61011 2.239716
     157 500.36939  2.24176
     158  498.125 2.247131
     159 495.87619 2.250488
     160 493.62421 2.253448
     161 491.3689 2.257141
     162 489.10998 2.260559
     163 486.84821 2.263153
     164 484.58301 2.267151
     165 482.31479 2.269257
     166 480.0423 2.275787
     167 477.76611 2.276642
     168 475.48761 2.280243
     169 473.20581 2.283447
     170 470.92111 2.285858
     171 468.63361 2.289215
     172 466.3439 2.290222
     173 464.05041 2.296692
     174 461.7529 2.298431
     175 459.45309 2.301208
     176 457.15109 2.302673
     177 454.84589 2.307678
     178 452.5379  2.30838
     179 450.22751   2.3125
     180 447.91409 2.314331
     181 445.59821 2.317413
     182 443.27991 2.319122
     183 440.95902 2.322815
     184 438.6351  2.32489
     185 436.30899  2.32724
     186 433.9805 2.329865
     187 431.64929 2.332458
     188 429.3158 2.334503
     189 426.98019 2.336731
     190 424.63971 2.344269
     191 422.29669 2.341827
     192 419.95419 2.343079
     193 417.60959  2.34613
     194 415.26541 2.342316
     195 412.9191 2.350189
     196 410.56549 2.357178
     197 408.2124 2.348846
     198 405.85901 2.358093
     199 403.49979 2.360321
     200 401.14069 2.357788
     201 398.78061 2.362366
     202 396.41779 2.363251
     203 394.05359 2.365143
     204 391.68799  2.36618
     205 389.32071 2.368378
     206 386.95181 2.369507
     207 384.58151 2.371094
     208 382.2095 2.372833
     209 379.83591 2.374329
     210 377.46069 2.376099
     211 375.0842 2.376923
     212 372.70639 2.378723
     213 370.32709 2.379761
     214 367.94659 2.381226
     215 365.5647 2.382538
