!   2.6          2.7195        3.8296
  11.2          1.0378        0.0962
  20.7          1.2083        0.0444
  30.9          1.2926        0.0357
  40.6          1.2530        0.0365
  51.1          1.3749        0.0465
  60.7          1.6457        0.0871
  70.5          2.3747        0.1002
  80.5          2.8803        0.0769
  90.5          3.0051        0.0541
 100.4          3.0319        0.0419
 110.3          2.7856        0.0467
 120.2          2.3941        0.0524
 130.4          1.9246        0.0528
 139.6          1.2553        0.0384
 150.1          0.8235        0.0360
 159.8          0.5494        0.0423
 169.2          0.6471        0.0433
 177.1          0.5907        0.0845
!   2.5          2.6387        2.9768
  12.8          1.0355        0.0944
  20.7          1.1695        0.0453
  30.7          1.1587        0.0309
  40.7          1.4835        0.0404
  50.9          1.6350        0.0513
  60.7          1.7247        0.0861
  70.7          2.3159        0.0979
  80.7          2.8577        0.0745
  90.5          3.1675        0.0540
 100.3          3.0267        0.0390
 110.4          2.7868        0.0433
 120.2          2.3169        0.0483
 130.1          1.7749        0.0474
 140.1          1.1739        0.0346
 150.1          0.7408        0.0316
 160.4          0.5040        0.0382
 169.7          0.7042        0.0463
 177.3          0.8440        0.0993
