116 & 588.8 & 2.1 \\ 
117 & 586.8 & 2.1 \\ 
118 & 584.7 & 2.1 \\ 
119 & 582.6 & 2.1 \\ 
120 & 580.5 & 2.1 \\ 
121 & 578.5 & 2.1 \\ 
122 & 576.4 & 2.1 \\ 
123 & 574.3 & 2.1 \\ 
124 & 572.2 & 2.1 \\ 
125 & 570.1 & 2.1 \\ 
126 & 568.0 & 2.1 \\ 
127 & 565.8 & 2.1 \\ 
128 & 563.7 & 2.1 \\ 
129 & 561.6 & 2.1 \\ 
130 & 559.5 & 2.1 \\ 
131 & 557.3 & 2.1 \\ 
132 & 555.2 & 2.1 \\ 
133 & 553.1 & 2.1 \\ 
134 & 550.9 & 2.1 \\ 
135 & 548.8 & 2.2 \\ 
136 & 546.6 & 2.2 \\ 
137 & 544.5 & 2.2 \\ 
138 & 542.3 & 2.2 \\ 
139 & 540.1 & 2.2 \\ 
140 & 537.9 & 2.2 \\ 
141 & 535.8 & 2.2 \\ 
142 & 533.6 & 2.2 \\ 
143 & 531.4 & 2.2 \\ 
144 & 529.2 & 2.2 \\ 
145 & 527.0 & 2.2 \\ 
146 & 524.8 & 2.2 \\ 
147 & 522.6 & 2.2 \\ 
148 & 520.4 & 2.2 \\ 
149 & 518.2 & 2.2 \\ 
150 & 516.0 & 2.2 \\ 
151 & 513.8 & 2.2 \\ 
152 & 511.5 & 2.2 \\ 
153 & 509.3 & 2.2 \\ 
154 & 507.1 & 2.2 \\ 
155 & 504.8 & 2.2 \\ 
156 & 502.6 & 2.2 \\ 
157 & 500.4 & 2.2 \\ 
158 & 498.1 & 2.2 \\ 
159 & 495.9 & 2.3 \\ 
160 & 493.6 & 2.3 \\ 
161 & 491.4 & 2.3 \\ 
162 & 489.1 & 2.3 \\ 
163 & 486.8 & 2.3 \\ 
164 & 484.6 & 2.3 \\ 
165 & 482.3 & 2.3 \\ 
166 & 480.0 & 2.3 \\ 
167 & 477.8 & 2.3 \\ 
168 & 475.5 & 2.3 \\ 
169 & 473.2 & 2.3 \\ 
170 & 470.9 & 2.3 \\ 
171 & 468.6 & 2.3 \\ 
172 & 466.3 & 2.3 \\ 
173 & 464.1 & 2.3 \\ 
174 & 461.8 & 2.3 \\ 
175 & 459.5 & 2.3 \\ 
176 & 457.2 & 2.3 \\ 
177 & 454.8 & 2.3 \\ 
178 & 452.5 & 2.3 \\ 
179 & 450.2 & 2.3 \\ 
180 & 447.9 & 2.3 \\ 
181 & 445.6 & 2.3 \\ 
182 & 443.3 & 2.3 \\ 
183 & 441.0 & 2.3 \\ 
184 & 438.6 & 2.3 \\ 
185 & 436.3 & 2.3 \\ 
186 & 434.0 & 2.3 \\ 
187 & 431.6 & 2.3 \\ 
188 & 429.3 & 2.3 \\ 
189 & 427.0 & 2.3 \\ 
190 & 424.6 & 2.3 \\ 
191 & 422.3 & 2.3 \\ 
192 & 420.0 & 2.3 \\ 
193 & 417.6 & 2.3 \\ 
194 & 415.3 & 2.3 \\ 
195 & 412.9 & 2.4 \\ 
196 & 410.6 & 2.4 \\ 
197 & 408.2 & 2.3 \\ 
198 & 405.9 & 2.4 \\ 
199 & 403.5 & 2.4 \\ 
200 & 401.1 & 2.4 \\ 
201 & 398.8 & 2.4 \\ 
202 & 396.4 & 2.4 \\ 
203 & 394.1 & 2.4 \\ 
204 & 391.7 & 2.4 \\ 
205 & 389.3 & 2.4 \\ 
206 & 387.0 & 2.4 \\ 
207 & 384.6 & 2.4 \\ 
208 & 382.2 & 2.4 \\ 
209 & 379.8 & 2.4 \\ 
210 & 377.5 & 2.4 \\ 
211 & 375.1 & 2.4 \\ 
212 & 372.7 & 2.4 \\ 
213 & 370.3 & 2.4 \\ 
214 & 367.9 & 2.4 \\ 
215 & 365.6 & 2.4 \\ 
216 & 363.2 & 2.4 \\ 
217 & 360.8 & 2.4 \\ 
218 & 358.4 & 2.4 \\ 
219 & 356.0 & 2.4 \\ 
220 & 353.6 & 2.4 \\ 
221 & 351.2 & 2.4 \\ 
222 & 348.9 & 2.4 \\ 
223 & 346.5 & 2.4 \\ 
224 & 344.1 & 2.4 \\ 
225 & 341.7 & 2.4 \\ 
226 & 339.3 & 2.4 \\ 
227 & 336.9 & 2.4 \\ 
228 & 334.5 & 2.4 \\ 
229 & 332.1 & 2.4 \\ 
230 & 329.7 & 2.4 \\ 
231 & 327.3 & 2.4 \\ 
232 & 324.9 & 2.4 \\ 
233 & 322.5 & 2.4 \\ 
234 & 320.1 & 2.4 \\ 
235 & 317.7 & 2.4 \\ 
236 & 315.3 & 2.4 \\ 
237 & 312.9 & 2.4 \\ 
238 & 310.5 & 2.4 \\ 
239 & 308.1 & 2.4 \\ 
240 & 305.7 & 2.4 \\ 
241 & 303.3 & 2.4 \\ 
242 & 300.9 & 2.4 \\ 
243 & 298.5 & 2.4 \\ 
244 & 296.1 & 2.4 \\ 
245 & 293.7 & 2.4 \\ 
246 & 291.3 & 2.4 \\ 
247 & 288.9 & 2.4 \\ 
248 & 286.5 & 2.4 \\ 
249 & 284.1 & 2.4 \\ 
250 & 281.7 & 2.4 \\ 
251 & 279.3 & 2.4 \\ 
252 & 276.9 & 2.4 \\ 
253 & 274.5 & 2.4 \\ 
254 & 272.1 & 2.4 \\ 
255 & 269.7 & 2.4 \\ 
256 & 267.2 & 2.4 \\ 
257 & 264.8 & 2.4 \\ 
258 & 262.4 & 2.4 \\ 
259 & 260.0 & 2.4 \\ 
260 & 257.6 & 2.4 \\ 
261 & 255.2 & 2.4 \\ 
262 & 252.8 & 2.4 \\ 
263 & 250.4 & 2.4 \\ 
264 & 248.0 & 2.4 \\ 
265 & 245.6 & 2.4 \\ 
266 & 243.2 & 2.4 \\ 
267 & 240.8 & 2.4 \\ 
268 & 238.4 & 2.4 \\ 
269 & 236.0 & 2.4 \\ 
270 & 233.6 & 2.4 \\ 
271 & 231.2 & 2.4 \\ 
272 & 228.8 & 2.4 \\ 
273 & 226.4 & 2.4 \\ 
274 & 224.0 & 2.4 \\ 
275 & 221.6 & 2.4 \\ 
276 & 219.2 & 2.4 \\ 
277 & 216.8 & 2.4 \\ 
278 & 214.5 & 2.4 \\ 
279 & 212.1 & 2.4 \\ 
280 & 209.7 & 2.4 \\ 
281 & 207.3 & 2.4 \\ 
282 & 204.9 & 2.4 \\ 
283 & 202.5 & 2.4 \\ 
284 & 200.1 & 2.4 \\ 
285 & 197.7 & 2.4 \\ 
286 & 195.3 & 2.4 \\ 
287 & 192.9 & 2.4 \\ 
288 & 190.6 & 2.4 \\ 
289 & 188.2 & 2.4 \\ 
290 & 185.8 & 2.4 \\ 
291 & 183.4 & 2.4 \\ 
292 & 181.0 & 2.4 \\ 
293 & 178.7 & 2.4 \\ 
294 & 176.3 & 2.4 \\ 
295 & 173.9 & 2.4 \\ 
296 & 171.5 & 2.4 \\ 
297 & 169.1 & 2.4 \\ 
298 & 166.8 & 2.4 \\ 
299 & 164.4 & 2.4 \\ 
300 & 162.0 & 2.4 \\ 
301 & 159.7 & 2.4 \\ 
302 & 157.3 & 2.4 \\ 
303 & 154.9 & 2.4 \\ 
304 & 152.6 & 2.4 \\ 
305 & 150.2 & 2.4 \\ 
306 & 147.8 & 2.4 \\ 
307 & 145.5 & 2.4 \\ 
308 & 143.1 & 2.4 \\ 
309 & 140.7 & 2.4 \\ 
310 & 138.4 & 2.4 \\ 
311 & 136.0 & 2.4 \\ 
312 & 133.7 & 2.4 \\ 
313 & 131.3 & 2.4 \\ 
314 & 129.0 & 2.4 \\ 
315 & 126.6 & 2.4 \\ 
316 & 124.3 & 2.3 \\ 
317 & 121.9 & 2.3 \\ 
318 & 119.6 & 2.3 \\ 
319 & 117.2 & 2.3 \\ 
320 & 114.9 & 2.3 \\ 
321 & 112.5 & 2.3 \\ 
322 & 110.2 & 2.3 \\ 
323 & 107.9 & 2.3 \\ 
324 & 105.5 & 2.3 \\ 
325 & 103.2 & 2.3 \\ 
326 & 100.9 & 2.3 \\ 
327 &  98.5 & 2.3 \\ 
328 &  96.2 & 2.3 \\ 
329 &  93.9 & 2.3 \\ 
330 &  91.5 & 2.3 \\ 
331 &  89.2 & 2.3 \\ 
332 &  86.9 & 2.3 \\ 
333 &  84.6 & 2.3 \\ 
334 &  82.3 & 2.3 \\ 
335 &  79.9 & 2.3 \\ 
336 &  77.6 & 2.3 \\ 
337 &  75.3 & 2.3 \\ 
338 &  73.0 & 2.3 \\ 
339 &  70.7 & 2.3 \\ 
340 &  68.4 & 2.3 \\ 
341 &  66.1 & 2.3 \\ 
342 &  63.8 & 2.3 \\ 
343 &  61.5 & 2.3 \\ 
344 &  59.2 & 2.3 \\ 
345 &  56.9 & 2.3 \\ 
346 &  54.6 & 2.3 \\ 
347 &  52.3 & 2.3 \\ 
348 &  50.0 & 2.3 \\ 
349 &  47.7 & 2.3 \\ 
350 &  45.4 & 2.3 \\ 
351 &  43.1 & 2.3 \\ 
352 &  40.8 & 2.3 \\ 
