1 & 792.1 & 1.1 \\ 
2 & 791.0 & 1.2 \\ 
3 & 789.8 & 1.2 \\ 
4 & 788.5 & 1.3 \\ 
5 & 787.2 & 1.3 \\ 
6 & 785.9 & 1.4 \\ 
7 & 784.5 & 1.4 \\ 
8 & 783.0 & 1.5 \\ 
9 & 781.5 & 1.5 \\ 
10 & 780.0 & 1.6 \\ 
11 & 778.4 & 1.6 \\ 
12 & 776.7 & 1.7 \\ 
13 & 775.1 & 1.7 \\ 
14 & 773.4 & 1.7 \\ 
15 & 771.6 & 1.8 \\ 
16 & 769.8 & 1.8 \\ 
17 & 768.0 & 1.8 \\ 
18 & 766.2 & 1.8 \\ 
19 & 764.4 & 1.8 \\ 
20 & 762.5 & 1.8 \\ 
21 & 760.7 & 1.8 \\ 
22 & 758.8 & 1.8 \\ 
23 & 757.0 & 1.8 \\ 
24 & 755.2 & 1.8 \\ 
25 & 753.4 & 1.8 \\ 
26 & 751.6 & 1.8 \\ 
27 & 749.8 & 1.7 \\ 
28 & 748.1 & 1.7 \\ 
29 & 746.4 & 1.7 \\ 
30 & 744.8 & 1.6 \\ 
31 & 743.1 & 1.6 \\ 
32 & 741.5 & 1.6 \\ 
33 & 739.9 & 1.6 \\ 
34 & 738.3 & 1.6 \\ 
35 & 736.8 & 1.6 \\ 
36 & 735.2 & 1.6 \\ 
37 & 733.6 & 1.6 \\ 
38 & 732.0 & 1.6 \\ 
39 & 730.4 & 1.6 \\ 
40 & 728.8 & 1.6 \\ 
41 & 727.2 & 1.6 \\ 
42 & 725.5 & 1.6 \\ 
43 & 723.9 & 1.6 \\ 
44 & 722.3 & 1.6 \\ 
45 & 720.6 & 1.6 \\ 
46 & 719.0 & 1.6 \\ 
47 & 717.3 & 1.7 \\ 
48 & 715.7 & 1.7 \\ 
49 & 714.0 & 1.7 \\ 
50 & 712.4 & 1.7 \\ 
51 & 710.7 & 1.7 \\ 
52 & 709.0 & 1.7 \\ 
53 & 707.3 & 1.7 \\ 
54 & 705.6 & 1.7 \\ 
55 & 703.9 & 1.7 \\ 
56 & 702.2 & 1.7 \\ 
57 & 700.5 & 1.7 \\ 
58 & 698.8 & 1.7 \\ 
59 & 697.1 & 1.7 \\ 
60 & 695.3 & 1.7 \\ 
61 & 693.6 & 1.7 \\ 
62 & 691.9 & 1.7 \\ 
63 & 690.1 & 1.8 \\ 
64 & 688.4 & 1.8 \\ 
65 & 686.6 & 1.8 \\ 
66 & 684.8 & 1.8 \\ 
67 & 683.1 & 1.8 \\ 
68 & 681.3 & 1.8 \\ 
69 & 679.5 & 1.8 \\ 
70 & 677.7 & 1.8 \\ 
71 & 675.9 & 1.8 \\ 
72 & 674.1 & 1.8 \\ 
73 & 672.3 & 1.8 \\ 
74 & 670.5 & 1.8 \\ 
75 & 668.6 & 1.8 \\ 
76 & 666.8 & 1.8 \\ 
77 & 665.0 & 1.8 \\ 
78 & 663.1 & 1.8 \\ 
79 & 661.3 & 1.9 \\ 
80 & 659.4 & 1.9 \\ 
81 & 657.6 & 1.9 \\ 
82 & 655.7 & 1.9 \\ 
83 & 653.8 & 1.9 \\ 
84 & 652.0 & 1.9 \\ 
85 & 650.1 & 1.9 \\ 
86 & 648.2 & 1.9 \\ 
87 & 646.3 & 1.9 \\ 
88 & 644.4 & 1.9 \\ 
89 & 642.5 & 1.9 \\ 
90 & 640.6 & 1.9 \\ 
91 & 638.7 & 1.9 \\ 
92 & 636.7 & 1.9 \\ 
93 & 634.8 & 1.9 \\ 
94 & 632.9 & 1.9 \\ 
95 & 630.9 & 1.9 \\ 
96 & 629.0 & 2.0 \\ 
97 & 627.0 & 2.0 \\ 
98 & 625.1 & 2.0 \\ 
99 & 623.1 & 2.0 \\ 
100 & 621.1 & 2.0 \\ 
101 & 619.2 & 2.0 \\ 
102 & 617.2 & 2.0 \\ 
103 & 615.2 & 2.0 \\ 
104 & 613.2 & 2.0 \\ 
105 & 611.2 & 2.0 \\ 
106 & 609.2 & 2.0 \\ 
107 & 607.2 & 2.0 \\ 
108 & 605.2 & 2.0 \\ 
109 & 603.1 & 2.0 \\ 
110 & 601.1 & 2.0 \\ 
111 & 599.1 & 2.0 \\ 
112 & 597.0 & 2.0 \\ 
113 & 595.0 & 2.0 \\ 
114 & 592.9 & 2.1 \\ 
115 & 590.9 & 2.1 \\ 
