   4.1          2.7225        0.3073
  11.3          3.1449        0.2616
  21.2          3.4379        0.1491
  30.9          4.0655        0.2350
  40.8          4.7285        0.2777
  50.7          5.5384        0.2341
  60.7          6.5318        0.2944
  70.6          7.2315        0.4048
  80.7          7.7074        0.3984
  90.4          8.0868        0.5891
 100.4          7.8842        0.3517
 110.4          7.6235        0.3478
 120.4          6.9371        0.3116
 130.3          6.6789        0.3076
 140.3          6.2167        0.2851
 150.2          5.5846        0.3233
 160.1          5.1992        0.2999
 169.8          4.7500        0.4872
 177.3          5.4619        0.5781
