  11.0          0.0488        0.0990
  20.6         -0.0845        0.0807
  30.3          0.2859        0.0575
  39.7          0.3681        0.0551
  49.5          0.3755        0.0606
  60.5          0.4748        0.0597
  70.2          0.3307        0.0503
  80.2          0.3482        0.0450
  90.2          0.3944        0.0374
 100.0          0.4285        0.0347
 109.9          0.3404        0.0332
 120.1          0.2923        0.0323
 129.9          0.2207        0.0353
 139.8          0.2653        0.0388
 149.7          0.1672        0.0481
 160.3          0.1120        0.0494
 169.4          0.0726        0.0557
