  10.8          0.0775        0.0444
  20.5          0.1551        0.0366
  30.1          0.2687        0.0293
  39.8          0.3485        0.0274
  49.3          0.3997        0.0338
  60.6          0.4475        0.0359
  70.9          0.4706        0.0223
  80.3          0.4603        0.0175
  90.0          0.4565        0.0159
  99.8          0.4387        0.0162
 109.7          0.4175        0.0191
 120.1          0.4050        0.0200
 130.0          0.3782        0.0203
 139.7          0.2863        0.0233
 149.6          0.2517        0.0288
 160.3          0.1153        0.0341
 169.6          0.0031        0.0344
